locus_tag	common gene name	strand	start	end	25C
SL1344_1216	yeaL	-	1313814	1314260	12
SL1344_1217	yeaK	-	1314570	1315088	9
SL1344_1218	yeaJ	-	1315138	1316631	11
STnc1480		+	1316874	1317268	14
SL1344_1219	yeaH	-	1317272	1318558	11
SL1344_1220	yeaG	-	1318681	1320465	8
SL1344_1221	mipA	+	1321042	1321788	143
SL1344_1222		+	1322078	1323274	1
SL1344_1223		+	1323371	1324228	5
SL1344_1224	yeaD	-	1324327	1325211	12
SL1344_1224A		-	1325211	1325465	19
SL1344_1225	gapA	-	1325546	1326541	373
SL1344_1226	yeaA	+	1326853	1327296	143
SL1344_1227	yeaC	+	1327338	1327616	96
SL1344_1228	nam	-	1327968	1328624	34
SL1344_1229	ansA	-	1328651	1329667	25
SL1344_1230	sppA	-	1329763	1331619	25
SL1344_1231	ydjA	+	1331793	1332344	27
SL1344_1232	selD	+	1332462	1333505	41
SL1344_1233	topB	+	1333510	1335459	37
SL1344_1234	gdhA	-	1335489	1336832	16
SL1344_1235		+	1337071	1337346	98
SL1344_1236		-	1337306	1337722	10
SL1344_1237	xthA	-	1337795	1338601	30
SL1344_1238	argDa	+	1339047	1340273	1
SL1344_1239	astA	+	1340264	1341298	1
SL1344_1240	astD	+	1341295	1342773	1
SL1344_1241	astB	+	1342770	1344113	1
SL1344_1242	astE	+	1344106	1345074	2
SL1344_1243		+	1345410	1345895	9
STnc1640		+	1345883	1345970	111
SL1344_1244		-	1345970	1346851	15
SL1344_1245	nadE	-	1346972	1347799	28
SL1344_1246	osmE	+	1348018	1348359	163
SL1344_1247	celA	+	1348660	1348980	53
SL1344_1248	celB	+	1349063	1350421	11
SL1344_1249	celC	+	1350472	1350819	17
SL1344_1250	celD	+	1350908	1351672	8
SL1344_1251	celF	+	1351797	1353152	4
SL1344_1252	celG	+	1353165	1353923	11
STnc2010		+	1353832	1353959	19
SL1344_1253	katE	-	1353967	1356219	3
SL1344_1254	cedA	+	1356584	1356826	25
SL1344_1255	ydjN	-	1356928	1358319	26
SL1344_1256	ydjM	-	1358456	1359055	4
STnc3570		-	1359183	1359017	171
SL1344_1257	yniC	-	1359193	1359861	17
SL1344_1258	yniB	+	1360010	1360546	47
SL1344_1259		-	1360589	1361449	8
SL1344_1260	ydiZ	-	1361556	1361846	8
SL1344_1261	pfkB	-	1361943	1362875	10
SL1344_1262	ydiY	+	1363164	1363922	44
STnc3460		+	1363846	1363967	111
SL1344_1263		-	1363971	1364930	5
STnc4210		-	1363997	1363925	19
SL1344_1264		+	1365073	1365387	2
SL1344_1265		+	1365483	1366238	10
SL1344_1330A		+	1366411	1366617	6
SL1344_1266		-	1366940	1368163	118
SL1344_1267		+	1369055	1370983	309
SL1344_1268		+	1370987	1371529	6653
SL1344_1269		+	1371625	1371822	6521
SL1344_1270		+	1371873	1372229	4877
SL1344_1271		+	1372531	1373514	66
SL1344_1272		+	1373530	1375917	137
SL1344_1273		+	1375910	1376221	924
STnc540		+	1376271	1376364	302
SL1344_1274		+	1376424	1377404	33
SL1344_1275		+	1377496	1378047	21
SL1344_1276		+	1378047	1378796	9
SL1344_1277		+	1378873	1379337	21
SL1344_1278		+	1379651	1380364	7
SL1344_1279		+	1380426	1381868	39
SL1344_1280	ydiE	-	1381903	1382094	180
SL1344_1281	aroH	-	1382251	1383297	21
SL1344_1282	ydiA	-	1383453	1384286	17
SL1344_1283	pps	+	1384581	1387001	100
SL1344_1284	ydiD	-	1387043	1388683	2
SL1344_1285	ydiT	-	1388773	1389066	2
SL1344_1286	ydiS	-	1389063	1390349	1
SL1344_1287	ydiR	-	1390406	1391341	5
SL1344_1288	ydiQ	-	1391363	1392127	1
SL1344_1289	ydiP	+	1392590	1393480	1
SL1344_1290	ydiO	-	1393556	1394707	8
SL1344_1291	ydiF	-	1394721	1396316	1
SL1344_1292	aroD	-	1396470	1397228	11
SL1344_1293	aroE	-	1397273	1398139	5
SL1344_1294	ydiN	-	1398221	1399440	0
SL1344_1296	ydiM	-	1399804	1401015	1
SL1344_1297	ydiL	-	1401156	1401515	0
RprA		-	1401790	1401682	1766
SL1344_1298	ydiK	-	1401973	1403091	18
SL1344_1299	ydiJ	+	1403356	1406412	14
SL1344_1300		+	1406409	1406819	15
SL1344_1301	ydiH	+	1406918	1407106	149
RydB		+	1407278	1407371	181
SL1344_1302		-	1407394	1408740	3
SL1344_1303	sufA	+	1409167	1409535	10
SL1344_1304	sufB	+	1409544	1411031	7
SL1344_1305	sufC	+	1411048	1411794	6
SL1344_1306	sufD	+	1411769	1413040	8
SL1344_1307	sufS	+	1413037	1414257	6
SL1344_1308	ynhA	+	1414270	1414686	7
SL1344_1309	ynhG	+	1414841	1415842	10
SL1344_1310	lppB	-	1415909	1416148	47
SL1344_1311	lpp	-	1416231	1416467	35620
SL1344_1312	pykF	-	1416778	1418136	72
SL1344_1313	orf48	-	1418592	1419935	1
SL1344_1314	orf32	-	1419957	1420850	1
SL1344_1315	orf245	-	1420909	1421646	1
SL1344_1316	orf408	-	1421658	1422884	0
SL1344_1317	ttrA	-	1423207	1426269	1
SL1344_1318	ttrC	-	1426262	1427284	0
SL1344_1319	ttrB	-	1427285	1428037	0
SL1344_1320	ttrS	+	1428201	1429979	13
SL1344_1321	ttrR	+	1429936	1430574	7
SL1344_1322	orf70	+	1430672	1430884	96
SL1344_1323	orf319	-	1430980	1431939	11
SL1344_1324	orf242	-	1432112	1432840	11
SL1344_1325	ssrB	-	1433019	1433657	6
SL1344_1326	spiR	-	1433688	1436450	2
SL1344_1327	ssaB	+	1436851	1437252	1
SL1344_1328	ssaC	+	1437254	1438747	1
SL1344_1329	ssaD	+	1438728	1439939	3
SL1344_1330	ssaE	+	1439947	1440189	5
SL1344_1331	sseA	+	1440510	1440779	5
SL1344_1332	sseBa	+	1440786	1441376	5
SL1344_1333	sscA	+	1441373	1441846	5
SL1344_1334	sseC	+	1441849	1443303	9
SL1344_1335	sseD	+	1443319	1443906	2
SL1344_1336	sseE	+	1443909	1444325	4
SL1344_1337	sscB	+	1444377	1444811	12
SL1344_1338	sseF	+	1444827	1445609	2
SL1344_1339	sseG	+	1445606	1446295	6
SL1344_1340	ssaG	+	1446389	1446604	3
SL1344_1341	ssaH	+	1446645	1446872	3
SL1344_1342	ssaI	+	1446884	1447132	0
SL1344_1343	ssaJ	+	1447129	1447878	1
SL1344_1344		+	1447896	1448444	3
SL1344_1345	ssaK	+	1448441	1449115	1
STnc1220		-	1448790	1448718	0
SL1344_1346	ssaL	+	1449081	1450097	6
SL1344_1347	ssaM	+	1450155	1450523	4
SL1344_1348	ssaV	+	1450508	1452553	1
SL1344_1349	ssaN	+	1452543	1453844	4
SL1344_1350	ssaO	+	1453847	1454224	5
SL1344_1351	ssaP	+	1454205	1454579	5
SL1344_1352	ssaQ	+	1454560	1455528	7
SL1344_1353	ssaR	+	1455596	1456243	3
SL1344_1354	ssaS	+	1456240	1456506	2
SL1344_1355	ssaT	+	1456507	1457286	2
SL1344_1356	ssaU	+	1457283	1458341	2
SL1344_1357	norM	-	1458814	1460187	22
SL1344_1358	ribE	+	1460404	1461045	90
SL1344_1359	cfa	-	1461087	1462235	17
SL1344_1360	ydhC	-	1462525	1463730	5
SL1344_1361	ydhB	+	1463843	1464775	5
SL1344_1362	purR	-	1464772	1465797	68
STnc4220		-	1464870	1464776	634
SL1344_1362A	ynhF	+	1466093	1466182	1491
SL1344_1363	sodB	-	1466265	1466846	187
SL1344_1364	ydhO	-	1466973	1467827	46
SL1344_1365	ydhD	+	1468129	1468476	1064
SL1344_1366	rnt	-	1468554	1469201	81
SL1344_1367	gloA	-	1469302	1469709	78
SL1344_1368	nemA	-	1469778	1470875	10
SL1344_1369	ydhM	-	1470934	1471533	22
SL1344_1370	ydhL	+	1471636	1471875	9
SL1344_1371	ydhF	+	1471926	1472822	52
SL1344_1372	sodCb	+	1472902	1473423	34
SL1344_1373		-	1473399	1475438	7
SL1344_1374	ydhJ	-	1475438	1476334	11
SL1344_1375	ydhI	-	1476301	1476537	25
SL1344_1376	slyA	+	1476732	1477172	388
SL1344_1377	slyB	-	1477220	1477687	271
SL1344_1378	anmK	+	1477959	1479080	10
SL1344_1379	mliC	+	1479168	1479497	41
SL1344_1380	pdxH	+	1479556	1480212	44
SL1344_1381	tyrS	+	1480339	1481613	121
SL1344_1382	pdxY	+	1481673	1482533	51
SL1344_1383	gst	-	1482592	1483197	15
SL1344_1384	tppB	-	1483302	1484807	119
SL1344_1385	nth	-	1485409	1486044	69
SL1344_1386	rnfE	-	1486044	1486736	64
SL1344_1387	rnfG	-	1486739	1487359	45
SL1344_1388	rnfD	-	1487363	1488421	43
SL1344_1389	rnfC	-	1488422	1490629	62
SL1344_1390	rnfB	-	1490622	1491200	87
SL1344_1391	rnfA	-	1491200	1491781	84
SL1344_1392	ydgK	-	1491858	1492298	106
SL1344_1393	ydgT	-	1492387	1492617	149
SL1344_1393A	blr	-	1492900	1493025	202
SL1344_1394	ydgJ	+	1493233	1494273	25
SL1344_1395	add	-	1494348	1495349	50
STnc3500		+	1495398	1495512	12
SL1344_1396	ydgA	-	1496053	1497561	39
SL1344_1397	manA	-	1497664	1498839	27
SL1344_1398	fumA	+	1499039	1500685	32
SL1344_1400	fumC	+	1500853	1502256	13
SL1344_1401	tus	-	1502253	1503182	13
SL1344_1402	rstB	-	1503258	1504559	7
SL1344_1403		-	1504670	1506376	0
SL1344_1404	ompN	-	1506529	1507662	1
STnc3510		-	1506596	1506482	26
SL1344_1405	rstA	-	1508142	1508873	102
SL1344_1406	ydgC	+	1509000	1509335	48
SL1344_1407	ydgI	-	1509397	1510779	48
SL1344_1408	ydgH	-	1511078	1512022	165
SL1344_1409	pntA	+	1512549	1514078	39
SL1344_1410	pntB	+	1514089	1515477	41
SL1344_1411	tqsA	-	1515652	1516686	12
SL1344_1412	ydgF	+	1517104	1517466	17
SL1344_1413	ydgE	+	1517453	1517782	5
SL1344_1414		-	1517822	1518643	5
SL1344_1414A	ydgU	-	1518743	1518826	0
SL1344_1415	asr	-	1518912	1519196	7
STnc3480		+	1519287	1519547	219
SL1344_1416	ynfM	-	1519555	1520808	5
SL1344_1417	ynfL	+	1520928	1521827	4
SL1344_1418	mlc	+	1521955	1523175	35
SL1344_1419	bioDb	+	1523301	1523996	9
SL1344_1420	clcB	-	1523952	1525241	10
SL1344_1421		-	1525377	1526525	3
SL1344_1422		-	1526525	1527172	2
SL1344_1423		-	1527182	1528084	1
SL1344_1424		-	1528113	1528823	1
SL1344_1425	ynfI	-	1529128	1529742	16
SL1344_1426		-	1529785	1530642	8
SL1344_1427		-	1530644	1531261	1
SL1344_1428	dmsA2	-	1531272	1533707	1
SL1344_1429	dmsA1	-	1533806	1536247	2
SL1344_1430	ynfD	-	1536401	1536709	16
SL1344_1431	ynfC	+	1536804	1537523	23
SL1344_1432	speG	-	1537564	1538124	82
SL1344_1433	ynfB	-	1538160	1538501	69
SL1344_1434	ynfA	+	1538654	1538980	8
SL1344_1435	rspA	+	1539102	1540316	1
SL1344_1436	rspB	+	1540327	1541346	1
SL1344_1437	ydfJ	+	1541400	1542779	2
SL1344_1438	ydfI	+	1542923	1544389	4
SL1344_1439	ydfZ	-	1544456	1544659	11
SL1344_1440	ydfH	-	1544840	1545526	26
SL1344_1441	ydfG	-	1545656	1546402	70
SL1344_1442	dcp	+	1546541	1548583	7
SL1344_1443		+	1548928	1549110	8
SL1344_1444	ydeJ	-	1549230	1549757	4
SL1344_1445	ydeI	+	1550184	1550576	3
MgrR		+	1550746	1550844	8190
SL1344_1446	ydeE	-	1551267	1552454	6
SL1344_1447	ydeD	+	1552682	1553584	12
SL1344_1448	marB	-	1553703	1553918	4
STnc2170		-	1553737	1553669	59
SL1344_1449	marA	-	1553947	1554336	5
SL1344_1450	marR	-	1554350	1554784	9
SL1344_1451	marC	+	1555043	1555708	21
SL1344_1452	sotB	-	1555755	1556945	12
SL1344_1453	yneJ	-	1557061	1557933	5
SL1344_1454	yneI	+	1558036	1559424	2
SL1344_1455	yneH	+	1559497	1560423	32
SL1344_1456	yneG	+	1560423	1560782	15
SL1344_1457		+	1561039	1561953	32
SL1344_1458		-	1562009	1562551	4
SL1344_1459		+	1563370	1564386	7
STnc3530		+	1564332	1564503	64
SL1344_1460	hypA	-	1564527	1564868	0
SL1344_1461		-	1564881	1565768	1
SL1344_1462	hyaF2	-	1565756	1566817	2
SL1344_1463	hyaE2	-	1566835	1567245	1
SL1344_1464		-	1567242	1567541	3
SL1344_1465	hyaD2	-	1567541	1568149	3
SL1344_1466	hyaC2	-	1568155	1568898	3
SL1344_1467	hyaB2	-	1568849	1570651	2
SL1344_1468	hyaA2	-	1570654	1571757	1
SL1344_1469		+	1572186	1573277	3
SL1344_1470		+	1573443	1574114	66
SL1344_1471		-	1574173	1575198	1
SL1344_1472		-	1575173	1576459	1
SL1344_1473	pqaA	-	1576636	1578192	1
SL1344_1474		-	1578262	1579503	2
SL1344_1475		-	1579493	1581001	2
SL1344_1476		+	1581046	1581534	19
SL1344_1477		+	1581727	1582806	10
SL1344_1478		-	1582858	1583247	14
SL1344_1479		-	1583418	1583702	40
SL1344_1480		-	1583692	1583940	54
SL1344_1481		+	1584297	1584629	3
SL1344_1482		+	1584772	1585680	6
SL1344_1483		-	1585908	1586495	1
IsrF		-	1587013	1586724	31
SL1344_1484		-	1587258	1588724	74
SL1344_1485		+	1588983	1589990	5
SL1344_1486		+	1590134	1591585	3
SL1344_1487		+	1591598	1592800	4
SL1344_1488		-	1592913	1594988	4
SL1344_1489		-	1595045	1597573	1
SL1344_1490		-	1597570	1599354	2
SL1344_1491		-	1599483	1600268	1
SL1344_1492	hdeB	-	1600411	1600740	9
SL1344_1493	osmC	-	1601090	1601521	7
SL1344_1494	yddX	+	1602034	1602249	14
SL1344_1495	rpsV	+	1602344	1602487	117
SL1344_1496	sfcA	+	1602664	1604361	25
SL1344_1497	adhP	+	1604728	1605657	15
SL1344_1498	fdnI	-	1605748	1606389	3
STnc3540		-	1605912	1605727	45
SL1344_1499	fdnH	-	1606397	1607281	2
SL1344_1500	fdnG	-	1607295	1610342	4
SL1344_1502	yddG	+	1610677	1611501	4
SL1344_1503	ompD	+	1611987	1613114	1185
SL1344_1504		+	1613198	1613638	19
SL1344_1505	smvA	-	1613663	1615150	26
SL1344_1506		+	1615267	1615845	168
SL1344_1507	narU	+	1616060	1617448	2
SL1344_1508	narZ	+	1617540	1621280	2
SL1344_1509	narY	+	1621277	1622821	1
SL1344_1510	narW	+	1622821	1623516	1
SL1344_1511	narV	+	1623513	1624193	1
SL1344_1512	yddE	+	1624299	1625192	4
SL1344_1513	nhoA	-	1625228	1626073	11
SL1344_1514	steA	-	1626357	1626989	70
SL1344_1515	ansP	+	1627502	1628995	33
SL1344_1516		-	1629072	1629293	9
SL1344_1517		-	1629438	1630499	45
SL1344_1518	yncD	+	1630763	1632883	4
SL1344_1519	yncC	-	1632950	1633615	7
SL1344_1520	yncB	-	1633949	1634986	21
SL1344_1521	yncA	+	1635198	1635713	14
SL1344_1522	ydcZ	+	1635713	1636162	19
SL1344_1523	ydcY	-	1636167	1636400	75
SL1344_1524	srfA	+	1636624	1637943	54
SL1344_1525	srfB	+	1637948	1640929	29
SL1344_1526	srfC	+	1640926	1643070	26
SL1344_1527	ydcX	-	1643115	1643378	31
STnc1110		+	1643465	1643658	239
SL1344_1528	ydcW	-	1643687	1645132	10
SL1344_1529	ydcR	-	1645247	1646671	10
SL1344_1530	pdgL	-	1646807	1647577	4
SL1344_1530A		-	1647836	1648066	5
SL1344_1531	ugtL	-	1648099	1648497	8
SL1344_1532	sifB	+	1649034	1649984	4
SL1344_1533	yncJ	+	1650258	1650488	8
SL1344_1534	ydcP	-	1650489	1652453	25
SL1344_1535	ydcN	-	1652532	1653068	32
SL1344_1536		+	1653159	1654337	15
SL1344_1537		-	1654391	1655059	78
SL1344_1538	tehB	-	1655215	1655811	26
SL1344_1539	tehA	-	1655798	1656811	15
SL1344_1540	ydcK	+	1656918	1657898	3
SL1344_1541	rimL	-	1657895	1658434	9
SL1344_1542		+	1658651	1659769	0
SL1344_1543		+	1659766	1660047	1
SL1344_1544		+	1660058	1661371	1
SL1344_1545		+	1661385	1662191	1
RyjB		-	1662282	1662190	281
SL1344_1546		+	1662323	1662760	0
SL1344_1547		+	1662772	1663404	0
SL1344_1548		+	1663420	1664211	4
SL1344_1549	aac	+	1664211	1664648	5
SL1344_1550		-	1664695	1665897	2
SL1344_1551		-	1665909	1666484	2
SL1344_1552	ydcG	-	1666680	1668335	26
SL1344_1553		-	1668555	1670063	9
SL1344_1554		-	1670112	1671455	6
SL1344_1555	ydcI	+	1671748	1672671	23
SL1344_1556	trg	-	1672732	1674357	25
SL1344_1557	adhC	-	1674526	1675644	26
SL1344_1558		-	1675676	1675951	85
SL1344_1559	steB	+	1676474	1676875	4
SL1344_1560		-	1677004	1677720	0
SL1344_1561	sseJ	+	1678146	1679372	1
SL1344_1562		-	1679493	1679837	8
SL1344_1563		+	1680744	1681505	9
SL1344_1564		+	1681512	1682159	6
SL1344_1565		+	1682184	1682915	2
SL1344_1566		+	1682912	1683592	1
SL1344_1567		+	1683729	1685279	2
SL1344_1568		+	1685743	1686405	55
RydC		+	1686526	1686591	2907
SL1344_1569	cybB	-	1686676	1687206	35
SL1344_1570	ydcF	-	1687323	1688123	25
SL1344_1571	hrpA	-	1688187	1692089	25
SL1344_1572	acpD	+	1692290	1692895	4
SL1344_1573		-	1692892	1693341	28
SL1344_1574	ydbL	-	1693484	1693807	18
SL1344_1575	ynbE	-	1693815	1694006	23
SL1344_1576	ydbH	-	1694006	1696642	17
SL1344_1577	ldhA	+	1696882	1697871	56
SL1344_1578	hslJ	+	1697982	1698392	30
SL1344_1579		-	1698436	1698591	26
SL1344_1580		+	1698618	1698917	23
SL1344_1581	nifJ	+	1698978	1702502	11
MicC		-	1702639	1702531	110
SL1344_1582	ynaF	+	1702984	1703418	48
SL1344_1583		-	1703468	1703806	83
SL1344_1584		+	1703907	1704110	77
SL1344_1585	ydaO	+	1704162	1705097	42
SL1344_1586	dbpA	-	1705141	1706514	36
FnrS		-	1706905	1706784	53
SL1344_1587	zntB	-	1707001	1707984	19
SL1344_1588		-	1708130	1709284	6
SL1344_1589	ydaL	-	1709695	1710258	17
SL1344_1590	ogt	+	1710516	1711031	35
SL1344_1591	fnr	+	1711227	1711979	498
SL1344_1592	ydaA	+	1712130	1713077	92
SL1344_1593	ynaJ	-	1713132	1713386	266
SL1344_1594	ynaI	+	1713625	1714656	11
SL1344_1595		-	1714742	1715344	16
SL1344_1596		+	1715388	1716074	7
SL1344_1597		-	1716546	1717103	0
SL1344_1598		-	1717202	1718032	1
SL1344_1599		-	1718053	1720035	0
SL1344_1600		-	1720110	1720955	0
SL1344_1601		+	1721249	1722107	1
SL1344_1602		+	1722495	1723607	24
SL1344_1603		-	1723821	1724075	7
SL1344_1604		-	1724186	1724776	7
SL1344_1605		+	1724854	1725567	9
SL1344_1606		-	1725658	1726527	30
SL1344_1607		-	1726801	1727706	3
SL1344_1608		+	1727825	1728754	0
SL1344_1609	mppA	-	1728851	1730464	22
SL1344_1610	ycjI	+	1730654	1731382	17
SL1344_1611	ycjG	-	1731357	1732322	8
SL1344_1612	tpx	+	1732438	1732944	899
SL1344_1613	tyrR	-	1733034	1734575	33
SL1344_1614	ycjF	-	1734723	1735784	11
SL1344_1615	ycjX	-	1735781	1737184	9
SL1344_1616	pspE	-	1737327	1737641	65
SL1344_1617	pspD	-	1737717	1737935	18
SL1344_1618	pspC	-	1737958	1738317	13
SL1344_1619	pspB	-	1738317	1738541	20
SL1344_1620	pspA	-	1738601	1739269	41
SL1344_1621	pspF	+	1739440	1740420	5
SL1344_1622	sapA	+	1740532	1742181	28
SL1344_1623	sapB	+	1742349	1743143	24
SL1344_1624	sapC	+	1743130	1744020	26
SL1344_1625	sapD	+	1744020	1745012	32
SL1344_1626	sapF	+	1745014	1745820	16
SL1344_1627		-	1745836	1746543	25
SL1344_1628	steC	-	1747010	1748383	4
SL1344_1629		+	1748418	1748597	1
SL1344_1630	ycjE	+	1748572	1748871	33
SL1344_1631	fabI	+	1748989	1749777	326
SL1344_1632	yciW	+	1749977	1751110	12
SL1344_1633	rnb	+	1751199	1753133	90
SL1344_1634	yciR	+	1753395	1755377	7
SL1344_1635		+	1755466	1755678	42
SL1344_1636	yciT	+	1755765	1756517	42
SL1344_1637	osmB	+	1756776	1756994	15
SL1344_1638	yciH	-	1757114	1757440	58
SL1344_1639	pyrF	-	1757440	1758177	42
SL1344_1640	yciM	-	1758368	1759483	52
SL1344_1641	yciS	-	1759544	1759852	102
SL1344_1642	pgpB	-	1760002	1760766	16
SL1344_1643	ribA	+	1760962	1761552	78
SL1344_1644	acnA	-	1761608	1764283	6
SL1344_1644A	ymiA	-	1764839	1764967	65
SL1344_1645	cysB	-	1765260	1766234	32
SL1344_1646	topA	-	1766645	1769242	97
SL1344_1647	yciN	+	1769645	1769896	259
SL1344_1648	sohB	-	1769938	1770984	46
SL1344_1649	yciK	+	1771222	1771983	17
SL1344_1650	btuR	+	1771980	1772570	20
SL1344_1651	yciL	-	1772657	1773532	117
SL1344_1652	yciO	-	1773633	1774253	30
SL1344_1653	trpH	-	1774261	1775142	25
SL1344_1654	trpE	+	1775403	1776965	2
SL1344_1655	trpD	+	1776965	1778560	3
SL1344_1656	trpC	+	1778564	1779922	5
SL1344_1657	trpB	+	1779932	1781125	6
SL1344_1658	trpA	+	1781125	1781931	6
SL1344_1659	yciG	+	1782411	1782593	2
SL1344_1660	yciF	+	1782683	1783186	1
SL1344_1661	yciE	+	1783260	1783766	1
SL1344_1662	katN	+	1783786	1784664	5
STnc2030		+	1784673	1784725	8
SL1344_1663	ompW	-	1784746	1785384	6
SL1344_1664		+	1785722	1786126	12
SL1344_1665	yciC	+	1786152	1786895	57
SL1344_1666	ispZ	+	1786952	1787491	75
SL1344_1667	yciA	+	1787652	1788053	63
SL1344_1668	tonB	-	1788113	1788841	43
SL1344_1669	yciI	+	1789065	1789361	82
STnc1270		-	1789691	1789368	600
SL1344_1670	cls	+	1789721	1791181	11
SL1344_1671	yciU	+	1791215	1791544	197
SL1344_1672		-	1791592	1792374	11
SL1344_1673	oppF	-	1792476	1793480	39
SL1344_1674	oppD	-	1793477	1794484	10
SL1344_1675	oppC	-	1794496	1795404	8
SL1344_1676	oppB	-	1795419	1796339	8
SL1344_1677	oppA	-	1796461	1798092	15
SL1344_1678		+	1798160	1798474	0
STnc3580		+	1798747	1798826	35
SL1344_1679	ychE	-	1798857	1799504	21
SL1344_1680	adh	+	1799981	1802659	15
SL1344_1681	tdk	-	1802856	1803473	85
SL1344_1682	hns	+	1804136	1804549	6949
SL1344_1683	galU	-	1804681	1805589	109
SL1344_1684	hnr	-	1805792	1806805	34
SL1344_1685	ychK	-	1806896	1807801	36
SL1344_1686	ychJ	+	1807912	1808370	62
SL1344_1687	purU	+	1808421	1809263	47
SL1344_1688		-	1810579	1812054	6
STnc3600		+	1812121	1812328	3
SL1344_1689	narI	-	1812350	1813027	1
SL1344_1690	narJ	-	1813027	1813737	0
SL1344_1691	narH	-	1813734	1815269	1
SL1344_1692	narG	-	1815266	1819009	0
SL1344_1693	narK	-	1819397	1820794	1
STnc2040		-	1819414	1819352	16
SL1344_1694	narX	+	1821135	1822931	8
SL1344_1695	narL	+	1822924	1823574	7
SL1344_1696	ychP	-	1823575	1824999	6
SL1344_1697	ychN	+	1825176	1825529	77
SL1344_1698	chaB	-	1825609	1825839	35
SL1344_1699	chaA	+	1826106	1827206	41
SL1344_1700	kdsA	-	1827260	1828114	65
SL1344_1701	ychA	-	1828152	1828961	65
SL1344_1702	sirC	-	1828965	1829354	43
SL1344_1703	hemK	-	1829351	1830184	31
SL1344_1704	prfA	-	1830184	1831266	48
SL1344_1705	hemA	-	1831307	1832563	81
SL1344_1706	hemM	+	1832877	1833500	12
SL1344_1707	ipk	+	1833497	1834348	105
SL1344_1708	prs	+	1834614	1835561	133
SL1344_1709	ychM	+	1835710	1837371	13
SL1344_1710	ychH	-	1837416	1837694	25
SL1344_1711	pth	+	1837970	1838554	41
SL1344_1712	ychF	+	1838671	1839762	72
SL1344_1713		-	1839921	1841186	44
SL1344_1714	hyaA	+	1841681	1842799	0
SL1344_1715		+	1842796	1844589	1
SL1344_1716	hyaC	+	1844608	1845339	0
SL1344_1717	hyaD	+	1845336	1845932	1
SL1344_1718	hyaE	+	1845922	1846326	1
SL1344_1719	hyaF	+	1846323	1847171	0
SL1344_1720	appC	+	1847246	1848790	0
SL1344_1721	appB	+	1848802	1849938	1
SL1344_1722		+	1849951	1850040	28
SL1344_1723		+	1850384	1851709	58
STnc3610		-	1850400	1850045	28
SL1344_1724	treA	+	1851923	1853635	9
SL1344_1725	ymgE	-	1853698	1853952	3
SL1344_1726	ycgR	+	1854121	1854855	42
SL1344_1727	emtA	-	1854869	1855480	24
SL1344_1728	ldcA	+	1855651	1856565	8
SL1344_1729	cvrA	+	1856662	1858395	58
SL1344_1730	alr-a	-	1858458	1859528	12
SL1344_1731	dadA	-	1859542	1860840	14
SL1344_1732	ycgB	+	1861169	1862695	4
SL1344_1733	fadR	-	1862742	1863461	90
SL1344_1734	nhaB	+	1863681	1865225	24
SL1344_1735	dsbB	+	1865367	1865897	304
SL1344_1736		+	1866006	1866347	10
SL1344_1737		-	1866419	1866592	181
STnc3620		+	1866668	1866747	23
SL1344_1738		-	1866784	1866921	48
SL1344_1739	ycgN	-	1867273	1867734	63
SL1344_1740	ycgM	-	1867812	1868471	32
SL1344_1741	ycgL	-	1868521	1868853	76
SL1344_1742	minC	+	1868940	1869647	110
SL1344_1743	minD	+	1869671	1870483	175
SL1344_1744	minE	+	1870487	1870753	195
SL1344_1745	rnd	-	1870875	1872002	16
SL1344_1746	tnpA_1a	-	1872138	1872596	0
SL1344_1747	fadD	-	1872787	1874472	36
SL1344_1748	yeaY	-	1874677	1875258	74
SL1344_1749	yeaZ	-	1875330	1876025	150
SL1344_1750	yoaA	-	1876083	1877993	24
SL1344_1751	yoaB	+	1878124	1878468	607
SL1344_1752	yoaH	-	1878474	1878653	202
SL1344_1753	pabB	+	1878734	1880098	21
SL1344_1754	yeaB	+	1880102	1880680	10
SL1344_1755	sdaA	+	1880944	1882308	115
SL1344_1756		+	1882446	1884047	2
SL1344_1757	yoaE	-	1884069	1885628	5
SL1344_1759		+	1886101	1887069	38
SL1344_1760		+	1887122	1887922	26
SL1344_1761		+	1887926	1888786	27
SL1344_1762		+	1888844	1889302	8
SL1344_1763	yebN	+	1889712	1890278	26
SL1344_1764	rrmA	-	1890275	1891084	27
SL1344_1765	ftsI2	-	1891150	1892895	9
SL1344_1766	cspC	-	1893115	1893324	5593
SL1344_1767	yobF	-	1893337	1893480	5882
STnc3630		+	1894039	1894125	19
SL1344_1768		-	1894129	1894416	343
SL1344_1769	yobG	-	1894487	1894630	775
SL1344_1770		+	1894788	1895027	44
SL1344_1771	kdgR	-	1895239	1896030	101
SL1344_1772		+	1896206	1897579	5
SL1344_1773	htpX	-	1897627	1898508	68
SL1344_1774	prc	-	1898702	1900750	139
SL1344_1775	proQ	-	1900770	1901456	309
SL1344_1776	yebR	-	1901554	1902138	145
SL1344_1777	yebS	+	1902180	1903463	27
SL1344_1778		+	1903426	1906065	20
SL1344_1779	yebU	+	1906143	1907582	26
SL1344_1780		+	1907697	1907936	18
SL1344_1781	yebW	+	1908047	1908238	17
SL1344_1782	pphA	-	1908257	1908907	2
SL1344_1783		-	1909131	1909295	41
SL1344_1784	sopE2	-	1909580	1910302	4
SL1344_1785		+	1910986	1911381	7
SL1344_1786		+	1911711	1912187	21
SL1344_1787		-	1912575	1912994	32
