locus_tag	common gene name	strand	start	end	NonSPI2	InSPI2 (biological replicate 1)	InSPI2 (biological replicate 2)	InSPI2 average (biological replicate 1 and 2)	InSPI2 LowMg2+	Peroxide shock (InSPI2)	Nitric oxide shock (InSPI2)
SL1344_2146	pbpG	-	2263241	2264149	42	43	36	39	43	10	27
STnc3720		+	2264259	2264328	17	57	33	45	181	55	127
SL1344_2147	yohC	-	2264354	2264941	6	19	16	18	116	13	26
SL1344_2148	yohD	+	2265073	2265669	12	18	16	17	31	7	15
SL1344_2149	yohF	-	2265718	2266479	9	14	11	12	19	3	9
SL1344_2150	yohG	-	2266545	2267981	2	6	5	5	5	3	3
STnc1330		+	2268274	2268414	209	480	353	417	1550	509	1799
SL1344_2151	yohI	-	2268440	2269378	15	10	8	9	6	1	5
SL1344_2152		-	2269487	2270680	6	5	5	5	6	3	6
SL1344_2153		-	2270695	2271339	4	5	3	4	6	2	4
SL1344_2154		-	2271348	2272049	2	2	2	2	2	1	2
SL1344_2155		-	2272065	2273102	1	1	0	1	1	0	2
SL1344_2156		-	2273114	2274472	1	1	1	1	1	1	1
SL1344_2157		+	2274598	2275506	18	15	14	14	15	12	16
SL1344_2158	yohJ	+	2275638	2276036	57	113	95	104	161	124	185
SL1344_2159	yohK	+	2276033	2276728	11	26	23	25	28	3	15
SL1344_2160	cdd	+	2276882	2277766	18	48	33	40	50	7	28
SL1344_2161	sanA	+	2277943	2278662	67	39	46	42	58	32	57
SL1344_2162	b2145	+	2278659	2278904	24	24	24	24	72	7	35
SL1344_2163		+	2279109	2280350	2	3	2	2	3	1	2
SL1344_2164	yeiA	+	2280344	2281579	4	6	4	5	5	2	4
SL1344_2165	mglC	-	2281654	2282664	14	10	9	9	6	3	6
SL1344_2166	mglA	-	2282680	2284200	20	6	5	5	4	3	9
SL1344_2167	mglB	-	2284334	2285332	28	10	9	10	8	5	8
SL1344_2168	galS	-	2285831	2286853	6	3	4	4	4	1	3
SL1344_2169	yeiB	-	2287003	2288145	62	40	39	40	28	18	45
SL1344_2170	folE	-	2288160	2288828	92	65	61	63	33	62	44
SL1344_2171	yeiG	+	2289158	2290015	155	295	278	286	214	71	69
SL1344_2172		-	2290004	2290393	42	18	20	19	19	25	29
SL1344_2173		-	2290398	2291765	6	6	6	6	6	7	7
SL1344_2174		+	2291982	2292869	1	0	0	0	1	0	0
SL1344_2175		+	2292902	2294224	2	4	4	4	5	1	5
SL1344_2176	cirA	-	2294268	2296259	14	2	2	2	3	2	3
SL1344_2177	lysP	-	2296604	2298073	207	148	163	155	51	17	55
SL1344_2178	yeiE	-	2298263	2299126	35	29	24	26	26	10	38
SL1344_2179	yeiH	+	2299247	2300296	12	9	12	11	5	7	108
SL1344_2180	nfo	+	2300375	2301232	37	26	29	27	28	14	28
SL1344_2181	fruA	-	2301297	2302985	12	9	8	9	14	5	4
SL1344_2182	fruK	-	2303002	2303859	17	7	9	8	11	3	2
SL1344_2183	fruB	-	2303940	2305070	13	10	7	9	9	3	1
SL1344_2184	setB	+	2305439	2306620	4	3	4	4	3	1	2
SL1344_2185	STM228	-	2306685	2307350	9	4	4	4	9	15	8
SL1344_2186	STM229	-	2307352	2307474	12	4	8	6	4	2	4
SL1344_2187		-	2307862	2308116	31	15	20	17	13	4	18
SL1344_2188	yeiP	+	2308440	2309012	110	129	129	129	49	13	17
SL1344_2189	yeiR	+	2309225	2310211	32	17	18	18	18	9	18
SL1344_2190	yeiU	+	2310241	2310960	200	167	194	180	88	19	26
STnc3010		-	2311126	2310959	200	156	128	142	128	146	245
SL1344_2191	spr	+	2311374	2311946	889	283	357	320	131	24	220
SL1344_2192	rtn	+	2312272	2313828	39	24	29	27	31	9	48
SL1344_2193	yejA	+	2313935	2315740	28	23	21	22	28	3	24
SL1344_2194	yejB	+	2315750	2316844	32	37	39	38	75	14	32
SL1344_2195	yejE	+	2316844	2317869	22	23	22	23	36	2	15
SL1344_2196	yejF	+	2317871	2319460	18	23	22	23	25	2	9
SL1344_2197	yejG	-	2319464	2319808	239	350	356	353	485	1695	420
STnc1340		-	2320037	2319956	120	103	86	95	121	186	158
SL1344_2198	bcr	-	2320199	2321389	23	19	19	19	23	3	18
STnc1540		-	2321137	2321042	432	346	383	364	181	167	359
SL1344_2199	rsuA	-	2321417	2322112	28	24	25	24	31	7	25
SL1344_2200	yejH	+	2322264	2324024	13	7	7	7	8	3	8
SL1344_2201	rplY	+	2324149	2324433	1250	1134	1006	1070	315	136	80
SL1344_2202		-	2324542	2325162	98	129	100	115	82	24	53
SL1344_2203	yejK	-	2325190	2326197	58	81	73	77	42	4	9
SL1344_2204	yejL	+	2326377	2326604	164	105	129	117	108	51	81
SL1344_2205	yejM	+	2326636	2328396	58	41	44	43	37	4	34
SL1344_2206		-	2328677	2329147	2	4	3	4	4	2	2
SL1344_2207		+	2329208	2329498	2	2	2	2	1	1	2
SL1344_2208	oafA	+	2329846	2331675	204	82	86	84	28	15	43
SL1344_2209		-	2331729	2332172	4	72	43	58	19	3	5
SL1344_2210		-	2332550	2333077	5	107	67	87	19	3	8
SL1344_2211		-	2333080	2334321	1	59	34	46	13	1	2
SL1344_2212		-	2334382	2334900	1	63	32	48	12	1	1
SL1344_2213		-	2334914	2335243	0	76	52	64	15	2	0
SL1344_2214		+	2335540	2336871	95	60	54	57	28	17	19
SL1344_2215		-	2336900	2337268	10	134	97	116	69	7	16
SL1344_2216		-	2337283	2338272	2	51	47	49	22	1	3
SL1344_2217	sspH2	-	2338601	2340967	8	148	110	129	68	6	11
SL1344_2218		-	2341136	2341339	1	2	2	2	3	0	0
SL1344_2219		-	2341636	2342463	2	5	3	4	13	1	2
IsrG		+	2342448	2342729	6	7	11	9	10	0	2
SL1344_2220		+	2342730	2342933	1	6	2	4	10	2	12
SL1344_2221		-	2343125	2343688	3	141	90	116	646	8	6
SL1344_2222	narP	+	2344418	2345065	25	24	25	24	35	15	28
SL1344_2223	ccmH2	-	2345109	2346152	2	3	3	3	2	1	1
SL1344_2223A	ccmG2	-	2346149	2346706	0	0	0	0	0	0	0
SL1344_2223B	ccmF2	-	2346703	2348634	0	0	0	0	0	0	0
SL1344_2223C	ccmE2	-	2348631	2349110	1	0	1	1	0	0	0
SL1344_2223D	ccmD2	-	2349107	2349280	0	0	0	0	0	0	0
SL1344_2223E	ccmC2	-	2349316	2350062	0	0	0	0	0	0	0
SL1344_2223F	ccmB2	-	2350105	2350761	0	0	0	0	0	0	0
SL1344_2224	ccmA2	-	2350761	2351378	1	1	1	1	1	0	0
SL1344_2225	napC	-	2351399	2352001	9	11	7	9	6	1	5
SL1344_2226	napB	-	2352011	2352460	6	3	10	6	4	2	4
SL1344_2227	napH	-	2352576	2353445	6	12	8	10	5	2	5
SL1344_2228	napG	-	2353432	2354127	6	3	1	2	1	1	2
SL1344_2229	napA	-	2354134	2356620	6	4	3	4	3	2	4
SL1344_2230	napD	-	2356617	2356880	7	1	3	2	2	1	5
SL1344_2231	napF	-	2356870	2357361	4	2	4	3	3	0	3
SL1344_2232	eco	+	2357775	2358269	2	4	3	4	7	8	3
SL1344_2233	yojI	-	2358478	2360121	48	7	8	7	6	3	8
SL1344_2234	alkB	-	2360197	2360847	8	12	10	11	14	3	6
SL1344_2235	ada	-	2360850	2361911	13	16	16	16	24	8	13
SL1344_2236	apbE	-	2361992	2363044	15	16	16	16	7	3	3
SL1344_2237	ompC	-	2363159	2364127	191	2043	1909	1976	417	1095	288
MicF		+	2364629	2364721	59	334	541	437	2031	708	608
SL1344_2238	yojN	+	2365024	2367693	85	79	71	75	54	21	41
SL1344_2239	rcsB	+	2367710	2368360	155	169	158	163	108	67	81
SL1344_2240	rcsC	-	2368463	2371309	43	34	35	35	27	6	27
SL1344_2241	gyrA	-	2371427	2374063	148	115	109	112	59	24	36
SL1344_2242		-	2374473	2375675	10	7	7	7	12	4	15
SL1344_2243		-	2375690	2377015	2	2	2	2	2	0	2
SL1344_2244		+	2377254	2377949	12	5	5	5	9	7	29
SL1344_2245	ubiG	+	2378032	2378760	64	63	66	64	81	21	53
SL1344_2246	nrdA	+	2379116	2381401	78	48	43	45	36	17	66
SL1344_2247	nrdB	+	2381514	2382644	71	44	46	45	32	9	52
SL1344_2248	yfaE	+	2382644	2382898	80	54	49	51	32	9	52
SL1344_2249		-	2382900	2384090	9	9	9	9	7	5	7
SL1344_2250		+	2384252	2385130	9	6	6	6	13	6	7
SL1344_2251	glpQ	-	2385246	2386316	17	9	7	8	6	6	12
SL1344_2252	glpT	-	2386321	2387679	9	6	5	5	6	3	7
SL1344_2253	glpA	+	2387952	2389580	1	2	1	1	3	1	1
SL1344_2254	glpB	+	2389570	2390829	2	2	2	2	2	1	2
SL1344_2255	glpC	+	2390826	2392016	8	12	9	10	15	6	6
IsrH_1_2		-	2392469	2392019	3	82	69	75	104	25	25
SL1344_2256	sseL	+	2392511	2393464	9	1169	1035	1102	1656	237	280
SL1344_2257		-	2393574	2393750	27	32	23	28	32	23	48
SL1344_2258		-	2393756	2394559	5	10	6	8	10	2	3
SL1344_2259	yfaV	-	2394585	2395874	6	7	6	6	13	2	6
SL1344_2260	yfaW	-	2395930	2397147	4	7	5	6	12	2	6
SL1344_2261	yfaX	-	2397149	2397931	1	2	1	1	2	1	1
SL1344_2262		-	2398181	2399377	31	30	30	30	33	21	23
SL1344_2263	yfaZ	-	2399492	2400058	27	35	36	36	34	15	27
SL1344_2264	yfaO	+	2400313	2400738	55	29	27	28	48	37	43
SL1344_2265	ais	-	2400783	2401388	124	163	174	168	113	29	257
SL1344_2266	yfbE	+	2401669	2402826	213	363	391	377	210	146	302
SL1344_2267	pmrF	+	2402829	2403812	207	384	349	366	242	54	258
SL1344_2268	yfbG	+	2403809	2405791	160	324	274	299	167	37	134
SL1344_2269		+	2405788	2406687	139	246	215	231	123	21	107
SL1344_2270	arnT	+	2406684	2408330	97	180	178	179	108	14	74
SL1344_2271		+	2408405	2408662	84	182	149	165	89	13	45
SL1344_2272		+	2408662	2409039	46	79	74	76	40	9	23
SL1344_2273	pmrD	-	2409034	2409291	529	808	709	758	842	486	201
SL1344_2274	menE	-	2409389	2410756	18	16	13	14	12	2	7
SL1344_2275	menC	-	2410753	2411715	23	21	18	19	17	5	8
SL1344_2276	menB	-	2411715	2412572	18	21	18	19	15	5	6
SL1344_2277	yfbB	-	2412587	2413345	14	12	11	11	9	5	5
SL1344_2278	menD	-	2413342	2415012	9	6	5	6	3	1	4
SL1344_2279	menF	-	2415098	2416393	19	15	14	15	17	2	8
SL1344_2280	elaB	-	2416494	2416805	92	426	319	373	1102	41	150
SL1344_2281	elaA	-	2416854	2417315	28	32	24	28	27	10	15
SL1344_2282	elaC	+	2417376	2418293	19	14	11	12	11	18	17
SL1344_2283		+	2418359	2419360	173	11	14	12	45	260	478
SL1344_2284	yfbK	-	2419401	2421182	5	9	6	8	9	3	5
SL1344_2285	nuoN	-	2422070	2423527	117	87	97	92	52	23	20
SL1344_2286	nuoM	-	2423534	2425063	138	87	94	91	53	23	18
SL1344_2287	nuoL	-	2425377	2427218	162	117	116	117	71	41	23
SL1344_2288	nuoK	-	2427215	2427517	148	93	80	86	72	24	18
SL1344_2289	nuoJ	-	2427514	2428068	139	96	84	90	58	23	18
SL1344_2290	nuoI	-	2428079	2428621	199	122	114	118	86	32	34
SL1344_2291	nuoH	-	2428636	2429613	166	111	117	114	65	35	42
SL1344_2292	nuoG	-	2429610	2432336	189	119	113	116	92	33	64
SL1344_2293	nuoF	-	2432367	2433704	176	97	82	89	68	16	48
SL1344_2294	nuoE	-	2433701	2434201	250	170	145	158	125	39	109
SL1344_2295	nuoC	-	2434204	2436006	202	115	106	110	92	24	77
SL1344_2296	nuoB	-	2436093	2436755	235	136	137	136	113	19	88
SL1344_2297	nuoA	-	2436771	2437214	236	141	152	147	108	33	102
SL1344_2298		-	2437609	2437761	17	20	12	16	16	6	19
STnc1550		+	2437665	2437806	117	53	51	52	74	109	123
SL1344_2299	lrhA	-	2437841	2438779	29	79	76	78	87	12	33
SL1344_2300	yfbQ	+	2439711	2440925	46	34	33	34	15	5	15
SL1344_2301		+	2441019	2441618	21	28	19	23	22	18	19
SL1344_2302	yfbS	-	2441710	2443536	31	20	21	20	27	4	21
SL1344_2303	yfbT	-	2443613	2444290	90	96	81	88	84	25	60
SL1344_2304	yfbU	-	2444283	2444777	93	88	114	101	92	37	46
SL1344_2305		-	2444860	2445315	59	64	61	62	104	76	76
SL1344_2306	ackA	+	2445655	2446857	128	177	160	168	89	20	53
SL1344_2307	pta	+	2446934	2449078	65	110	89	99	57	18	18
STnc1560		+	2449075	2449183	324	1096	610	853	293	665	530
STnc3730		-	2449281	2449087	60	162	94	128	136	85	63
SL1344_2308	yfcC	+	2449296	2450816	4	4	5	5	4	2	3
SL1344_2309		-	2450865	2451818	10	8	6	7	7	7	5
SL1344_2310		-	2451811	2452641	5	2	2	2	1	2	1
SL1344_2311		-	2452638	2454029	5	1	2	1	2	1	1
SL1344_2312		-	2454050	2454322	5	0	2	1	0	1	0
SL1344_2313		-	2454403	2454846	9	4	3	3	2	6	3
SL1344_2314		+	2455099	2456118	15	11	11	11	13	5	14
SL1344_2315		-	2456124	2456678	149	176	158	167	129	29	72
SL1344_2316	yfcE	-	2456735	2457286	203	221	197	209	189	45	117
SL1344_2317	yfcF	-	2457342	2457986	40	75	72	73	85	32	41
SL1344_2318	yfcG	+	2458129	2458776	5	12	14	13	37	3	13
SL1344_2319	yfcH	+	2458902	2459795	17	20	23	22	44	21	39
STnc3740		+	2459768	2459846	105	248	211	229	303	125	169
SL1344_2320	hisP	-	2459847	2460623	89	73	63	68	35	7	31
SL1344_2321	hisM	-	2460634	2461341	102	59	58	58	32	7	26
SL1344_2322	hisQ	-	2461338	2462024	111	64	65	65	24	11	27
SL1344_2323	hisJ	-	2462207	2462989	286	188	191	190	78	66	76
SL1344_2324	argT	-	2463227	2464009	97	104	97	100	12	102	38
SL1344_2325	ubiX	-	2464298	2464867	73	54	50	52	87	17	58
SL1344_2326		-	2464894	2466300	30	22	21	21	25	8	16
SL1344_2327		-	2466364	2467467	15	11	10	10	8	6	17
SL1344_2328		-	2467469	2468890	8	4	5	5	3	2	5
SL1344_2329		-	2468981	2470378	4	4	3	3	3	4	4
SL1344_2330		+	2470589	2472016	6	8	6	7	12	11	7
SL1344_2331	purF	-	2472052	2473569	320	229	217	223	72	59	28
SL1344_2332	cvpA	-	2473607	2474095	856	486	456	471	179	30	18
SL1344_2333	dedD	-	2474406	2475080	99	100	106	103	109	74	74
SL1344_2334	folC	-	2475070	2476338	68	103	85	94	90	24	70
SL1344_2335	accD	-	2476406	2477320	226	347	288	318	218	45	122
SL1344_2336	dedA	-	2477470	2478129	78	279	240	259	248	78	115
SL1344_2337	truA	-	2478178	2478990	81	358	262	310	296	140	128
SL1344_2338	usg	-	2478990	2480003	59	313	256	284	202	178	83
SL1344_2339	pdxB	-	2480071	2481207	92	70	72	71	52	11	36
SL1344_2340	div	+	2481311	2482312	14	11	10	11	12	2	5
SL1344_2341		-	2482309	2483487	30	30	30	30	26	3	24
SL1344_2342		-	2483667	2484041	3	2	1	1	2	0	4
SL1344_2343		+	2484214	2484462	7	2	4	3	3	1	5
SL1344_2344		+	2484631	2484999	2	1	1	1	2	1	3
SL1344_2345		+	2484999	2485517	1	1	1	1	2	0	1
SL1344_2346		-	2485584	2486240	15	9	11	10	17	4	6
SL1344_2347	fabB	-	2486338	2487552	209	201	167	184	215	85	78
SL1344_2348	mnmC	+	2487652	2489712	30	20	19	20	28	13	23
SL1344_2349	yfcL	-	2489764	2490039	124	141	149	145	71	69	48
SL1344_2350	yfcM	-	2490072	2490620	64	47	41	44	27	3	12
SL1344_2351	yfcA	-	2490620	2491429	35	26	25	25	14	2	7
SL1344_2352	mepA	-	2491429	2492253	54	33	26	30	25	7	14
SL1344_2353	aroC	-	2492257	2493342	65	46	43	44	29	9	15
SL1344_2354	yfcB	-	2493378	2494310	84	63	54	59	43	8	18
SL1344_2355	yfcN	+	2494476	2495027	17	17	12	14	19	10	11
SL1344_2356	sixA	-	2495127	2495612	293	494	431	462	577	36	84
SL1344_2357	fadJ	-	2495821	2497968	14	158	113	135	118	11	16
SL1344_2358	fadI	-	2497968	2499278	4	2	2	2	3	2	3
SL1344_2359	yfcZ	-	2499456	2499740	67	170	145	158	226	72	55
SL1344_2360	fadL	+	2500105	2501418	75	20	22	21	16	14	16
SL1344_2361	vacJ	-	2501479	2502234	119	88	87	87	87	26	50
SL1344_2362	yfdC	+	2502523	2503464	6	10	11	11	21	3	20
SL1344_2363	pgtE	-	2503771	2504709	9	74	55	64	126	20	19
STnc3750		-	2503803	2503726	32	203	183	193	245	57	116
SL1344_2364	pgtA	-	2504977	2506224	11	11	9	10	9	2	8
SL1344_2365	pgtB	-	2506214	2508220	9	9	7	8	6	1	5
SL1344_2366	pgtC	-	2508217	2509410	4	6	6	6	7	2	5
SL1344_2367	pgtP	+	2509846	2511237	4	3	3	3	4	3	4
SL1344_2368		-	2511513	2511755	24	16	23	19	23	36	31
SL1344_2369	lpxP	+	2512277	2513197	3	2	1	2	5	1	3
SL1344_2369A	ypdK	+	2513600	2513671	136	167	156	161	384	120	276
SL1344_2370	yfdZ	-	2513721	2514959	86	62	59	60	76	21	62
tpke70		-	2513722	2513324	12	11	10	11	16	5	18
STnc3760		+	2515508	2515633	68	65	53	59	53	185	146
SL1344_2371	glk	-	2515680	2516645	60	51	48	50	80	23	36
SL1344_2372		+	2516849	2518084	8	11	10	11	17	6	16
SL1344_2373		-	2518104	2519756	2	2	2	2	4	2	3
SL1344_2374		+	2519936	2520934	10	28	23	25	30	16	14
SL1344_2375	ypeC	+	2521048	2521374	28	39	33	36	46	28	38
SL1344_2376	mntH	-	2521435	2522676	12	11	9	10	20	946	38
SL1344_2377	nupC	+	2523019	2524221	64	176	172	174	57	15	28
SL1344_2378	yfeA	-	2524274	2526463	19	16	14	15	29	5	17
SL1344_2379	yfeC	+	2527069	2527431	40	25	24	24	61	33	37
SL1344_2380	yfeD	+	2527433	2527825	25	16	14	15	16	6	19
SL1344_2381	gltX	-	2527879	2529294	64	72	74	73	40	15	29
SL1344_2382	xapR	-	2530110	2530994	5	5	4	4	6	1	5
SL1344_2383		-	2531046	2531204	6	4	2	3	6	1	4
SL1344_2384	xapB	-	2531263	2532519	7	8	7	7	10	8	13
SL1344_2385	flhAb	-	2532574	2533407	2	1	1	1	1	1	1
SL1344_2386	yfeN	+	2533663	2534424	3	4	6	5	10	10	10
SL1344_2387	yfeR	-	2534486	2535412	7	6	4	5	9	2	8
SL1344_2388	yfeH	+	2535502	2536500	21	16	17	16	12	9	12
SL1344_2389		-	2536497	2536724	48	34	25	30	31	10	15
SL1344_2390	lig	-	2536717	2538732	33	24	21	22	25	6	17
SL1344_2391	zipA	-	2538804	2539790	231	169	154	162	188	133	245
SL1344_2392	cysZ	+	2540022	2540783	31	23	20	21	22	9	21
SL1344_2393	cysK	+	2540947	2541918	652	655	546	600	420	732	235
SL1344_2394	ptsH	+	2542302	2542559	789	587	580	583	342	83	102
SL1344_2395	ptsI	+	2542608	2544335	636	376	340	358	211	70	116
SL1344_2396	crr	+	2544376	2544885	660	668	617	643	443	202	277
SL1344_2397		-	2545034	2545273	12	16	12	14	7	3	15
SL1344_2398	pdxK	-	2545270	2546136	15	15	11	13	8	5	14
SL1344_2399	ptsJ	+	2546219	2547511	9	7	8	7	7	3	9
SL1344_2400	yfeJ	+	2547526	2548245	7	7	7	7	5	2	4
SL1344_2401	yfeK	+	2548304	2548684	9	13	8	10	6	3	11
SL1344_2402	yfeL	+	2548697	2549236	26	39	34	36	67	22	25
SL1344_2403	cysM	-	2549367	2550278	100	62	67	65	30	6	21
SL1344_2404	cysA	-	2550346	2551443	253	191	177	184	123	64	33
SL1344_2405	cysW	-	2551433	2552308	314	174	162	168	129	111	62
SL1344_2406	cysU	-	2552308	2553141	325	157	157	157	154	309	105
SL1344_2407	cysP	-	2553141	2554157	301	166	130	148	136	412	132
SL1344_2408	ucpA	-	2554315	2555106	37	26	23	25	28	29	20
SL1344_2409		-	2555344	2556243	35	27	29	28	22	10	16
SL1344_2410	yfeY	-	2556338	2556913	29	22	20	21	30	2	13
SL1344_2411	yfeZ	-	2556975	2557424	38	33	38	35	33	5	18
SL1344_2412		-	2557411	2557836	60	51	38	45	40	10	26
SL1344_2413	amiA	+	2558049	2558918	27	11	12	12	11	41	17
SL1344_2414	hemF	+	2558921	2559820	13	10	8	9	12	2	7
SL1344_2415		+	2559841	2560170	28	17	18	17	39	15	44
SL1344_2416		+	2560299	2561576	9	5	5	5	6	3	7
SL1344_2417	eutR	-	2561776	2562828	4	7	7	7	10	2	5
SL1344_2418	eutK	-	2562876	2563370	3	8	3	6	12	1	6
SL1344_2419	eutL	-	2563383	2564042	3	8	3	6	10	1	2
SL1344_2420	eutC	-	2564052	2564948	1	3	2	3	6	1	2
SL1344_2421	eutB	-	2564967	2566328	2	3	2	3	4	0	2
SL1344_2422	eutA	-	2566340	2567743	1	3	2	3	5	0	3
SL1344_2423	eutH	-	2567740	2568966	3	6	5	5	11	2	8
SL1344_2424	eutG	-	2569086	2570273	1	1	1	1	1	0	0
SL1344_2425	eutJ	-	2570263	2571102	2	1	1	1	2	1	1
SL1344_2426	eutE	-	2571113	2572516	1	1	1	1	1	0	1
SL1344_2427	eutN	-	2572528	2572827	1	1	0	1	0	0	0
SL1344_2428	eutM	-	2572928	2573218	2	2	2	2	1	1	1
SL1344_2429	eutD	-	2573259	2574275	1	1	0	1	0	0	0
SL1344_2430	eutT	-	2574272	2575075	0	0	0	0	0	0	0
SL1344_2431	eutQ	-	2575072	2575761	0	0	0	0	0	0	0
SL1344_2432	eutP	-	2575739	2576218	0	0	0	0	0	0	0
SL1344_2433	eutS	-	2576231	2576566	0	0	0	0	0	0	0
SL1344_2434	tnpA_1b	-	2577047	2577505	0	0	0	0	0	0	0
SL1344_2435	maeB	-	2577695	2579974	38	30	30	30	24	15	17
SL1344_2436	tal	+	2580246	2581196	14	49	48	49	111	8	23
SL1344_2437	tktB	+	2581216	2583216	18	42	34	38	87	10	20
SL1344_2438		-	2583279	2583509	66	95	102	98	113	17	37
SL1344_2439	ypfG	-	2583637	2584680	10	9	10	9	7	1	6
SL1344_2440	yffH	-	2584805	2585380	42	36	34	35	26	5	30
SL1344_2441		+	2585584	2586882	12	12	13	13	12	12	21
SL1344_2442	aegA	-	2587331	2589292	2	1	3	2	2	1	2
SL1344_2443	narQ	+	2589478	2591178	2	2	2	2	3	2	3
SL1344_2444	acrD	+	2591363	2594476	5	5	3	4	6	1	4
SL1344_2444A	ypfM	-	2594578	2594637	138	117	116	117	268	20769	302
SL1344_2445	yffB	+	2595050	2595406	29	22	19	20	14	16	13
SL1344_2446	dapE	+	2595410	2596537	40	42	36	39	33	20	25
SL1344_2447		+	2596565	2596765	53	59	43	51	49	23	40
SL1344_2448	ypfI	-	2596792	2598810	15	12	10	11	15	4	9
SL1344_2449		-	2598826	2599689	42	33	27	30	50	33	30
SL1344_2450	purC	-	2599820	2600533	215	212	185	199	78	20	7
SL1344_2451	nlpB	-	2600708	2601742	199	148	129	138	105	33	101
SL1344_2452	dapA	-	2601759	2602637	298	210	187	199	158	44	149
SL1344_2453	gcvR	+	2602783	2603355	180	71	59	65	45	23	87
SL1344_2454	bcp	+	2603355	2603825	257	191	152	172	91	53	153
SL1344_2455		-	2603872	2604114	7	8	4	6	7	3	4
SL1344_2456	perM	-	2604412	2605479	40	25	25	25	28	6	22
SL1344_2457		+	2605687	2607150	35	29	30	29	43	14	29
SL1344_2458	yfgD	+	2607190	2607549	47	48	48	48	71	19	30
SL1344_2459	yfgE	-	2607576	2608301	83	59	50	54	60	4	40
SL1344_2460	uraA	-	2608372	2609661	32	27	25	26	15	13	5
SL1344_2461	upp	-	2609749	2610375	112	92	83	88	47	16	22
SL1344_2462	purM	+	2610774	2611826	265	199	173	186	64	19	11
SL1344_2463	purN	+	2611826	2612464	220	129	133	131	57	11	17
SL1344_2464	ppk	+	2612653	2614719	62	40	38	39	42	12	55
SL1344_2465	ppx	+	2614724	2616265	40	34	30	32	35	9	34
SL1344_2466		-	2616301	2618514	4	4	5	4	8	2	8
SL1344_2467		-	2618819	2619079	2	5	2	3	7	2	6
SL1344_2468		+	2618927	2619118	109	76	98	87	59	32	58
SL1344_2469		+	2619659	2619988	19	18	12	15	24	6	46
SL1344_2470		-	2620008	2620364	3	2	2	2	1	0	0
SL1344_2471	guaA	-	2620521	2622098	123	104	100	102	68	16	10
SL1344_2472	guaB	-	2622168	2623634	112	100	96	98	91	8	13
SL1344_2473	xseA	+	2623795	2625144	63	36	36	36	28	3	25
SL1344_2474	shdA	-	2625306	2631425	3	3	2	3	3	1	2
SL1344_2475	ratB	-	2632119	2639425	6	5	5	5	6	2	5
SL1344_2477	ratA	-	2639591	2645188	5	8	8	8	15	4	9
SL1344_2478	sinI	-	2645308	2646267	1	1	1	1	3	1	2
SL1344_2479	sinH	-	2646325	2648517	2	2	1	1	3	3	3
SL1344_2480	yfgJ	-	2648863	2649084	39	37	34	36	33	12	15
SL1344_2481	engA	-	2649173	2650645	48	46	38	42	27	6	10
SL1344_2482	yfgL	-	2650764	2651942	181	155	160	158	147	69	116
SL1344_2483	yfgM	-	2651953	2652573	123	93	85	89	76	9	39
SL1344_2484	hisS	-	2652587	2653861	131	89	93	91	70	15	39
SL1344_2485	gcpE	-	2653972	2655090	105	99	92	95	91	19	76
SL1344_2486	yfgA	-	2655117	2656121	106	97	80	89	96	33	78
SL1344_2487	yfgB	-	2656413	2657579	79	57	50	53	23	6	9
SL1344_2488	ndk	-	2657786	2658217	243	186	169	178	102	31	33
SL1344_2489		-	2658338	2659201	2	2	1	1	2	0	1
SL1344_2490		-	2659201	2660010	2	2	1	1	2	0	1
SL1344_2491		-	2660003	2660632	1	0	1	1	1	0	1
SL1344_2492		-	2660629	2663007	2	2	2	2	4	1	3
SL1344_2493	pbpC	-	2663163	2665478	8	5	5	5	4	2	4
SL1344_2494		-	2665479	2670413	23	22	22	22	28	7	20
SL1344_2495		+	2670622	2671464	22	29	24	26	46	26	17
SL1344_2496		+	2671711	2672379	9	10	9	10	12	5	11
STnc2070		-	2672567	2672469	693	1513	1665	1589	1946	1098	1780
RyfA		+	2672651	2672944	109	357	318	338	385	364	202
SL1344_2497	sseBb	-	2672948	2673733	36	28	22	25	15	3	22
SL1344_2498	pepB	-	2673834	2675117	42	39	31	35	25	17	21
SL1344_2499	yfhJ	-	2675364	2675564	163	176	159	167	110	33	117
SL1344_2500	fdx	-	2675576	2675911	155	160	126	143	90	11	121
SL1344_2501	hscA	-	2675913	2677763	94	72	57	65	54	7	113
SL1344_2502	hscB	-	2677776	2678291	129	79	61	70	64	12	125
SL1344_2503	iscA	-	2678487	2678810	476	440	310	375	297	112	486
SL1344_2504	nifU	-	2678839	2679225	261	257	173	215	238	110	321
SL1344_2505	iscS	-	2679253	2680467	217	179	130	155	150	78	237
SL1344_2506	yfhP	-	2680648	2681142	221	180	133	157	211	205	287
SL1344_2507		-	2681302	2682033	72	62	53	58	69	130	52
SL1344_2508	suhB	+	2682152	2682955	190	127	126	126	143	9	64
SL1344_2509		+	2683100	2683978	5	5	4	4	4	1	4
SL1344_2510	asrA	+	2684160	2685203	1	3	3	3	4	1	12
SL1344_2511	asrB	+	2685207	2686025	2	3	3	3	2	2	7
SL1344_2512	asrC	+	2686036	2687049	3	4	3	4	4	3	7
SL1344_2513		-	2687050	2688036	15	16	14	15	23	4	18
SL1344_2514		-	2688027	2688665	14	12	11	11	14	2	11
SL1344_2515	csiE	+	2688791	2690068	2	6	5	5	14	3	7
