locus_tag	common gene name	strand	start	end	Anaerobic growth	Aerobic shock
SL1344_2281	elaA	-	2416854	2417315	15	24
SL1344_2282	elaC	+	2417376	2418293	13	16
SL1344_2283		+	2418359	2419360	323	212
SL1344_2284	yfbK	-	2419401	2421182	4	7
SL1344_2285	nuoN	-	2422070	2423527	46	167
SL1344_2286	nuoM	-	2423534	2425063	49	175
SL1344_2287	nuoL	-	2425377	2427218	71	226
SL1344_2288	nuoK	-	2427215	2427517	50	186
SL1344_2289	nuoJ	-	2427514	2428068	44	200
SL1344_2290	nuoI	-	2428079	2428621	86	286
SL1344_2291	nuoH	-	2428636	2429613	64	240
SL1344_2292	nuoG	-	2429610	2432336	89	287
SL1344_2293	nuoF	-	2432367	2433704	70	268
SL1344_2294	nuoE	-	2433701	2434201	108	355
SL1344_2295	nuoC	-	2434204	2436006	82	302
SL1344_2296	nuoB	-	2436093	2436755	92	301
SL1344_2297	nuoA	-	2436771	2437214	68	269
SL1344_2298		-	2437609	2437761	6	15
STnc1550		+	2437665	2437806	170	100
SL1344_2299	lrhA	-	2437841	2438779	31	55
SL1344_2300	yfbQ	+	2439711	2440925	30	55
SL1344_2301		+	2441019	2441618	23	25
SL1344_2302	yfbS	-	2441710	2443536	38	21
SL1344_2303	yfbT	-	2443613	2444290	75	58
SL1344_2304	yfbU	-	2444283	2444777	51	54
SL1344_2305		-	2444860	2445315	38	53
SL1344_2306	ackA	+	2445655	2446857	125	157
SL1344_2307	pta	+	2446934	2449078	89	101
STnc1560		+	2449075	2449183	997	538
STnc3730		-	2449281	2449087	24	31
SL1344_2308	yfcC	+	2449296	2450816	5	5
SL1344_2309		-	2450865	2451818	16	10
SL1344_2310		-	2451811	2452641	9	4
SL1344_2311		-	2452638	2454029	9	5
SL1344_2312		-	2454050	2454322	6	5
SL1344_2313		-	2454403	2454846	10	5
SL1344_2314		+	2455099	2456118	30	17
SL1344_2315		-	2456124	2456678	56	114
SL1344_2316	yfcE	-	2456735	2457286	75	150
SL1344_2317	yfcF	-	2457342	2457986	19	36
SL1344_2318	yfcG	+	2458129	2458776	9	16
SL1344_2319	yfcH	+	2458902	2459795	20	24
STnc3740		+	2459768	2459846	126	146
SL1344_2320	hisP	-	2459847	2460623	12	24
SL1344_2321	hisM	-	2460634	2461341	15	24
SL1344_2322	hisQ	-	2461338	2462024	6	23
SL1344_2323	hisJ	-	2462207	2462989	28	64
SL1344_2324	argT	-	2463227	2464009	2	14
SL1344_2325	ubiX	-	2464298	2464867	42	59
SL1344_2326		-	2464894	2466300	20	28
SL1344_2327		-	2466364	2467467	6	12
SL1344_2328		-	2467469	2468890	2	6
SL1344_2329		-	2468981	2470378	2	3
SL1344_2330		+	2470589	2472016	6	6
SL1344_2331	purF	-	2472052	2473569	20	82
SL1344_2332	cvpA	-	2473607	2474095	41	182
SL1344_2333	dedD	-	2474406	2475080	122	163
SL1344_2334	folC	-	2475070	2476338	61	95
SL1344_2335	accD	-	2476406	2477320	87	187
SL1344_2336	dedA	-	2477470	2478129	30	67
SL1344_2337	truA	-	2478178	2478990	43	80
SL1344_2338	usg	-	2478990	2480003	21	50
SL1344_2339	pdxB	-	2480071	2481207	40	76
SL1344_2340	div	+	2481311	2482312	8	15
SL1344_2341		-	2482309	2483487	14	30
SL1344_2342		-	2483667	2484041	1	3
SL1344_2343		+	2484214	2484462	4	2
SL1344_2344		+	2484631	2484999	0	1
SL1344_2345		+	2484999	2485517	0	1
SL1344_2346		-	2485584	2486240	8	13
SL1344_2347	fabB	-	2486338	2487552	231	355
SL1344_2348	mnmC	+	2487652	2489712	36	32
SL1344_2349	yfcL	-	2489764	2490039	70	97
SL1344_2350	yfcM	-	2490072	2490620	15	45
SL1344_2351	yfcA	-	2490620	2491429	9	21
SL1344_2352	mepA	-	2491429	2492253	16	35
SL1344_2353	aroC	-	2492257	2493342	16	46
SL1344_2354	yfcB	-	2493378	2494310	24	69
SL1344_2355	yfcN	+	2494476	2495027	17	16
SL1344_2356	sixA	-	2495127	2495612	102	176
SL1344_2357	fadJ	-	2495821	2497968	26	18
SL1344_2358	fadI	-	2497968	2499278	1	3
SL1344_2359	yfcZ	-	2499456	2499740	397	91
SL1344_2360	fadL	+	2500105	2501418	9	38
SL1344_2361	vacJ	-	2501479	2502234	75	132
SL1344_2362	yfdC	+	2502523	2503464	16	39
SL1344_2363	pgtE	-	2503771	2504709	13	18
STnc3750		-	2503803	2503726	51	67
SL1344_2364	pgtA	-	2504977	2506224	8	13
SL1344_2365	pgtB	-	2506214	2508220	6	11
SL1344_2366	pgtC	-	2508217	2509410	5	5
SL1344_2367	pgtP	+	2509846	2511237	4	3
SL1344_2368		-	2511513	2511755	56	43
SL1344_2369	lpxP	+	2512277	2513197	6	9
SL1344_2369A	ypdK	+	2513600	2513671	765	542
SL1344_2370	yfdZ	-	2513721	2514959	39	88
tpke70		-	2513722	2513324	9	15
STnc3760		+	2515508	2515633	174	72
SL1344_2371	glk	-	2515680	2516645	59	58
SL1344_2372		+	2516849	2518084	9	11
SL1344_2373		-	2518104	2519756	22	16
SL1344_2374		+	2519936	2520934	30	15
SL1344_2375	ypeC	+	2521048	2521374	28	93
SL1344_2376	mntH	-	2521435	2522676	8	45
SL1344_2377	nupC	+	2523019	2524221	68	79
SL1344_2378	yfeA	-	2524274	2526463	32	43
SL1344_2379	yfeC	+	2527069	2527431	151	49
SL1344_2380	yfeD	+	2527433	2527825	99	33
SL1344_2381	gltX	-	2527879	2529294	56	84
SL1344_2382	xapR	-	2530110	2530994	3	5
SL1344_2383		-	2531046	2531204	2	1
SL1344_2384	xapB	-	2531263	2532519	12	7
SL1344_2385	flhAb	-	2532574	2533407	0	1
SL1344_2386	yfeN	+	2533663	2534424	6	5
SL1344_2387	yfeR	-	2534486	2535412	5	11
SL1344_2388	yfeH	+	2535502	2536500	16	19
SL1344_2389		-	2536497	2536724	31	57
SL1344_2390	lig	-	2536717	2538732	23	48
SL1344_2391	zipA	-	2538804	2539790	213	278
SL1344_2392	cysZ	+	2540022	2540783	20	36
SL1344_2393	cysK	+	2540947	2541918	116	58
SL1344_2394	ptsH	+	2542302	2542559	221	275
SL1344_2395	ptsI	+	2542608	2544335	239	280
SL1344_2396	crr	+	2544376	2544885	357	454
SL1344_2397		-	2545034	2545273	19	17
SL1344_2398	pdxK	-	2545270	2546136	15	16
SL1344_2399	ptsJ	+	2546219	2547511	10	12
SL1344_2400	yfeJ	+	2547526	2548245	6	9
SL1344_2401	yfeK	+	2548304	2548684	17	15
SL1344_2402	yfeL	+	2548697	2549236	23	32
SL1344_2403	cysM	-	2549367	2550278	13	26
SL1344_2404	cysA	-	2550346	2551443	3	3
SL1344_2405	cysW	-	2551433	2552308	1	1
SL1344_2406	cysU	-	2552308	2553141	1	1
SL1344_2407	cysP	-	2553141	2554157	2	2
SL1344_2408	ucpA	-	2554315	2555106	124	48
SL1344_2409		-	2555344	2556243	84	40
SL1344_2410	yfeY	-	2556338	2556913	16	34
SL1344_2411	yfeZ	-	2556975	2557424	23	47
SL1344_2412		-	2557411	2557836	29	86
SL1344_2413	amiA	+	2558049	2558918	16	25
SL1344_2414	hemF	+	2558921	2559820	11	19
SL1344_2415		+	2559841	2560170	13	24
SL1344_2416		+	2560299	2561576	10	29
SL1344_2417	eutR	-	2561776	2562828	37	9
SL1344_2418	eutK	-	2562876	2563370	86	10
SL1344_2419	eutL	-	2563383	2564042	42	7
SL1344_2420	eutC	-	2564052	2564948	33	6
SL1344_2421	eutB	-	2564967	2566328	35	3
SL1344_2422	eutA	-	2566340	2567743	44	6
SL1344_2423	eutH	-	2567740	2568966	44	9
SL1344_2424	eutG	-	2569086	2570273	46	4
SL1344_2425	eutJ	-	2570263	2571102	97	7
SL1344_2426	eutE	-	2571113	2572516	74	7
SL1344_2427	eutN	-	2572528	2572827	113	10
SL1344_2428	eutM	-	2572928	2573218	226	20
SL1344_2429	eutD	-	2573259	2574275	77	4
SL1344_2430	eutT	-	2574272	2575075	70	4
SL1344_2431	eutQ	-	2575072	2575761	65	3
SL1344_2432	eutP	-	2575739	2576218	112	6
SL1344_2433	eutS	-	2576231	2576566	143	6
SL1344_2434	tnpA_1b	-	2577047	2577505	0	0
SL1344_2435	maeB	-	2577695	2579974	38	35
SL1344_2436	tal	+	2580246	2581196	19	49
SL1344_2437	tktB	+	2581216	2583216	20	47
SL1344_2438		-	2583279	2583509	133	196
SL1344_2439	ypfG	-	2583637	2584680	8	16
SL1344_2440	yffH	-	2584805	2585380	15	30
SL1344_2441		+	2585584	2586882	16	11
SL1344_2442	aegA	-	2587331	2589292	21	2
SL1344_2443	narQ	+	2589478	2591178	14	4
SL1344_2444	acrD	+	2591363	2594476	5	6
SL1344_2444A	ypfM	-	2594578	2594637	4596	760
SL1344_2445	yffB	+	2595050	2595406	18	41
SL1344_2446	dapE	+	2595410	2596537	28	62
SL1344_2447		+	2596565	2596765	41	75
SL1344_2448	ypfI	-	2596792	2598810	16	17
SL1344_2449		-	2598826	2599689	32	34
SL1344_2450	purC	-	2599820	2600533	20	39
SL1344_2451	nlpB	-	2600708	2601742	152	196
SL1344_2452	dapA	-	2601759	2602637	200	267
SL1344_2453	gcvR	+	2602783	2603355	71	111
SL1344_2454	bcp	+	2603355	2603825	138	177
SL1344_2455		-	2603872	2604114	5	6
SL1344_2456	perM	-	2604412	2605479	24	34
SL1344_2457		+	2605687	2607150	32	40
SL1344_2458	yfgD	+	2607190	2607549	45	56
SL1344_2459	yfgE	-	2607576	2608301	39	62
SL1344_2460	uraA	-	2608372	2609661	12	20
SL1344_2461	upp	-	2609749	2610375	34	71
SL1344_2462	purM	+	2610774	2611826	16	55
SL1344_2463	purN	+	2611826	2612464	23	59
SL1344_2464	ppk	+	2612653	2614719	46	77
SL1344_2465	ppx	+	2614724	2616265	39	55
SL1344_2466		-	2616301	2618514	8	10
SL1344_2467		-	2618819	2619079	5	5
SL1344_2468		+	2618927	2619118	103	133
SL1344_2469		+	2619659	2619988	13	19
SL1344_2470		-	2620008	2620364	0	4
SL1344_2471	guaA	-	2620521	2622098	30	133
SL1344_2472	guaB	-	2622168	2623634	17	86
SL1344_2473	xseA	+	2623795	2625144	15	66
SL1344_2474	shdA	-	2625306	2631425	2	4
SL1344_2475	ratB	-	2632119	2639425	7	9
SL1344_2477	ratA	-	2639591	2645188	8	8
SL1344_2478	sinI	-	2645308	2646267	3	2
SL1344_2479	sinH	-	2646325	2648517	1	2
SL1344_2480	yfgJ	-	2648863	2649084	17	30
SL1344_2481	engA	-	2649173	2650645	20	54
SL1344_2482	yfgL	-	2650764	2651942	107	197
SL1344_2483	yfgM	-	2651953	2652573	63	134
SL1344_2484	hisS	-	2652587	2653861	57	133
SL1344_2485	gcpE	-	2653972	2655090	77	122
SL1344_2486	yfgA	-	2655117	2656121	86	114
SL1344_2487	yfgB	-	2656413	2657579	15	66
SL1344_2488	ndk	-	2657786	2658217	16	135
SL1344_2489		-	2658338	2659201	23	2
SL1344_2490		-	2659201	2660010	21	2
SL1344_2491		-	2660003	2660632	15	2
SL1344_2492		-	2660629	2663007	27	4
SL1344_2493	pbpC	-	2663163	2665478	11	9
SL1344_2494		-	2665479	2670413	27	29
SL1344_2495		+	2670622	2671464	35	28
SL1344_2496		+	2671711	2672379	6	13
STnc2070		-	2672567	2672469	1018	1441
RyfA		+	2672651	2672944	313	201
SL1344_2497	sseBb	-	2672948	2673733	21	79
SL1344_2498	pepB	-	2673834	2675117	29	102
SL1344_2499	yfhJ	-	2675364	2675564	61	278
SL1344_2500	fdx	-	2675576	2675911	60	280
SL1344_2501	hscA	-	2675913	2677763	35	149
SL1344_2502	hscB	-	2677776	2678291	36	202
SL1344_2503	iscA	-	2678487	2678810	118	777
SL1344_2504	nifU	-	2678839	2679225	64	353
SL1344_2505	iscS	-	2679253	2680467	42	314
SL1344_2506	yfhP	-	2680648	2681142	48	241
SL1344_2507		-	2681302	2682033	61	50
SL1344_2508	suhB	+	2682152	2682955	53	147
SL1344_2509		+	2683100	2683978	3	6
SL1344_2510	asrA	+	2684160	2685203	123	3
SL1344_2511	asrB	+	2685207	2686025	100	4
SL1344_2512	asrC	+	2686036	2687049	117	6
SL1344_2513		-	2687050	2688036	15	15
SL1344_2514		-	2688027	2688665	10	16
SL1344_2515	csiE	+	2688791	2690068	12	10
SL1344_2516	hcaT	-	2690063	2691202	7	26
SL1344_2517	glyA	-	2691398	2692651	114	131
SL1344_2518	hmpA	+	2692976	2694166	2	12
SL1344_2519	cadC	+	2694348	2695892	23	36
SL1344_2520	cadB	+	2696253	2697584	544	12
SL1344_2521	cadA	+	2697730	2699811	430	20
SL1344_2522	yjdL	+	2699867	2701327	31	4
SL1344_2523	glnB	-	2701376	2701714	119	181
SL1344_2524	yfhA	-	2701791	2703128	31	47
SL1344_2525	yfhG	-	2703125	2703889	48	62
SL1344_2526	yfhK	-	2703891	2705333	28	33
GlmY		-	2705564	2705381	2693	3647
SL1344_2527	purG	-	2705971	2709858	7	23
SL1344_2529	yfhD	+	2710114	2711658	9	21
SL1344_2530	yfhC	-	2711709	2712260	23	32
SL1344_2531	yfhB	-	2712285	2712920	31	33
SL1344_2532		-	2712924	2714285	5	9
SL1344_2533	murQ	-	2714296	2715189	4	5
SL1344_2534	yfhH	+	2715305	2716153	5	8
SL1344_2535		-	2716192	2717058	8	23
SL1344_2536		-	2717131	2718327	1	1
SL1344_2537		+	2718443	2719369	1	1
SL1344_2538	yfhL	+	2719407	2719667	7	17
SL1344_2539	acpS	-	2719779	2720159	55	57
SL1344_2540	pdxJ	-	2720159	2720890	27	39
SL1344_2541	recO	-	2720902	2721630	40	68
SL1344_2542	era	-	2721642	2722547	41	100
SL1344_2543	rnc	-	2722544	2723146	73	132
SL1344_2544	lepB	-	2723498	2724472	46	102
SL1344_2545	lepA	-	2724489	2726288	40	119
SL1344_2546	gogB	+	2726744	2728186	20	26
SL1344_2547		+	2729142	2729588	22	26
STnc1380		-	2729701	2729634	856	783
SL1344_2548		-	2730253	2730318	4	7
SL1344_2549		+	2730700	2730927	7	9
SL1344_2550		-	2731024	2731602	0	1
SL1344_2551		-	2731592	2732416	1	2
SL1344_2552		-	2732413	2734785	2	2
SL1344_2552A		-	2734839	2735081	2	2
SL1344_2553		-	2735120	2738482	2	2
SL1344_2554		-	2738544	2739191	2	2
SL1344_2555		-	2739089	2739826	4	3
SL1344_2556		-	2739833	2740534	4	7
SL1344_2557		-	2740541	2740870	11	9
SL1344_2558		-	2740873	2743968	5	4
STnc3770		+	2743288	2743373	79	62
SL1344_2559		-	2743940	2744257	2	1
SL1344_2560		-	2744275	2744670	2	3
SL1344_2561		-	2744721	2745467	9	8
SL1344_2562		-	2745475	2745876	7	6
SL1344_2563	gipA	+	2745865	2747115	671	410
SL1344_2564		-	2747164	2747742	5	8
SL1344_2565		-	2747770	2748153	14	13
SL1344_2566		-	2748164	2748523	7	7
SL1344_2567		-	2748581	2749609	8	7
SL1344_2568		-	2749664	2750011	6	7
SL1344_2569		-	2750024	2751472	4	3
SL1344_2570		-	2751510	2753090	6	5
SL1344_2571		-	2753087	2753290	1	5
SL1344_2572		-	2753274	2755205	4	5
SL1344_2573		-	2755177	2755722	3	2
SL1344_2574		+	2756009	2756410	18	15
STnc1920		+	2756549	2756646	130	105
SL1344_2575		-	2756646	2757119	3	1
SL1344_2576		-	2757116	2757568	2	2
SL1344_2577		+	2758157	2758843	30	126
IsrI		-	2759265	2759018	31	38
STnc2080		-	2759518	2759410	1014	573
IsrJ		-	2759717	2759646	597	816
SL1344_2578		-	2759753	2760316	7	26
STnc1160		-	2760451	2760372	6476	5745
IsrK		-	2760556	2760480	507	929
SL1344_2579		-	2760589	2761266	1	1
SL1344_2580		-	2761263	2761403	1	0
SL1344_2581		-	2761400	2762011	1	0
SL1344_2582		-	2762220	2762822	54	35
SL1344_2583		-	2762857	2763105	58	109
SL1344_2584		-	2763222	2763455	108	151
SL1344_2585		-	2763714	2763905	255	152
SL1344_2586		-	2764017	2764298	7	11
SL1344_2587		-	2764291	2764944	4	6
SL1344_2588		-	2764947	2765417	2	4
SL1344_2589		-	2765419	2766084	2	3
SL1344_2590	gpP	-	2766099	2766791	2	2
SL1344_2591	gpO	-	2766788	2767693	3	7
STnc1390		+	2767704	2767767	2332	2221
SL1344_2592	cIIa	-	2767785	2768207	3	6
SL1344_2593		+	2768450	2768833	311	380
SL1344_2594		+	2768985	2770070	543	467
SL1344_2595		-	2770178	2770384	20	18
SL1344_2596		+	2770636	2770791	11	17
STnc1400		-	2771060	2770951	865	781
SL1344_2597	recEb	+	2771095	2774295	1	2
SL1344_2597A		+	2774306	2775415	0	1
SL1344_2598		+	2775458	2775697	1	1
SL1344_2599		+	2775738	2776022	2	5
SL1344_2600		-	2776000	2777229	4	12
SL1344_2601	rseC	-	2777727	2778206	32	32
SL1344_2602	rseB	-	2778203	2779159	77	67
SL1344_2603	rseA	-	2779159	2779809	126	106
SL1344_2604	rpoE	-	2779841	2780416	225	126
SL1344_2605	nadB	+	2780841	2782463	5	8
SL1344_2606	yfiC	-	2782448	2783185	12	32
SL1344_2607	srmB	+	2783316	2784650	15	63
SL1344_2608	yfiE	-	2784668	2785567	13	11
SL1344_2609	yfiK	+	2785670	2786257	4	9
SL1344_2610	yfiD	-	2786319	2786702	1012	40
SL1344_2611	ung	+	2787021	2787710	71	75
SL1344_2612	yfiF	-	2787826	2788863	13	36
SL1344_2613	trxC	+	2789067	2789486	104	154
SL1344_2614	yfiP	+	2789559	2790239	21	31
SL1344_2615	yfiQ	+	2790293	2792953	26	33
SL1344_2616	pssA	+	2793068	2794423	42	85
SL1344_2617	yfiM	+	2794468	2794791	14	17
SL1344_2618	kgtP	-	2794788	2796089	7	10
SL1344_2619		-	2796193	2796648	7	15
SL1344_2620	clpB	-	2802529	2805102	427	377
SL1344_2621	yfiH	-	2805232	2805963	83	121
SL1344_2622	rluD	-	2805960	2806940	41	88
SL1344_2623	yfiO	+	2807072	2807809	58	103
STnc3160		-	2807900	2807810	199	102
SL1344_2624	yfiA	+	2808081	2808419	3974	337
STnc2090		+	2808306	2808464	15414	292
sRNA3		+	2808504	2808645	674	532
SL1344_2625	pheA	+	2808670	2809830	7	22
SL1344_2626		-	2809791	2810699	7	14
STnc3790		+	2810663	2810737	40	26
SL1344_2627	tyrA	-	2810757	2811824	21	27
SL1344_2628	aroF	-	2811888	2812958	19	25
SL1344_2629	yfiR	+	2813398	2813916	24	22
SL1344_2630	yfiN	+	2813909	2815129	11	13
SL1344_2631	int	-	2815382	2816431	49	96
SL1344_2632		-	2816456	2816794	74	131
SL1344_2633		-	2816803	2817648	33	84
SL1344_2634		+	2817762	2818115	0	1
SL1344_2635	cIIb	+	2818166	2818675	0	0
SL1344_2636		+	2818683	2818883	0	1
SL1344_2637		+	2818847	2819185	0	0
SL1344_2638		+	2819253	2819480	0	0
SL1344_2639		+	2819480	2819704	1	0
SL1344_2640		+	2819701	2820222	0	0
SL1344_2641		+	2820291	2823074	1	1
SL1344_2642	gpF	+	2823088	2823573	5	6
SL1344_2643	gpD	+	2823570	2824736	3	4
SL1344_2644		+	2824931	2825620	52	41
STnc3800		-	2825000	2824672	108	122
SL1344_2645	gpB	+	2825697	2825915	161	54
SL1344_2646	rpl19	-	2826061	2826408	188	1312
SL1344_2647	trmD	-	2826449	2827216	108	891
SL1344_2648	rimM	-	2827261	2827809	178	1526
SL1344_2649	rps16	-	2827828	2828076	175	1105
SL1344_2650	ffh	-	2828390	2829751	57	77
SL1344_2651	corE	+	2829917	2830708	21	57
SL1344_2652	corB	+	2830773	2832014	12	38
STnc4230		+	2831934	2832038	160	176
SL1344_2653		+	2832135	2832740	21	29
SL1344_2654	grpE	-	2832775	2833365	123	364
SL1344_2655	ppnK	+	2833488	2834366	15	21
SL1344_2656	recN	+	2834452	2836113	14	56
SL1344_2657	smpA	+	2836262	2836600	121	213
SL1344_2658	rnfH	-	2836766	2837056	117	100
SL1344_2659	yfjG	-	2837046	2837501	128	133
SL1344_2660	smpB	+	2837672	2838154	78	141
SL1344_2661	bapA	+	2838768	2850242	1	2
SL1344_2662		+	2850307	2851716	1	1
IsrL		-	2850588	2850244	17	17
STnc3070		-	2851225	2851166	383	169
SL1344_2663		+	2851713	2853893	1	1
SL1344_2664		+	2853901	2855064	1	2
SL1344_2665		-	2855616	2855834	10	10
SL1344_2666		-	2855903	2857003	1	2
SL1344_2667	gpU	-	2857000	2857485	0	1
SL1344_2668		-	2857482	2860289	1	1
SL1344_2669	gpE'	-	2860282	2860401	0	0
SL1344_2670	gpE	-	2860416	2860718	1	2
SL1344_2671		-	2860773	2861288	1	1
SL1344_2672		-	2861298	2862470	1	2
SL1344_2673		-	2862587	2862790	2	1
SL1344_2674	sopE	+	2863004	2863726	323	669
SL1344_2675		-	2863923	2864330	4	5
SL1344_2676		-	2864337	2865956	2	2
SL1344_2677	gpI	-	2865953	2866558	1	1
SL1344_2678	gpJ	-	2866551	2867459	0	1
SL1344_2679	gpW	-	2867446	2867805	0	1
SL1344_2680		-	2867802	2868380	0	1
SL1344_2681		-	2868449	2868895	0	1
SL1344_2682		-	2868888	2869319	1	1
SL1344_2683		-	2869282	2869485	1	0
SL1344_2684		-	2869415	2869843	0	0
SL1344_2685		-	2869840	2870214	0	1
SL1344_2686	nucD2	-	2870219	2870689	0	1
SL1344_2687	nucE2	-	2870709	2870924	1	1
SL1344_2688		-	2870928	2871131	0	0
SL1344_2689		-	2871131	2871595	0	1
SL1344_2690		-	2871689	2872342	0	1
SL1344_2691		-	2872346	2873428	1	1
SL1344_2692		-	2873445	2874278	1	1
SL1344_2693		+	2874421	2876187	0	0
SL1344_2694		+	2876187	2877218	1	1
SL1344_2695		-	2877245	2878222	44	35
SL1344_2696		-	2878212	2878793	103	65
SL1344_2697		-	2879070	2879447	341	259
SL1344_2698		-	2879425	2880480	271	126
SL1344_2699		-	2880640	2880873	14	36
SL1344_2700		-	2880885	2881073	22	52
SL1344_2701		-	2881397	2883640	3	3
SL1344_2702		-	2883631	2884488	3	4
SL1344_2703		-	2884485	2884712	1	2
SL1344_2704		-	2885007	2885348	2	4
SL1344_2705		-	2885312	2885608	13	12
SL1344_2706	cIIc	-	2885953	2886462	5	9
SL1344_2707	apl	-	2886495	2886743	42	81
SL1344_2708	cI	+	2886920	2887495	25	71
SL1344_2709		+	2887497	2888522	13	35
SL1344_2710		+	2888519	2889730	22	32
SL1344_2712		+	2890073	2891269	7	9
SL1344_2713		-	2891273	2892970	178	84
SL1344_2714		-	2892957	2893190	131	74
SL1344_2715		-	2893177	2893725	151	86
SL1344_2716		-	2894442	2895008	1	1
SL1344_2717		-	2895025	2895267	2	1
SL1344_2718		-	2895264	2896067	1	1
SL1344_2719		+	2896802	2897353	1270	1246
SL1344_2720		+	2897350	2897577	2	10
SL1344_2721		+	2897574	2897894	2	7
SL1344_2722		+	2897858	2900242	3	7
SL1344_2723		+	2900734	2901979	9	1
SL1344_2725		+	2901981	2902619	4	1
SL1344_2726		+	2903009	2904202	24	48
SL1344_2727		-	2904537	2905364	48	47
SL1344_2728		+	2905815	2906030	2	3
SL1344_2729		+	2906066	2908135	0	1
SL1344_2730		+	2908638	2909921	194	115
SL1344_2731		+	2909966	2910784	89	47
SL1344_2732		-	2910939	2911229	87	115
SL1344_2733		+	2911390	2911674	1	3
SL1344_2734		+	2911787	2912308	1	0
SL1344_2735		+	2912305	2912679	0	0
SL1344_2736		+	2912676	2913656	1	0
SL1344_2737		+	2913667	2914680	1	1
SL1344_2738		+	2914975	2916177	6	13
SL1344_2739	hxlA	-	2916251	2916886	1	1
SL1344_2740	hxlB	-	2916910	2917473	0	1
SL1344_2741		-	2917473	2918315	1	1
SL1344_2742		-	2918445	2919986	0	0
SL1344_2743		+	2920209	2921888	4	1
SL1344_2744		+	2923005	2923880	1	2
SL1344_2745		+	2924046	2925920	4	7
SL1344_2746		-	2926180	2927463	21	15
IsrM		+	2927616	2927944	4	2
SL1344_2747		+	2928000	2928911	18	19
SL1344_2747A		-	2928907	2929495	4	3
IsrN		+	2929501	2929643	1	1
SL1344_2750		-	2929642	2929908	6	7
SL1344_2751		-	2930361	2930999	73	61
SL1344_2752		-	2930996	2932978	126	106
SL1344_2753		+	2933257	2933556	3	7
SL1344_2754		+	2933553	2934419	2	2
SL1344_2755	fljA	-	2935199	2935738	7	9
SL1344_2756	fljB	-	2935806	2937326	43	43
SL1344_2757	hin	+	2937418	2937990	11	29
SL1344_2758	iroB	+	2938953	2940068	1	3
SL1344_2759	iroC	+	2940149	2943802	1	3
SL1344_2760	iroD	+	2943912	2945156	1	2
SL1344_2761	iroE	+	2945188	2946123	2	4
SL1344_2762	iroN	-	2946165	2948345	4	5
SL1344_2763	pipB2	-	2949378	2950430	10	38
SL1344_2764	virK	+	2950949	2951878	77	342
SL1344_2765	mig-14	+	2952171	2953067	77	331
SL1344_2767	nixA	-	2953789	2954802	15	16
SL1344_2768	tctE	-	2954935	2956350	6	15
SL1344_2769	tctD	-	2956337	2957011	4	19
SL1344_2770		+	2957166	2958143	4	4
SL1344_2771		+	2958155	2958589	2	1
SL1344_2772		+	2958600	2960114	5	6
SL1344_2773	csiD	+	2960408	2961394	1	13
SL1344_2774	ygaF	+	2961420	2962688	1	13
SL1344_2775	gabD	+	2962710	2964158	1	10
SL1344_2776	gabT	+	2964173	2965456	0	9
SL1344_2777	gabP	+	2965586	2966986	3	8
SL1344_2778	ygaE	+	2967028	2967705	6	8
SL1344_2779	ygaU	-	2967727	2968176	117	142
SL1344_2780	yqaE	-	2968276	2968434	153	211
SL1344_2781		+	2968677	2968916	33	32
SL1344_2782	ygaP	+	2968926	2969453	26	17
SL1344_2783	stpA	-	2969801	2970202	195	516
SL1344_2784		+	2970901	2971350	641	269
SL1344_2785	ygaC	-	2971385	2971735	9	26
SL1344_2786	ygaM	+	2971885	2972223	93	261
SL1344_2787		-	2972307	2973641	9	13
SL1344_2788		+	2973730	2974161	3	5
SL1344_2789		+	2974158	2974334	1	0
STnc3080		-	2974404	2974260	6	5
SL1344_2790	nrdH	+	2974433	2974678	0	4
SL1344_2791	nrdI	+	2974675	2975085	0	5
SL1344_2792	nrdE	+	2975058	2977202	1	4
SL1344_2793	nrdF	+	2977213	2978172	6	14
SL1344_2794	proV	+	2978527	2979729	5	28
SL1344_2795	proW	+	2979722	2980786	3	15
SL1344_2796	proX	+	2980856	2981851	3	11
SL1344_2797		+	2982016	2983200	4	9
SL1344_2798	emrR	+	2983697	2984227	126	120
SL1344_2799	emrA	+	2984354	2985526	33	40
SL1344_2800	emrB	+	2985543	2987081	23	19
SL1344_2801		-	2987130	2988500	2	3
SL1344_2802	luxS	-	2988846	2989361	99	139
MicA		+	2989429	2989502	12360	616
SL1344_2803	gshA	-	2989511	2991067	41	85
SL1344_2804	yqaA	-	2991144	2991569	84	111
SL1344_2805	yqaB	-	2991566	2992132	75	101
SL1344_2806	csrA	-	2993527	2993712	1118	1228
SL1344_2807	alaS	-	2993947	2996577	77	221
SL1344_2808	oraA	-	2996813	2997313	17	19
SL1344_2809	recA	-	2997430	2998491	89	186
SL1344_2810	ygaD	-	2998576	2999073	23	59
SL1344_2811	mltB	-	2999551	3000630	25	51
SL1344_2812	srlA	+	3000884	3001447	20	3
SL1344_2813	srlE	+	3001444	3002415	11	1
SL1344_2814	slrB	+	3002427	3002789	27	4
SL1344_2815	gutD	+	3002801	3003580	23	5
SL1344_2816	gutM	+	3003656	3004015	32	23
SL1344_2817	srlR	+	3004213	3004986	29	23
SL1344_2818	gutQ	+	3004979	3005944	25	17
SL1344_2819	norR	-	3005941	3007461	7	11
SL1344_2820	norV	+	3007647	3009086	2	2
SL1344_2821	norW	+	3009083	3010216	2	1
