Sequence name	locus tag	Name	Start	End	Strand	L Arabinose logFC	D Maltose monohydrate logFC	Mucin from porcine stomach logFC	N Acetyl D Glucosamine logFC	D Xylose logFC	28°C logFC	42°C logFC	Aerobic shaking logFC	bile salts logFC	deoxycholic acid logFC	Gentamicin logFC	peroxide logFC	pH 6 logFC	Starvation logFC
NC_004663.1	BT_2040	BT_2040	2561968	2563161	+	0.643102964	0.3171779534	3.103279638	1.705179243	1.085414302	-2.436934295	-0.6667167437	-0.0837667506	-1.685905991	-1.346475943	-2.129273165	-0.1125715898	-0.2049644597	2.06541844
NC_004663.1	BT_2041	BT_2041	2563244	2564068	+	-0.01134378348	0.6825403723	1.975038084	0.8321513123	0.370216819	-1.154186247	-0.512128564	-0.1187220063	-1.700109023	-1.263381289	-0.9968520651	-0.2890676757	-0.2114854819	2.130027202
NC_004663.1	BT_2042	BT_2042	2564143	2565621	-	-0.1077391541	0.09988595572	-0.2178160362	-0.363329614	-0.1440514586	0.7497124596	0.1801458029	0.2117361405	0.7826859929	1.042046028	0.9408458308	0.003284898937	0.2494883869	-0.544850312
NC_004663.1	BT_2043	BT_2043	2565730	2566482	+	-0.5371408974	-0.1539745085	-1.81067546	0.5901220568	-1.240563299	-1.488718764	-0.3459783144	-0.2918238496	-0.4792279541	-2.594516759	-2.020107466	0.007140422089	0.5334400442	-1.29534
NC_004663.1	BT_2044	BT_2044	2566479	2567027	+	-0.4242185057	-0.0553603893	-1.119964267	0.353296088	-0.7988784453	-1.055052651	-0.3271365525	-0.2832492263	-0.796831646	-1.590226713	-1.282152819	0.06294448546	0.4992235704	-0.7119191701
NC_004663.1	BT_2046	BT_2046	2567684	2568880	+	0.01392169712	-0.3885293193	0.2674095466	0.6498417033	0.09779098458	-0.5926688953	0.3421656329	-0.2716389825	0.8801238619	0.8366476632	-0.3109560886	-0.04271103853	-0.2568455596	-1.664228403
NC_004663.1	BT_2047	thyA	2568918	2569712	+	0.1017991371	-0.2299698507	-0.2057309376	0.3376545188	0.003138042177	0.2375472516	0.3745898514	-0.02728695941	0.750670219	0.4951919453	0.05982290352	-0.106886872	-0.00248880995	-1.16468083
NC_004663.1	BT_2048	BT_2048	2569717	2570211	+	0.02905339552	-0.2644524519	-0.3328305903	0.0370840795	0.08489093837	0.2575402327	-0.08079879989	-0.04345415242	0.2136334192	0.39161447	-0.4118623999	-0.1284491777	-0.1769796363	-1.000825154
NC_004663.1	BT_2049	BT_2049	2570231	2570710	-	-0.08966900345	-0.2125832404	-1.16185973	-0.2531678669	-0.256141042	0.7028882702	0.1992333329	0.3174091615	1.297011107	1.101435431	0.6607556078	0.2662130759	0.1107753741	-0.3870344016
NC_004663.1	BT_2050	BT_2050	2570863	2572140	+	-0.4935512493	0.09697478129	-0.7538818789	-0.1551341521	-0.4481875363	0.06633424176	0.2453844152	-0.3020355284	0.5349573397	0.2344372288	0.4164774754	-0.1268660561	-0.1122157043	0.4458885485
NC_004663.1	BT_2051	BT_2051	2572321	2572857	+	-0.3578107814	-0.05080337657	-1.367810592	-0.2323895717	-0.1851981543	0.08173130657	-0.453012015	-0.1477255091	-1.029045368	-0.6360082448	-0.1542381293	0.05736101584	-0.2741735234	-0.3454480215
NC_004663.1	BT_2052	BT_2052	2573038	2573475	-	0.1882215738	0.120774182	-0.41305108	-0.05232016862	0.00001431111271	0.3704088565	-0.1350729207	0.1348028491	-0.3412002705	0.2633194409	0.2243485497	-0.01676979262	-0.3126055054	0.215952681
NC_004663.1	BT_2053	BT_2053	2573512	2574105	-	0.09524592999	0.03617545077	-0.3084651496	-0.1668950331	0.02267024782	0.3532666606	-0.1454423529	0.085121545	-0.4028087668	0.1706273027	0.2247655385	0.06038266224	-0.2993350929	0.08702135408
NC_004663.1	BT_2054	BT_2054	2574141	2574626	-	0.1342749554	0.05086819274	-0.2474635383	-0.1283783605	0.03369811594	0.4907923883	0.0002160318219	0.07706178526	-0.02923678359	0.3568843898	0.2935809697	-0.02646450794	-0.2934909986	0.002150599762
NC_004663.1	BT_2055	BT_2055	2574633	2575436	-	0.06864533565	0.005646745872	-0.2422841889	-0.1216989923	0.1103622845	0.3715445204	-0.08242024985	-0.06670171369	0.1479306356	0.4063022306	-0.06200211329	-0.1291491415	-0.2431517287	-0.3138931236
NC_004663.1	BT_2056	BT_2056	2575720	2576496	-	0.0672978817	-0.4173876952	-0.717358061	-0.3328910129	-0.18338656	1.680243164	0.2662696607	0.2806499662	1.150146788	1.493615656	1.295533039	0.03025696572	0.4552390575	-1.512761412
NC_004663.1	BT_2057	BT_2057	2576490	2577206	-	-0.035096541	-0.232128218	-0.8100013628	-0.3845048571	-0.149747689	0.760778113	0.1377042318	0.1745114901	0.5726598592	0.7966396002	0.7527754976	0.02966805226	0.2901197611	-0.8380328289
NC_004663.1	BT_2058	BT_2058	2577222	2578196	-	0.03798055966	-0.1250845103	-0.7733463204	-0.1663249036	-0.09704866917	0.4011264746	0.03572312403	0.05303006086	0.056888182	0.2506003161	0.1060657832	-0.02612733175	0.1471914239	0.09809590438
NC_004663.1	BT_2059	BT_2059	2578267	2578950	-	0.05461176672	0.2440711357	0.1338253503	0.2640907997	-0.02440667719	-0.9123419951	0.2293582176	-0.4334542343	-0.4380261517	-0.793730408	-0.6349054829	-0.2339645377	-0.3109507782	1.289816514
NC_004663.1	BT_2060	cmk	2579173	2579862	+	-0.3443245627	-0.007894230916	-0.6069263498	-0.06145211876	-0.4198080001	-0.3470910377	-0.1890031106	0.03551609457	-0.381181406	-0.7267487069	0.08380096923	-0.05692537043	0.0245728288	-0.2358304034
NC_004663.1	BT_2061	ispH	2579881	2580750	+	-0.3533235581	-0.006705260887	-0.4753887128	-0.01464347978	-0.3256249524	-0.6344705574	-0.1808546698	-0.07333350207	-0.439659012	-0.8533233683	-0.04997350022	-0.1185935574	-0.1135829262	-0.4047777148
NC_004663.1	BT_2062	pfkA	2580879	2581859	+	-0.3318406483	-0.03336364764	-1.868539339	-0.1116426111	-0.6902010162	-0.5709306748	-0.2841155848	0.003318002676	-1.915415508	-1.896407011	-1.113417179	0.01215718705	-0.1150858453	-0.6847544939
NC_004663.1	BT_2063	BT_2063	2581991	2583280	-	-0.7017391508	0.2478033272	-1.660090155	0.3706983047	-1.052544788	0.5861816281	-0.4401306824	-0.09974386598	-0.4192024814	0.02724649471	-0.09294745186	0.0395529662	0.3217345314	-2.149202266
NC_004663.1	BT_2064	BT_2064	2583432	2584826	-	-0.8903084899	0.3869092316	-1.780264235	0.5195776321	-0.5930821722	1.279692265	-0.1756005186	-0.1759639813	-0.2506649492	0.4802120316	-0.09488708912	0.0564312362	0.760605195	-3.556894277
NC_004663.1	BT_2065	BT_2065	2584894	2587284	-	0.173466102	0.17997923	0.7883049818	0.9069459476	0.1843170361	-0.8212201706	0.002708361603	0.1466406679	-1.296609012	-0.9750721465	-0.8117852859	0.03417258368	-0.1242897795	0.4703088953
NC_004663.1	BT_2066	BT_2066	2587481	2588332	-	0.3595284087	0.3886155038	1.742461356	1.141657331	0.8440882114	-2.223150683	-0.1013695258	0.04064547737	-3.385243048	-3.030917287	-2.366839648	-0.1171002427	-0.2636140007	2.411316226
NC_004663.1	BT_2067	BT_2067	2588329	2589552	-	0.4063191327	0.4728757765	1.5638399	1.134325096	0.7101631362	-2.132228836	-0.0297382139	0.09040770476	-3.406316002	-2.934757045	-2.070687549	-0.101051961	-0.257768102	2.7778633
NC_004663.1	BT_2068	BT_2068	2589591	2590352	-	0.1316134544	0.4649549486	1.006019433	0.7595987538	0.4240613662	-1.763529848	-0.06308779787	0.1311347093	-1.377940845	-1.768881857	-1.372070839	0.03345731422	-0.04619182887	2.197106935
NC_004663.1	BT_2069	BT_2069	2590686	2591321	+	0.07470162292	-0.4024315347	0.1465085258	-0.03185139846	0.1930241133	0.1141687781	0.1141619894	0.2540066273	1.561901298	0.1349069366	0.2385683334	0.1654773297	-0.1028290111	-0.3567176155
NC_004663.1	BT_2070	BT_2070	2591718	2593022	-	0.5649648	0.05066906273	2.499863088	1.471276134	0.7731330934	-3.271202023	-0.7820128573	0.6163160235	-3.401759094	-3.332324743	-3.103475764	-0.1117710238	-0.315996201	2.485465611
NC_004663.1	BT_2071	BT_2071	2593087	2594277	-	0.5138308238	0.05917822149	2.235923515	1.348012679	0.8558267211	-3.188865623	-0.6278079985	0.432904343	-3.310922954	-3.302508789	-3.093027056	-0.02231539059	-0.2710707028	2.59755167
NC_004663.1	BT_2072	BT_2072	2594292	2596535	-	0.645464534	0.3118666513	2.481225109	1.464260429	1.082282459	-2.939848559	-0.5942104054	0.3172854301	-2.86671998	-3.147066677	-3.033336345	-0.1205815518	-0.2915121407	2.885709453
NC_004663.1	BT_2073	BT_2073	2596590	2598548	+	-0.08732425075	-0.4630080128	-1.436905318	-0.472934614	-0.5732890414	1.516565968	-0.1915651309	-0.220276627	0.1643939242	0.7419500219	0.7379184358	-0.1497144384	0.4689751227	-2.283114832
NC_004663.1	BT_2074	BT_2074	2599081	2600160	-	-0.1552656972	0.1399958583	-4.041582191	-0.4074209811	-0.3000171375	-0.4836494755	-0.4349051966	-0.277286491	-0.9485444135	-0.5887167235	-0.3890988471	-0.1279959919	0.1930473753	-0.1542181305
NC_004663.1	BT_2075	BT_2075	2600189	2600932	-	-0.4200170845	0.1070963582	-4.33830713	-0.75922309	-0.4713162873	-0.70300919	-0.049674264	-0.09266954326	-0.5397801069	-0.7346613693	0.3614182312	-0.0333846398	0.1997846744	0.1092072462
NC_004663.1	BT_2076	BT_2076	2600932	2601495	-	-0.3454139776	0.1057693555	-4.369625898	-0.8152981304	-0.4148237429	-0.6693492351	-0.05190377298	-0.1942454808	-0.4986311802	-0.7593412423	0.2753501158	-0.1821860008	0.1894481741	-0.02451728235
NC_004663.1	BT_2077	BT_2077	2601514	2603211	-	-0.3665164724	0.09461242503	-4.385593525	-0.882728542	-0.3876836036	-0.7902861888	0.1549873786	-0.1984676419	-0.1810743917	-0.7199437851	0.39313355	-0.05057621685	0.2073705894	-0.3248600927
NC_004663.1	BT_2078	BT_2078	2603259	2605061	-	-0.3852877629	0.1182899558	-3.911559171	-0.8437155629	-0.6441294211	-0.6945148397	0.4776368185	-0.001258357739	0.9158841229	-0.4103276838	0.7928037921	-0.01080219191	0.251378013	-0.3705694031
NC_004663.1	BT_2079	BT_2079	2605536	2606111	+	-0.04857233699	-0.3366444607	-1.045873689	-0.4141181402	-0.2718166662	2.040368853	-0.4118166651	-0.06537420348	1.749972731	1.343926673	0.8352474245	0.01907041128	0.234383766	-1.122455468
NC_004663.1	BT_2080	BT_2080	2606243	2607532	-	0.03262312055	-0.02132553439	0.9350157991	0.2795152841	-0.00153061618	-0.2154219134	-0.0333723596	0.253366954	-0.502668124	-0.5319625074	0.1690539598	0.03049372549	-0.0608163401	0.4504293597
NC_004663.1	BT_2081	BT_2081	2607666	2608751	+	0.8019951855	-0.1433732343	2.547666547	1.772754641	1.182019643	-2.245382124	0.1829458346	-0.52682129	-2.294654742	-2.801806106	-2.175831499	-0.01645668578	-0.7103509713	0.2657358412
NC_004663.1	BT_2082	BT_2082	2608842	2609627	+	0.6386488473	-0.2475108639	2.086283077	1.745309376	1.045150738	-1.870712361	0.1822334096	-0.4030382066	-2.263154761	-2.489398234	-1.787674999	-0.140534469	-0.7421113478	0.2424071884
NC_004663.1	BT_2083	BT_2083	2609643	2610206	-	1.191690893	-0.1177832208	1.41819626	2.085853707	1.302989451	-4.138842116	-0.4689224704	-0.6647515421	-2.854475742	-4.086714199	-3.91294234	0.02361424403	-0.1284348257	2.907167447
NC_004663.1	BT_2084	BT_2084	2610365	2611441	+	-0.153043511	0.04936584222	0.480300843	0.1904362749	-0.07577787597	-1.776382684	-0.4087580901	0.1091952649	-1.749595453	-1.503051781	-1.394108221	-0.08087931266	0.02685264804	1.902070923
NC_004663.1	BT_2085	BT_2085	2611543	2612907	+	-0.1585702618	0.03921148259	0.3398192922	0.1480507458	-0.1707489988	-1.72463379	-0.6444312061	-0.1395941003	-1.888245681	-1.544876462	-1.633818281	-0.06871175813	-0.05777176591	1.197919839
NC_004663.1	BT_2086	BT_2086	2613033	2614091	-	0.8557207076	-0.04021871563	1.042685984	1.609271951	0.8208280613	-3.2316266	-0.7396404776	-0.1852820804	-2.761271507	-3.247506907	-3.315663623	0.02025063743	0.1922470569	2.604802028
NC_004663.1	BT_2087	BT_2087	2614332	2615207	+	-0.0278785359	0.1953549906	0.9213718995	0.1771507618	0.3052709913	-1.211917914	0.5149810858	0.636418688	0.5750279226	0.2672759686	-0.2268941397	-0.04312694325	0.2416401076	2.449710078
NC_004663.1	BT_2088	BT_2088	2615605	2615817	-	-0.1878575829	-0.7070863125	-1.552453749	-0.9017960282	-0.4614363295	1.770296826	0.2307949429	-0.1095175028	1.138557483	1.448964002	1.068997605	-0.1369035616	0.03447696973	-3.277278326
NC_004663.1	BT_2089	BT_2089	2615821	2617983	-	-0.09714505313	-0.2321137041	-1.10823317	-0.2932069139	-0.3532319897	0.9142904627	0.09162727727	-0.08023312939	0.5578694482	0.5462584729	0.3986840088	-0.07399940366	0.1500099735	-1.692074281
NC_004663.1	BT_2090	BT_2090	2618135	2620282	-	-0.1562996256	-0.1238132196	0.8819264824	0.1375928281	-0.3766410192	-0.1725817212	0.160689161	0.2407497412	-1.328141388	-1.061347494	-0.559831794	-0.0645829174	0.2828591776	0.1766737842
NC_004663.1	BT_2091	BT_2091	2620284	2622185	-	-0.1072687568	-0.06970911776	0.7500279808	0.1226267665	-0.3005413945	0.3957782255	0.1456804799	0.1478804737	-0.4061233063	-0.5844504043	-0.2379446193	0.02484213851	0.3401625736	0.06706686894
NC_004663.1	BT_2092	BT_2092	2622504	2624168	+	0.02051813932	-0.3933509375	-2.12400247	-0.4703764561	-0.2763933319	1.302263773	0.226615785	-0.5941870539	0.7793315615	0.9289556107	0.8190220402	0.05432162802	-0.5507539659	-3.52238385
NC_004663.1	BT_2093	BT_2093	2624261	2624896	-	-0.3007734897	0.1687591991	-0.4136293197	-0.4916923918	-0.3569477323	0.03341028368	-0.1256317321	0.04873426145	-0.9288906369	-0.7852673884	-0.3626413678	-0.009391061465	0.1987994752	0.9535234553
NC_004663.1	BT_2094	BT_2094	2625063	2627117	-	-0.1255365708	-0.160335985	-1.51428142	-0.6985308876	-0.3461677564	1.968671141	0.06478263797	0.282216634	0.9564237962	1.362707143	1.04863653	0.03636129075	0.1222084257	-2.485002927
NC_004663.1	BT_2095	BT_2095	2627193	2628260	-	-0.1454580236	-0.1792315191	-1.169356074	-0.5685322946	-0.3546543034	1.41147249	0.5758315079	0.1930416256	1.32620745	1.089509144	1.195064239	0.06914215874	0.06695982537	-1.348284946
NC_004663.1	BT_2096	BT_2096	2628782	2629759	-	2.763429867	-0.3063250137	0.8265339825	-0.2789972747	-0.2101630594	-3.269714009	0.1085902519	-0.2195640085	-3.165290827	-2.664218211	-1.232504103	-0.02330276531	-0.6581305846	2.475014545
NC_004663.1	BT_2097	BT_2097	2629926	2631989	+	2.854360502	0.01891017547	0.2596876187	-0.9709639389	-0.8350982941	-3.37012949	0.3303333537	-0.339919946	-2.334887527	-2.208589216	-0.9605289311	-0.1105637875	-0.6314247262	3.198112305
NC_004663.1	BT_2098	BT_2098	2632182	2633321	+	-0.04495047124	-0.06121608218	-0.3486594028	-0.2053329295	-0.2395776432	1.178563578	0.07669417455	0.02036440661	0.3794471134	1.056087337	0.5192529823	-0.237938503	-0.06384262747	-0.9160162414
NC_004663.1	BT_2099	BT_2099	2633396	2634334	+	-0.05527513271	-0.1123129476	-1.021030589	-0.3936954421	-0.1796051583	1.3829143	-0.09802212463	0.1284329086	0.668426647	1.376314123	0.8814759194	0.00496143718	0.060922384	-1.376573052
NC_004663.1	BT_2100	BT_2100	2634331	2635086	+	0.02412249751	-0.08885208096	-0.3786761002	-0.1717512549	-0.2489624139	1.721508768	0.03869785991	0.0704649259	0.9751415025	1.415848299	0.7132740009	-0.05103456133	0.2802741499	-1.214277575
NC_004663.1	BT_2101	BT_2101	2635210	2636565	+	0.03619577383	-0.1142527855	-0.9324533409	-0.4074368004	-0.3982150623	1.037057029	-0.5103030738	-0.4522649311	-0.03509838416	0.4595772649	0.1242737738	-0.04881914186	-0.06956696483	-1.664159426
NC_004663.1	BT_2102	BT_2102	2636579	2637142	+	-0.365205907	-0.2970674962	-0.8128922999	-0.7371230959	-0.5702342957	1.720488479	0.4088996502	0.6214482907	1.087584751	0.974693465	0.9534151317	-0.07340523549	0.5206931884	-1.639644148
NC_004663.1	BT_2103	BT_2103	2637169	2637903	-	0.03601406634	-0.03986916846	0.2477939412	-0.2925104364	0.05556371784	-0.9535816829	0.3391106287	0.1508940324	0.03373792855	-0.6934847583	0.3021321776	0.08968703294	-0.147118888	2.077068059
NC_004663.1	BT_2104	BT_2104	2638033	2640726	+	-0.1357916892	0.4036374445	2.256441737	1.266543344	0.0260405058	-2.862769786	1.214233984	-0.503017958	-3.313480105	-3.618218906	-0.9773890806	-0.1515593021	-0.192301904	5.546561349
NC_004663.1	BT_2105	BT_2105	2640758	2643901	+	0.680318849	0.5135946155	2.548793459	1.762958162	0.8057842809	-2.805190376	1.444897013	-0.2137090919	-3.239459778	-3.018282042	-2.571458018	0.1369041632	-0.2742412441	5.334307962
NC_004663.1	BT_2106	BT_2106	2643912	2645072	+	1.720786411	2.738835667	4.350974041	3.424650699	2.513473452	-0.2196444211	2.150291507	0.4865027629	-2.450034835	-1.032127605	-4.068856664	0.279493284	0.5632812019	6.022434556
NC_004663.1	BT_2107	BT_2107	2645309	2648461	+	-0.2859852562	0.3644289471	3.334398503	1.194617724	0.7096399016	-2.234440863	2.517049773	-1.014334422	-1.465505584	-0.8336433182	1.092610122	0.00631848786	-0.6325000924	6.268172482
NC_004663.1	BT_2108	BT_2108	2648568	2650397	+	0.4049257164	0.9991088826	3.654079887	1.28103179	0.820085749	-2.285508985	2.569673303	-0.5505906791	-1.632741583	-1.624756134	-0.4860442491	-0.5170285504	-0.3199317504	5.955223035
NC_004663.1	BT_2109	BT_2109	2650421	2651620	+	-1.575599541	0.8529288072	3.237693359	1.033023518	0.7960598234	-2.430677535	2.619326792	0.2115281673	-0.5778969697	-0.6609139777	-1.262849745	0.4397327383	-0.06493053196	5.476343344
NC_004663.1	BT_2110	BT_2110	2651640	2652869	+	0.8330663465	0.7181279529	3.264054009	1.425233086	0.9129394215	-1.918352414	2.528301654	-0.0289647636	-1.040122269	-1.443301587	-0.5025622725	-0.09249861068	-0.08555754809	5.641188679
NC_004663.1	BT_2111	BT_2111	2652976	2656104	+	0.2163865779	0.7517341759	2.036694992	0.6493655224	0.722997404	-1.121391301	1.226847622	-0.08388614927	-1.118425761	-1.288108782	-1.04750371	0.2612980951	0.06009915959	3.466991888
NC_004663.1	BT_2112	BT_2112	2656128	2657165	+	0.1486041418	0.2415855054	1.690757957	0.3982693477	0.1617260382	-0.7991671435	0.6269663053	0.07217939934	-1.929848294	-1.150857182	-1.493496739	-0.1110085259	-0.5223299896	2.337198359
NC_004663.1	BT_2113	BT_2113	2657209	2660634	+	-0.2422637165	-0.08540015456	1.477744082	0.04205300992	0.08648304589	-0.03962351538	-0.2088490952	-0.04953782538	-1.089783299	-0.9408619995	-1.115975403	-0.05785350652	-0.1071385718	1.121362877
NC_004663.1	BT_2114	BT_2114	2660753	2661529	-	0.5598973692	-0.5357414701	-0.2844088784	0.8493708756	0.7018651899	-1.555043406	0.4851082113	-0.5474442223	0.4794982138	-0.940487485	-1.161052577	0.1206537044	-0.2249065838	0.7784348829
NC_004663.1	BT_2116	BT_2116	2661984	2662535	-	0.1343568442	-0.2770328871	-0.8306717111	-0.04269276776	-0.06675632815	0.1821568784	-0.0008631317978	0.2152618119	0.8141284462	0.5272902694	-0.009636117244	0.2196779625	0.05009229837	-0.1042307118
NC_004663.1	BT_2117	BT_2117	2663025	2664392	-	-1.903835876	0.004407645404	0.1166997265	-0.4798954801	-1.771160547	-2.079005334	0.1970129091	0.612547427	0.9828473369	1.684237012	-1.349458149	0.1012013384	0.7341978797	-0.07366159343
NC_004663.1	BT_2118	BT_2118	2664389	2667529	-	-1.967873556	0.2662311109	0.2234022917	-0.3434922195	-1.766199803	-2.015985233	0.06430586235	0.5902257166	1.317419404	1.677958288	-0.9587006528	-0.0261820165	0.7378387435	0.2148098571
NC_004663.1	BT_2119	BT_2119	2667526	2668596	-	-2.035572769	0.3949717681	0.2243057721	-0.2383049021	-1.613569354	-1.87328241	0.07218502558	0.6445399511	1.401049258	1.434883488	-0.5483284205	-0.03243138569	0.6842737476	0.8566105263
NC_004663.1	BT_2120	BT_2120	2668778	2669644	+	-0.1056760984	0.1847692696	0.8666706754	0.3687716229	-0.02034584924	-1.498157593	-0.1729340582	0.2100995603	-2.032923372	-1.356541155	-1.140907728	0.1348038438	-0.1769029473	1.19715436
NC_004663.1	BT_2121	BT_2121	2669625	2670977	-	-0.5456159309	-0.6610484303	-2.274342684	-1.255574599	-0.9274853514	1.730601553	0.4204592417	0.1479663486	2.422619557	1.75858047	1.461348711	-0.0465832815	-0.197200181	-3.286117723
NC_004663.1	BT_2122	lysS	2671083	2672813	+	-0.1884505837	-0.1500765296	-0.4778655694	-0.3180043542	-0.3366406168	0.700148932	-0.06449009103	-0.3947948856	1.414646874	1.06953113	0.4299261106	-0.1561203037	0.07893180292	-1.042190855
NC_004663.1	BT_2123	BT_2123	2672866	2673903	+	-0.174805572	-0.0687319622	-0.3119735738	-0.3202423258	-0.3643571539	0.8145725948	-0.2207307758	-0.3473110745	0.2549730038	0.8997016203	0.1156572379	0.02095396537	-0.01860631414	-0.8670288418
NC_004663.1	BT_2124	pgi	2674035	2675372	+	-0.05472909512	0.0991856685	0.005053985365	0.101071225	-0.2007412507	0.04064616008	-0.9236703713	-0.06154483508	-1.069206229	-0.3514006771	-0.5613946981	-0.04058476184	-0.250996868	-0.4553530932
NC_004663.1	BT_2125	BT_2125	2675474	2676037	-	-0.3529806325	0.09448246563	-0.6184255964	-0.1124406553	-0.3223404953	0.3280020144	0.1253914985	0.2566588197	0.9210953104	0.4577993021	0.5316043128	0.03577423868	0.1180090928	0.6801067277
NC_004663.1	BT_2126	BT_2126	2676169	2676975	+	-0.0223617007	0.002188069933	-0.2136317262	-0.0294520376	-0.1698479627	0.3287956156	0.0940610196	-0.2321011662	0.4203834207	0.246399838	0.4345419156	-0.149512849	-0.1346394844	0.6016858974
NC_004663.1	BT_2127	BT_2127	2677005	2677679	+	-0.03091238549	0.04931722147	-0.5332510303	-0.2756824102	-0.1520796229	0.1149021672	-0.1176261077	-0.3156027061	-0.2718700444	0.05707446836	-0.01343502693	-0.1614110371	-0.3451474823	-0.1010201692
NC_004663.1	BT_2128	fkp	2677609	2680554	+	-0.09948692103	0.03313578854	-0.6278180248	-0.5381109725	-0.196734557	0.2506076732	-0.4922589489	-0.2522849525	-0.6627883167	-0.184321114	-0.1239301103	-0.08802357813	-0.3530610476	-0.5667323992
NC_004663.1	BT_2129	BT_2129	2680909	2681946	+	-0.2743925363	-0.3201788701	-2.764360817	-0.2184269913	-0.7652995327	0.7387913878	-0.5877893766	-0.6700167854	-0.4474625229	-0.1323903624	-0.7246618199	-0.04567984127	1.074353099	-2.134631235
NC_004663.1	BT_2130	BT_2130	2681952	2682614	+	0.005731229976	-0.2482738794	-2.292590473	-0.1991278099	-0.2467375487	0.1063260461	-0.6637176287	-0.4224072435	-1.175490704	-0.6115310864	-1.370328532	-0.1453105227	1.161513271	-0.7222054896
NC_004663.1	BT_2131	BT_2131	2683046	2683396	+	0.07293307817	-0.06115072013	-1.604989415	-0.1581286238	-0.2143592437	0.009343319897	-0.432002045	-0.1328065174	-1.314755805	-1.448513105	-0.5168488836	0.148445227	0.3897607948	2.05531439
NC_004663.1	BT_2132	BT_2132	2683790	2684371	+	0.2198994045	0.3687057709	-0.01174118691	0.3657237112	0.2847034937	1.081179658	0.4632726007	0.2491630761	0.1916161897	1.335672496	0.8124743663	-0.5693642256	-0.4631544566	-2.366648795
NC_004663.1	BT_2133	BT_2133	2684368	2687076	-	-0.3978195471	-0.2880014544	-1.203776908	-0.5802530231	-0.6753976236	1.446603322	0.3139895995	-0.0374925999	2.458659357	1.671262881	1.380043264	-0.01243135459	0.2035543258	-2.75085682
NC_004663.1	BT_2134	BT_2134	2687167	2687703	-	-0.3746913849	0.04152333063	-0.7955719715	-1.021103534	-0.4931042429	1.218185801	0.1537587412	0.05968088954	1.145844949	1.290806562	0.8965402391	-0.2158866744	-0.05766590665	-0.8083118156
NC_004663.1	BT_2135	BT_2135	2687779	2688942	+	-0.1584027866	0.1014668619	0.05575929173	-0.1208801657	-0.1840524736	0.1760356716	0.4008927486	0.3048912423	0.06809179069	-0.1117708235	0.35976837	0.005967428672	0.3774689873	0.165220446
NC_004663.1	BT_2136	BT_2136	2688931	2690289	-	-0.2021217572	-0.3429213065	-0.7698247339	-0.1761527402	-0.4317470005	1.303700477	0.3630349709	0.0773613439	-0.4172821529	-0.8200158972	0.8340305377	0.08244230813	0.2101064016	-0.5245698049
NC_004663.1	BT_2137	BT_2137	2691034	2691753	-	-0.123378464	-0.4637315217	-0.4661608959	-0.01770254048	-0.5137808522	1.45319227	0.4832530327	0.2652404823	2.073746843	1.744134083	1.851679968	-0.0344797323	0.6039616987	-1.9901681
NC_004663.1	BT_2138	BT_2138	2691927	2692310	-	-0.07450974046	-0.4323755995	-0.4369381339	0.004185952066	-0.302921439	0.5789790049	0.5909785028	0.5411598297	1.377984084	1.03733779	0.9002107872	0.07343419311	0.539393678	-1.375725435
NC_004663.1	BT_2139	BT_2139	2692595	2693698	-	-0.03103743118	-0.1103767476	-0.9199219331	-0.04998394349	-0.100453009	1.379285576	0.04644422929	0.3163386407	0.9598405233	0.746600825	0.9510476294	0.2323447564	0.421481171	-0.5409767352
NC_004663.1	BT_2140	BT_2140	2693952	2694845	-	-0.3817849072	-0.4058179597	-1.339332517	-0.6431576929	-0.6512724521	0.3583113607	0.2510793245	-0.01018503987	1.104988355	0.225707812	0.6138788239	-0.06984543758	-0.005692949307	-2.113339856
NC_004663.1	BT_2141	BT_2141	2694941	2696203	+	-0.3239848151	-0.1386264559	-0.3057172164	-0.2128178788	-0.2860238417	0.6949358905	0.288847585	0.2950294462	2.082968866	1.477141877	0.8114258635	-0.04644473176	0.2414329272	-1.011802288
NC_004663.1	BT_2142	BT_2142	2696212	2697105	+	-0.1715754229	-0.1503254818	0.2867849537	0.09693367248	-0.2340103179	0.4797449953	-0.2033903461	0.04821697302	1.529221579	1.480240742	0.7758618408	-0.1873758882	0.2354377718	-0.9683600167
NC_004663.1	BT_2143	dnaA	2697457	2698869	+	-0.3708500946	0.009318546935	-0.3602964432	-0.4790922139	-0.498187095	1.686857101	0.01434381549	-0.3264646739	1.254482949	1.839616355	0.7412684069	-0.1347990239	0.2864619165	-0.5583815201
NC_004663.1	BT_2144	BT_2144	2698955	2699692	-	-0.2677294195	-0.422713671	-0.8233683582	-1.375362981	-0.2026408133	-2.13719878	0.6159658098	0.8919413449	0.4051829548	-0.02157177606	-0.8582954709	-0.02309641219	-0.08336056321	0.1355709572
NC_004663.1	BT_2145	BT_2145	2700124	2702514	+	-0.00752381022	0.0258526728	-0.4194393915	-0.2011533719	0.0715172379	-2.023144597	-0.1458926053	0.5134434205	-1.179950698	-0.6693128521	-1.407466853	-0.03309876603	-0.2266401551	-0.5825719578
NC_004663.1	BT_2146	BT_2146	2702646	2705327	+	0.473728642	1.171105177	1.91698156	0.8629890635	1.093112981	-1.680855799	0.2318718814	0.08933678057	-1.892388223	-1.389282686	-1.497408491	-0.1170780584	0.001801604787	2.386369681
