Sequence name	locus tag	Name	Start	End	Strand	L Arabinose logFC	D Maltose monohydrate logFC	Mucin from porcine stomach logFC	N Acetyl D Glucosamine logFC	D Xylose logFC	28°C logFC	42°C logFC	Aerobic shaking logFC	bile salts logFC	deoxycholic acid logFC	Gentamicin logFC	peroxide logFC	pH 6 logFC	Starvation logFC	L Arabinose R1	L Arabinose R2	D Maltose monohydrate R1	D Maltose monohydrate R2	Mucin from porcine stomach R1	Mucin from porcine stomach R2	N Acetyl D Glucosamine R1	N Acetyl D Glucosamine R2	D Xylose R1	D Xylose R2	Glucose R1	Glucose R2	28°C R1	28°C R2	42°C R1	42°C R2	Aerobic shaking R1	Aerobic shaking R2	Bile salts R1	Bile salts R2	Deoxycholic acid R1	Deoxycholic acid R2	Gentamicin R1	Gentamicin R2	Peroxide R1	Peroxide R2	pH 6 R1	pH 6 R2	Starvation R1	Starvation R2	Control for TYG growth R1	Control for TYG growth R2
NC_004663.1	BT_1905	BT_1905	2394584	2394949	-	-0.2747652869	-0.2488320583	-0.9880361766	0.1535823102	-0.1276626173	-0.8686491171	0.546639916	0.6134623111	-0.7841634718	-0.6528925525	-0.0001002325524	0.2944873359	-0.05736874741	0.4630494666	0.3486235456	0.1856880285	0.2687361735	0.3253371538	0.9624443495	0.7822961556	0.3211307531	0.2807895604	0.2552075572	0.5021820025	0.1815165369	0.4635890628	0.1576107693	0.1346373055	1.302752332	0.8306223298	0.6109234041	0.8671533575	0.3425815417	0.2309392775	0.1693367552	0.2650184609	0.23932928	0.2132994529	0.942477586	0.8368400444	0.332031088	0.3933437832	0.8103780628	1.184747641	0.6438863011	0.743126046
NC_004663.1	BT_1906	BT_1906	2395044	2395601	-	-0.03609487309	-0.0004844270798	-0.7068252238	-0.3052465641	-0.2314456294	0.1796105979	0.258737936	0.4409852836	1.41267174	1.0495844	1.090096745	0.01711617168	-0.08111689655	-0.7033703046	0.3021404062	0.3404280523	0.2015521301	0.1161918406	0.07403418073	0.6400604909	0.2964283875	0.2297369131	0.3615440394	0.1807855209	0.1815165369	0	0.1050738462	0.08078238333	0.2368640603	0.138437055	0.7073849943	0.3716371532	0.1957608809	0	0.1354694042	0.06625461521	0.11966464	0	0.7853979883	0.4729965469	0.3984373056	0.8194662151	0.4228059458	0.2030995955	0.6099975484	0.9200608188
NC_004663.1	BT_1907	BT_1907	2396058	2397275	+	-0.07689412849	-0.2538873227	-0.996230486	0.2767148805	-0.3748757473	0.7076547056	0.002786299384	0.001914152246	-1.414188413	-1.036008495	-0.4921633296	-0.08174538097	0.4160488972	-1.007148771	1.859325577	1.578348242	2.105100026	2.044976395	1.752142277	1.84906364	1.383332475	1.225263536	1.55251264	1.426196887	1.789234435	2.24068047	0.9982015386	1.238663211	3.271684833	2.561085517	2.733078387	1.997549699	5.040842684	3.925967718	6.231592592	5.134732679	3.32069376	3.839390153	2.186024401	1.56452704	1.759764767	2.228948105	3.347213738	3.181893664	1.76221514	1.910895547
NC_004663.1	BT_1908	BT_1908	2397327	2398196	-	0.9940892752	-0.275466084	1.619688088	1.963279516	1.262360541	-3.569662642	-0.4904728978	-0.3619903265	-2.84825259	-3.858303129	-3.814395445	0.05428028598	-0.1729368261	1.943780173	37.8804384	48.61047318	33.17931971	34.14048254	35.3989147	31.98270517	48.92479957	42.35911083	35.43739223	38.20887636	47.97593202	43.19104768	36.60697748	33.64778605	36.80698308	34.43127324	33.92232586	35.02680169	56.67976649	66.54350325	49.40278879	47.79323993	42.66899163	46.01173913	26.63995177	23.07807328	30.70813234	37.9951364	17.34007718	17.5487722	22.10514925	25.21573277
NC_004663.1	BT_1909	BT_1909	2398533	2398736	+	-0.7927957778	-0.06055907784	-1.026720346	-0.3111132722	-0.2616480823	-0.2625597422	0.09873738022	-0.02139397965	-0.6468848806	0.3577321322	0.1329605146	-1.384854097	-0.3289865603	-0.01966055075	17.72999746	20.49642143	14.47976097	15.52654967	14.75395459	15.20397658	20.52766583	20.57421688	13.68094798	15.39546539	21.61898998	20.01159454	15.3970711	15.09091856	7.76152769	7.737642536	6.421585857	6.941651112	23.65210929	22.97021028	18.23031125	18.7169288	20.73617262	19.12077239	5.24346657	5.55121222	8.158478163	8.550544622	5.149172411	5.319275121	5.528707939	5.459701562
NC_004663.1	BT_1910	BT_1910	2398726	2399664	+	-0.2763200461	-0.08208095039	0.1002614351	-0.4192395303	-0.3435445829	1.30042032	1.317296453	0.8673076118	0.9019568006	1.162965009	1.474612311	0.2431469385	0.8330171646	-0.1762499707	82.46108933	67.34285834	79.68027544	76.87252176	137.7035762	150.2008619	58.44579707	55.23896443	97.787029	88.38403244	68.92442215	69.6928891	53.06229231	56.76308802	39.02335393	43.05392409	39.54925195	38.34056631	37.29244782	30.48398463	41.99551529	42.99924527	39.96798976	39.67369825	35.7617884	39.80447864	37.51951295	36.58097184	265.522134	273.7782548	39.44650813	40.2703543
NC_004663.1	BT_1911	BT_1911	2400048	2400827	+	0.8938419212	-0.008984954753	1.585495198	1.864134835	0.8627445817	-3.033642286	-0.4240564464	-0.4048893122	-1.426569986	-1.929172206	-3.216681272	-0.3149291795	0.03134901322	1.491949173	71.95589982	70.3138668	80.8000095	84.19260772	67.81530955	58.60109384	49.75056437	54.93264854	69.161248	61.02515694	79.97099996	85.60944692	70.71469847	72.27330562	60.1042553	60.98152271	60.09557065	57.9753959	56.57489459	61.6607871	54.93284339	54.92507601	54.05850112	57.80415175	48.87793481	60.6163267	62.82028185	59.32935397	212.812326	201.6778984	58.89865217	55.69906649
NC_004663.1	BT_1913	BT_1913	2401760	2402929	+	0.3827503617	0.2940829619	1.684482914	0.7544347269	0.7861726549	-1.954575417	-0.6823364176	0.4706098006	-2.306878616	-2.393441896	-1.987837457	0.01909085244	-0.2542336507	1.385869438	5.57797673	4.827888741	7.748559669	6.274359394	16.18880752	14.50803779	7.262495493	7.657897102	11.22913252	8.597355883	3.163573928	2.575494793	1.471033846	1.346373055	4.500417146	4.360767231	2.893847704	3.220855328	2.740652333	2.309392775	1.930439009	2.848948454	1.396087467	2.346293982	3.979349807	2.692441882	2.988279792	2.884521077	123.5298038	107.9135851	3.185542753	3.538695457
NC_004663.1	BT_1914	BT_1914	2403142	2403465	-	1.185701549	-0.1956736594	-0.1060204923	1.940843148	1.131997985	-3.748381852	-0.05256201029	-0.5687756214	-3.196751089	-4.471819022	-3.943731161	0.02824057055	0.4425138278	1.217408238	3.858100572	3.651864561	6.001774542	4.880057306	12.68452297	11.09438184	4.397021081	5.00315944	7.103277009	6.427929632	2.074474707	1.699826563	0.8931276924	0.8616787555	4.520155817	4.360767231	3.022463157	3.158915802	3.425815417	2.903236632	2.641653381	2.782693839	1.37614336	2.986192341	3.351031417	4.948271567	2.855467357	3.015635672	302.6585895	295.7130111	3.795540301	3.751017185
NC_004663.1	BT_1915	BT_1915	2403998	2405509	+	-0.7338831209	0.1025514169	-2.152108265	-0.1560419531	-0.7915040054	-0.7282353564	-0.1237211051	0.4910313169	-0.8996633485	-0.6840890464	-0.06654524992	0.002326603534	0.179680498	-2.962293136	4.973695918	4.147032637	6.628825613	6.599696548	22.01282974	17.77945808	7.1142813	7.147370628	10.67618281	8.356308522	1.970750972	2.833044272	0.9982015386	1.023243522	5.980817523	4.429985759	3.151078611	3.716371532	4.600380702	4.965194467	3.759275966	4.240295374	2.6924544	3.199491794	4.084069539	5.894264661	2.656248704	2.950078374	527.6618203	488.5222272	4.676647871	4.317208458
NC_004663.1	BT_1916	BT_1916	2405530	2406039	+	-0.7612447298	0.02966435343	-2.399714314	-0.230222208	-0.8045628451	-0.900650269	-0.3424789105	0.3739417174	-1.506071718	-0.7889288347	-0.2900735507	-0.09737917657	0.08890117894	-3.297250094	6.182257543	4.889784751	9.988027782	9.341823986	17.66949113	15.78815878	9.831541518	8.372634165	9.995629324	8.717879563	4.148949414	4.584380732	1.628644616	2.369616578	6.168334904	4.983733979	3.472617245	3.778311058	8.515598321	4.965194467	7.044409017	6.36044306	4.42759168	4.905887418	3.246311685	2.98351668	3.187498445	3.474536752	72.79309033	69.66316127	3.185542753	3.467921548
NC_004663.1	BT_1917	BT_1917	2406060	2407595	+	-0.6600593391	0.0777979872	-2.28539624	-0.2333526871	-0.8032209477	-1.047256721	-0.09190176034	0.2663359454	-1.238867288	-0.8072343977	-0.3872602475	-0.08237056252	0.04486428712	-2.691817149	4.276448826	4.580304703	5.553880919	5.809592031	8.587964965	8.320786382	4.891068394	4.339475024	6.763000266	5.503914747	3.267297664	2.98757396	4.623249231	3.715989633	5.625521432	4.568422814	3.729848152	4.645464415	7.438913476	6.466299771	9.41512359	8.944373054	5.86356736	5.119186871	3.665190612	3.638434976	2.523436269	3.802323238	18.03972035	16.7218667	3.52443028	3.114052002
NC_004663.1	BT_1918	BT_1918	2407759	2409261	+	0.5208507357	0.9326038117	2.979350295	1.323046796	1.471490343	-0.2954320241	0.2686586325	-0.1568487345	0.1941632444	-0.4609823104	-0.2660010204	-0.2711682775	-0.2066203385	3.673815607	196.1123652	207.2897358	207.1508004	188.3237353	318.2482649	294.7122972	191.9373809	191.6516381	186.5141897	170.2597861	170.7292684	178.5332991	164.4931062	162.9111397	124.7681438	138.9215847	87.59998538	93.90032072	169.333162	166.853628	176.652103	166.2990842	140.9051136	143.1239329	101.892299	102.2400228	113.4882259	121.6743436	567.4760469	550.1291045	92.24518482	98.80037716
NC_004663.1	BT_1919	BT_1919	2409425	2410435	-	0.5960543048	-0.1120888733	0.5901904095	1.744063801	0.7508133745	0.6781324095	0.7270099967	-0.814674382	0.689153831	0.1324022648	0.2246333288	0.2122980374	0.2960476665	0.2819348957	195.5080844	221.463922	219.7814006	201.4301749	199.7442196	193.9383287	249.4444881	266.8521877	211.141719	193.6815547	218.3903248	214.4872064	210.9882831	211.8114091	200.8903311	193.8291816	161.4123941	171.6344253	135.1728883	134.9840077	132.4890773	136.9482896	209.3532877	205.6206726	167.8133702	160.2366763	198.8423509	206.5054862	229.5836286	236.4756291	158.3282526	169.2204168
NC_004663.1	BT_1921	BT_1921	2411039	2411278	-	0.1558645558	-0.4362903379	-1.300110434	0.1327590435	0.06736213094	-0.6748764716	0.6387799221	-0.152151033	-1.637889756	-1.081145364	-1.683059902	-0.06098350702	0.009288552455	-0.47299936	83.39075212	82.75496471	79.18759246	76.91899849	82.27665285	81.78550717	94.7088698	94.19213435	86.21761974	78.21986871	80.48961864	82.98244224	98.61180463	94.94622787	64.13094433	60.91230418	60.06341678	59.91100608	41.50130676	45.37956803	55.61019041	62.74312061	73.05526272	63.77653643	69.2197427	62.36277549	71.38668393	72.50637071	48.19987782	54.36299174	62.21974994	64.05038777
NC_004663.1	BT_1922	BT_1922	2411310	2412080	-	-0.1883229823	-0.1097982602	-0.4533317695	-0.1550833261	-0.2641668202	0.2614809475	0.1715403197	-0.1122692075	0.1819431205	0.03656788547	0.1059587445	-0.06965757126	0.09535308359	-0.5071359203	149.024945	141.9894458	132.5765123	134.9684421	157.297956	151.836572	186.2064321	181.1858454	138.2799614	135.830188	142.257103	135.8315954	153.5654262	151.2246216	78.99416411	81.95473654	80.64188934	87.39667054	56.67277503	50.69117142	83.04274476	90.570059	93.75724543	103.2369352	108.0707632	100.0569618	101.9999502	89.55126799	90.69187537	97.62320559	103.9706932	97.73876852
NC_004663.1	BT_1923	BT_1923	2412202	2413482	+	-0.3800401273	-0.03763158733	-1.1533019	-0.4071963068	-0.4731403436	0.3829806031	-0.2248878798	-0.2067855774	-0.5893038727	-0.07483258696	-0.1008390497	-0.2102217644	-0.2234830305	-1.657149225	89.52652652	94.45331051	68.75167105	77.33728912	97.37962572	99.42272959	96.93208271	98.1231882	81.28360697	79.66615288	88.00958945	76.38917557	98.55926771	100.4394299	39.97081018	49.90655831	43.47202328	45.95912795	38.17337178	39.37514682	52.56212882	61.55053753	57.39913898	54.81795941	56.1821361	58.65157181	58.57028393	48.18461345	38.68674404	42.17701601	65.47307019	56.68990122
NC_004663.1	BT_1924	BT_1924	2413696	2414463	+	0.6920986181	0.2430407504	1.635872982	1.21680021	0.8931747454	-1.651035627	-0.2872748341	0.2913530385	-1.749766487	-2.132282222	-1.625247064	0.02743528727	0.2416615235	1.697671379	2.672780517	1.702140261	1.657206403	2.068214763	1.850854518	8.925287957	1.630356131	1.072105594	1.658849122	2.832306494	2.515300582	4.215226478	4.518175385	3.365932639	0.4441201131	1.142105703	0.9967697646	1.858185766	2.936413214	4.214641815	2.032041063	2.683311916	2.243712	16.85065678	1.413716379	0.3638434976	0.4316404144	0.5572370263	0.7633996243	0.4513324345	0.6099975484	0.7785130006
NC_004663.1	BT_1926	BT_1926	2415368	2416234	-	0.9443630858	-0.3327898943	3.184348861	0.8358275789	0.9479345942	-1.598343476	0.5375498043	0.04369117319	0.5701590817	-0.963771988	-1.088459167	-0.1159636864	0.2407350997	0.9457448834	28.26174877	27.85320428	53.25455172	50.24135189	25.71453877	23.89559166	24.94938928	28.99790369	26.71172432	27.80079566	43.87514006	43.31982242	58.10583693	60.69449734	66.55880094	63.95791939	50.80310413	50.29489474	34.55179549	31.06133283	37.55889231	37.0363299	59.77248768	58.44405011	55.76325717	59.30649011	48.07810155	49.56131669	37.13645557	35.20392989	62.62641497	59.16698804
NC_004663.1	BT_1927	BT_1927	2416261	2419047	-	1.238908095	0.003643173471	4.175527575	1.230989759	1.1774208	-1.27935022	0.9245682218	0.1627781058	-0.3525309393	-1.10387046	-0.372961384	0.006808106786	-0.5372469071	0.9933792551	6.3681901	11.94592983	4.165410689	4.694150361	0.8390540483	0.7111783232	0.9386898937	0.4084211788	5.444427887	4.09780514	13.32849999	10.76556824	36.14540308	34.25173053	3.552960905	2.930250997	1.693436804	1.548488138	70.21290263	34.52542199	96.79288928	49.09976638	13.82126592	17.27725569	1.204276915	1.091530493	2.257811399	1.770047025	1.268417837	1.015497978	1.084440086	0.7077390914
NC_004663.1	BT_1928	BT_1928	2419971	2421200	+	-0.6268745755	-0.3087091131	-1.52757267	-0.04101927177	-0.5727989934	-0.9322966142	0.7874120798	0.3163095662	2.653458533	2.398245028	1.385846349	-0.1703105708	-0.06621721312	0.7914756645	26.91373772	48.1550954	15.85543424	18.54421776	1.826176458	1.280120982	1.086904087	1.327368831	22.03291911	16.23052232	38.27405835	40.58979794	31.25946924	27.57372018	16.93578031	11.0749644	1.768462486	3.096976277	111.5837021	59.23592468	157.6863865	82.42074132	30.33498624	41.80669278	1.492256178	1.746448788	3.386717098	2.556734591	1.973094414	1.624796764	1.287772602	0.990834728
NC_004663.1	BT_1929	BT_1929	2421220	2422431	+	-1.251334533	0.05739364694	-2.264551201	-0.2597552081	-0.1738234906	-0.4939328513	0.103366644	0.4444705265	0.9187190429	0.6069733091	0.4117246125	-1.147609718	-0.472960258	0.89099597	67.77241727	90.98713397	39.28027069	44.15289944	8.390540483	4.622659101	11.80773077	9.03631858	53.25331027	41.74136805	69.8060739	74.43179952	31.41708	25.63494298	41.56964258	31.21755589	5.659079954	5.388738722	156.6331749	101.3823428	175.1619396	104.4172736	48.1650176	61.67909181	1.884955172	2.546904483	4.316404144	3.99899513	1.620756126	2.911094203	2.372212688	1.922691198
NC_004663.1	BT_1930	BT_1930	2422496	2422789	-	-0.5431485648	0.1759881718	0.4585161751	-0.03825134567	-1.361588422	-2.568098651	-0.6969691226	-1.078450617	-1.256329565	-1.610002332	-1.030134242	-0.4927006638	-0.5829524107	1.714196797	171.5692676	222.8256342	89.44435641	91.60564715	61.64579449	43.02628856	66.64698245	65.24528331	141.7252634	128.3577198	131.1068015	144.2277084	271.2481339	214.8811397	100.6672256	67.41884577	46.75171735	35.24359003	154.9447373	77.59559725	192.9761662	115.1505212	79.33765632	75.55066623	17.90707413	25.97842573	28.02342383	28.1896378	6.83536279	5.75448854	18.909924	22.15223356
NC_004663.1	BT_1931	BT_1931	2423667	2427197	+	-0.1934995379	-0.0748072661	-0.2268854699	-0.2259537463	-0.2099606234	1.647024645	0.4667631972	-0.1445783311	1.482150217	1.499234255	1.336578328	0.2058696201	0.09827546611	-0.2834929793	17.19876158	17.76415473	19.25942577	18.40478756	15.34975347	15.14809829	18.32915529	16.54105774	16.0780761	13.57900135	17.06255447	17.20430522	31.46961693	29.88948183	19.659717	16.47400954	16.84862441	15.73263949	24.86163188	21.82376173	20.18494122	21.59900456	22.25762304	25.80923381	15.76031963	12.07960412	13.08202487	16.3893243	19.02626756	17.53426508	13.28439105	13.51781665
NC_004663.1	BT_1932	BT_1932	2427164	2427871	-	0.5638429595	-0.4093545194	0.2763109496	1.147912735	1.050764524	-0.5321273509	0.7955393734	0.2791976736	2.315957717	1.51948945	0.4541863996	0.09387404045	-1.190972376	2.261706908	6.925987773	7.241833112	5.285144746	5.623685086	4.540763085	4.267069939	7.262495493	6.53473886	6.592861894	6.468104192	8.505346299	6.438736983	9.456646155	9.640031077	8.349458126	6.437323056	6.173541768	7.123045437	11.15837021	13.27900846	7.654021336	6.691716136	7.53887232	9.385175929	7.016222029	5.239346365	6.175778237	6.293500532	2.043562071	2.369495281	5.151090409	5.874234459
NC_004663.1	BT_1933	BT_1933	2428062	2428334	+	0.02560274705	0.3418083801	-1.875824864	0.3652231887	0.7385658441	-1.214144622	-1.219580018	-0.9783132268	1.599857522	0.7324249162	0.5869065915	-0.07049222212	-0.5151657084	-0.1614639295	0.3253819759	0.06189600951	0.2687361735	0.5112440988	0.3454928434	0.5689426586	0.3458331187	0.3063158841	0.4678805215	0.2812219214	0.5186186768	0.4120791669	0.5253692308	0.3231295333	0.8290242111	0.4845296924	0.3215386338	0.4335766788	0.2283876944	0.6928178326	0.745081723	0.7338972762	0.4487424	1.279796718	0.4188789271	0.4366121971	0.4095050086	0.327786486	0.07046765763	0.1353997304	0.6777750538	0.7077390914
NC_004663.1	BT_1934	BT_1934	2428281	2430425	-	-0.06383064254	-0.2379459173	-0.7944855545	0.1436214296	-0.09904466869	0.1556785325	-0.8480047978	-0.2440041522	-0.6653156655	0.4143994511	0.0478804323	-0.05501430616	-0.06126014837	-2.18086159	2.109172451	2.143149329	1.718791776	1.667352913	1.135190771	1.128995588	1.5809514	1.582632068	2.137363292	2.375320872	2.657920719	2.195609311	5.069813078	4.469958544	2.013344513	2.041946561	1.937270268	1.749791596	2.948648269	3.170603831	3.623806562	3.552903741	3.2533824	2.266306687	1.610065876	1.719160526	1.842772539	1.573375133	0.5549328039	0.7616234833	1.779159516	1.794118597
NC_004663.1	BT_1935	BT_1935	2430476	2432677	-	-0.07409268556	-0.3314865525	-0.9011484667	0.09449512059	-0.1158069101	0.3893043508	-0.4620179528	-0.1951594654	-0.6861366177	0.4409738836	-0.03518271932	0.0995828805	0.1486770098	-1.992527615	5.583787123	5.771802886	3.969457229	4.40367076	2.659060991	2.346888467	3.884446994	3.643882704	4.864894059	4.861121784	5.45197884	5.50512012	17.11390269	16.27091838	4.855713236	5.442306723	4.453310077	4.521585364	8.797004588	9.035499233	10.8290855	10.98170247	7.59870464	8.105379212	4.28696402	4.138719785	4.166990155	4.634900913	1.268417837	1.455547101	4.202205333	4.034112821
NC_004663.1	BT_1936	BT_1936	2432684	2434831	-	-0.09475353175	-0.3297562456	-0.9570344724	0.1773232125	-0.1974494662	0.4465495139	-0.1078775794	-0.03921704966	-0.5294941069	0.1712645323	-0.05051791337	0.08755792723	-0.01506942309	-1.975792937	1.766359298	1.722772265	1.806504277	1.843577205	1.826176458	1.612004199	1.366864231	1.225263536	1.928234877	1.874812809	1.728728923	1.759921442	0.9982015386	0.7898721925	2.625243335	2.214992879	1.993539529	2.436288005	2.05548925	2.059208558	2.935170424	2.142232559	2.46060416	3.092842068	2.181661079	2.243701568	1.704426252	2.054128646	3.969678047	3.746059207	1.942955154	2.311947699
NC_004663.1	BT_1937	BT_1937	2434889	2436451	-	-0.1854636546	-0.3499792789	-1.174492789	-0.05705419219	-0.3671098573	-0.429805057	0.09926467138	-0.1784131579	-1.273482855	-0.4789557087	-0.5965940144	-0.1529518752	-0.2719866421	-1.799333902	14.31680694	15.04073031	20.96142153	19.89204312	22.55574706	21.47758536	21.04641551	21.2379013	18.5025479	16.23052232	16.54393579	17.66789428	14.71033846	15.07937822	47.49124409	48.03765807	60.64218633	49.42774138	23.29554483	23.09392775	20.79455354	22.46031456	27.77715456	23.67623928	26.38937241	33.10975828	59.76559584	48.38128534	70.32672232	57.20638608	33.21097763	31.06974611
NC_004663.1	BT_1938	BT_1938	2436475	2437674	-	-0.2886422905	-0.2913852543	-1.258401811	0.08387401537	-0.3663738996	-0.3321059714	0.1902584907	-0.1812653809	-1.079049025	-0.4617700752	-0.2435656083	-0.03465866673	-0.3404769887	-1.551311948	14.22384066	11.32696974	129.3516782	122.5126768	321.4070566	262.4248013	14.42618152	12.66105654	28.37057344	25.87241677	88.47634626	91.22402557	1.681181539	1.669502589	4.855713236	4.305392409	4.501540873	3.46861343	9.934864708	6.062156035	7.45081723	5.962915369	6.94054912	10.45167319	3.193951819	3.565666276	2.921873575	3.736765941	75.82319961	72.37115588	2.846655226	3.538695457
NC_004663.1	BT_1939	BT_1939	2437760	2440621	-	-0.2069342722	-0.2601593672	-1.008872755	0.3380573457	-0.2995911196	0.2006375657	0.3027342285	-0.257637118	-0.7552089833	-0.1932603313	0.341126164	0.05107224951	-0.2058992767	-1.280527232	164.4573473	152.8212475	1078.03516	1283.455072	3101.242475	5186.33904	160.2195434	141.8242543	298.4227036	258.8446914	919.7183614	997.5406433	73.07886001	62.63327454	65.1968326	93.30657505	58.45572362	48.80834612	39.44581751	49.07459647	36.50900442	36.77131144	92.32126975	178.7449416	56.91517422	39.51340384	20.91795855	42.80891508	1561.774696	1482.153148	41.41205578	36.44856321
NC_004663.1	BT_1940	BT_1940	2441541	2443151	-	0.1634440964	0.06424019157	0.0500767227	-0.03861139728	0.1653720716	0.218322306	0.6280167663	0.1299324104	-0.5393333165	-0.2228027888	0.02826437944	0.04235266418	0.02448339752	0.1944569414	41.78834234	45.74115103	139.2501272	162.6685769	252.6046246	462.6214993	35.71962069	34.46053696	54.48681346	51.22256425	135.1520272	134.028749	48.49158001	44.80729529	40.97748243	46.23797636	45.59417827	40.13681255	28.87472994	30.71492391	32.98679992	29.41704915	43.61776128	53.53816269	41.62609338	35.87496886	35.48305561	37.498774	223.734813	201.3393991	37.48096047	36.87320666
NC_004663.1	BT_1941	BT_1941	2443420	2444250	-	0.6676052718	0.05030417407	2.62621671	1.300622966	1.283118074	-2.808446737	-0.7609634737	0.2965052511	-1.903649183	-2.378968776	-2.686801241	-0.4009970618	-0.9450249918	1.528623965	21.47521041	18.75449088	31.71086847	33.55620357	22.60510318	27.00107034	13.28987271	14.3457939	18.92789383	18.27942489	30.21818157	29.05158127	32.69547847	30.48188598	13.20517136	13.63604991	21.43590892	20.46068994	11.45201154	11.83563797	19.3721248	15.43732534	19.38567168	20.26344803	19.40107564	20.88461676	17.66405388	18.94605889	31.56951062	33.51143327	17.28326387	19.55719023
NC_004663.1	BT_1942	BT_1942	2444282	2444722	-	0.7708017964	0.1586387056	2.812658043	1.758807369	1.582255951	-3.03414188	0.3479907195	0.865654939	-0.6318272412	-1.48741261	-1.802180329	0.110709586	0.03865424137	2.193563718	31.79446736	28.96733245	26.24656628	25.65515841	13.42486477	11.6633245	30.33450499	25.42421838	29.47647286	29.97022191	33.29531905	30.75140783	38.35195385	39.69107767	17.40950843	15.15885752	13.11877626	14.24609087	49.72326376	43.1856449	52.49439412	52.87118294	34.7027456	37.75400317	12.72344741	10.33315533	9.4296829	14.94706376	8.315183601	9.1394818	11.79328594	11.11150374
NC_004663.1	BT_1945	BT_1945	2445892	2446674	-	-0.08513243989	-0.2983294847	-0.768720906	-0.2215565616	-0.4416632609	-0.4104343797	0.274598286	-0.01470972144	0.2372232756	0.2350374435	-0.08437283996	0.2105534144	-0.4210833592	0.2956894397	11.29540288	8.913025369	8.778715001	8.412289261	3.800421277	3.911480778	10.02916044	8.219476223	8.039038052	8.798228684	10.73540661	9.786880214	12.71393539	13.19445594	7.757297975	5.675919254	5.401849047	5.822315401	23.00190351	19.28342967	19.77853301	21.26773148	14.71875072	15.35756061	5.131266857	4.875502868	2.722654922	5.63792756	2.395900359	3.249593529	5.557755441	4.152069336
NC_004663.1	BT_1946	BT_1946	2446767	2447153	-	-2.606861046	-1.901500629	-0.3220970055	0.1468633909	-0.4188644364	-0.1174024308	-0.430276851	0.4975994456	0.0300775955	0.2900177871	0.0009189252221	0.1479459151	-0.5075881615	-0.7807790435	0.1394494183	0.1856880285	0.179157449	0.1394302088	0.1974244819	0.213353497	0.2964283875	0.153157942	0.1701383715	0.1606982408	0.05186186768	0.1030197917	0.05253692308	0.1077098444	1.006672256	0.4845296924	0.9003081745	1.734306715	0.1957608809	0.2309392775	0.2032041063	0.06625461521	0.8376524799	1.493096171	1.78023544	0.8732243942	0.7968746113	1.376703241	0.2114029729	0.2030995955	1.558882624	1.769347729
NC_004663.1	BT_1947	BT_1947	2447183	2447599	-	0.8766182013	-0.1712394172	0.4111475027	0.2099150765	1.211173725	-0.3746784782	-0.6296751326	-0.816664121	0.07608468804	1.144866061	-0.4404714523	-0.3109997016	-1.715822133	0.6508293923	0.04648313942	0.1856880285	0.0895787245	0.1394302088	0.1974244819	0.3555891616	0.2470236562	0.1021052947	0.1276037786	0.0401745602	0.155585603	0.2575494793	0.1050738462	0	0.5329441357	0.7614038023	1.039641582	0.9290928831	0	0	0.07196812097	0	0.23932928	0.2132994529	1.15191705	1.237067892	0.9960932641	0.7211302693	0.2114029729	0.1353997304	1.016662581	0.990834728
NC_004663.1	BT_1949	BT_1949	2448514	2449080	-	0.0238072248	-0.3398332573	-0.7950091771	-0.4708541722	-0.2440469998	1.631580886	-1.727075404	0.04479018857	0.6667983767	1.603209275	0.7023440468	0.008106129922	0.09951221793	-2.143019466	23.00915401	26.98666014	34.48780893	36.71662164	10.01929246	7.894079388	18.42796476	20.93158541	21.65010777	22.85932475	47.40174706	44.24700055	33.09826154	35.49039374	16.04754009	15.44726805	23.72955117	23.35120113	29.55989302	29.67569716	22.14924758	20.93645841	20.58231808	19.51689994	20.89158649	22.04891595	24.37108186	25.23955942	13.03651666	14.69087074	22.29879927	23.78003347
NC_004663.1	BT_1950	BT_1950	2449077	2449868	-	-0.09086904662	-0.2248209128	-0.7000803141	-0.3950982871	-0.2722805393	1.473080665	-1.67260984	0.2231968581	0.5342787475	1.463865613	0.5229338032	-0.02910422642	0.2727007423	-1.607366557	3.718651153	4.518408694	4.075831965	4.275859735	2.566518265	2.418006299	5.730948825	5.309475324	4.381063065	4.700423543	5.341772371	4.584380732	4.202953847	3.231295333	11.31025888	8.51387888	9.839082193	10.96329602	4.600380702	3.233149885	4.267286231	4.372804604	7.1798784	6.185684135	8.377578542	8.295631745	6.507809325	6.555729721	7.328636394	6.363787327	6.099975484	7.502034369
NC_004663.1	BT_1951	BT_1951	2449832	2450812	-	-0.04352441605	-0.05917983282	-0.7575584779	-0.2879983761	-0.1498312277	0.4722446401	-0.9930095497	0.01336215704	-0.4645096957	0.320811776	-0.405013188	-0.1149100864	-0.1247738073	-0.9449212768	8.041583119	7.984585226	8.017295843	8.412289261	4.886255928	5.19160176	7.015471837	6.279475624	7.613692123	6.387755072	7.883003887	8.550642713	7.512780001	6.7857202	6.691409703	8.444660353	7.90985039	9.228989305	17.22695752	16.3966887	14.29202214	11.85957612	12.80411648	14.29106335	6.440263504	6.330876858	5.046872538	6.883516207	5.214606665	4.874390293	5.625532946	7.006617005
