Sequence name	locus tag	Name	Start	End	Strand	L Arabinose logFC	D Maltose monohydrate logFC	Mucin from porcine stomach logFC	N Acetyl D Glucosamine logFC	D Xylose logFC	28°C	42°C	Aerobic shaking	bile salts	deoxycholic acid	Gentamicin	peroxide	pH 6	Starvation	L Arabinose R1	L Arabinose R2	D Maltose monohydrate R1	D Maltose monohydrate R2	Mucin from porcine stomach R1	Mucin from porcine stomach R2	N Acetyl D Glucosamine R1	N Acetyl D Glucosamine R2	D Xylose R1	D Xylose R2	Glucose R1	Glucose R2	28°C R1	28°C R2	42°C R1	42°C R2	Aerobic shaking R1	Aerobic shaking R2	Bile salts R1	Bile salts R2	Deoxycholic acid R1	Deoxycholic acid R2	Gentamicin R1	Gentamicin R2	Peroxide R1	Peroxide R2	pH 6 R1	pH 6 R2	Starvation R1	Starvation R2	Control for TYG growth R1	Control for TYG growth R2
NC_004663.1	BT_2430	BT_2430	3040198	3041406	+	1,1157978084	0,2106467711	2,8339462799	2,2292312027	1,5188418001	-4,6195700539	-0,9132908489	-0,3984974026	-4,8647005278	-5,3940233074	-4,6952310451	-0,0444814444	-0,4355743374	2,9986826075	4,4623813841	4,2708246559	6,091353266	5,6236850863	38,6458423409	31,6474353844	4,4464258123	4,6457909085	3,9557171367	3,8567577792	5,2380486356	4,7904203153	2,521772308	2,3696165776	7,3427858693	8,2370047704	3,1510786108	2,8492181748	3,5236958571	5,6580122993	3,4544698064	4,7040776801	6,2823935996	4,0526896059	3,246311685	4,220584572	4,3164041443	3,802323238	3,1005769358	3,5203929895	5,1510904086	3,7510171845
NC_004663.1	BT_2431	BT_2431	3041665	3043089	+	0,310185474	-0,0121839773	1,3577082728	0,7803646737	0,3238600042	-2,340253646	-0,873263295	-0,140976882	-2,7764097075	-3,077405067	-2,8290953962	-0,0806142589	-0,4325993056	0,7312280963	21,3822441324	26,1820120211	21,4093151557	22,1694031913	70,1350472112	55,5430270454	44,4148533918	44,6200137801	35,1761083015	39,5719417967	19,0333054382	17,2558151142	9,6142569244	6,7318652773	91,429527276	70,8105536147	123,342219907	104,6158586353	11,765228945	9,9303889335	9,2119194838	6,22793383	8,2568601595	7,2521814	122,888605237	104,8596960039	100,6054196721	102,8593993187	153,9718319255	162,2088769767	98,0062727739	103,4714551654
NC_004663.1	BT_2432	BT_2432	3043152	3046085	-	-0,4087668324	-0,6723061686	-1,0505053225	-0,6773015206	-0,6640388736	0,1355927828	0,3053150649	0,0821733477	0,6299085853	0,5688720087	0,5986061942	-0,0009635232	-0,3304022727	-1,5284697093	341,5581084451	351,1360619284	298,4315206739	297,4046352644	811,8588258812	644,5409143563	459,365191142	480,45646417	462,5636974355	432,1175695075	281,0394609532	288,712966313	143,8986323272	152,7864143333	260,9057624209	293,9018676913	226,877659975	250,3595622284	229,7253937924	231,3087803684	219,1217612509	228,9096955595	214,9775257465	180,7712863666	270,5957869045	259,2021076793	180,2928807986	223,9655796936	807,4888888027	903,9962997786	236,7468262789	272,3380023779
NC_004663.1	BT_2433	BT_2433	3046175	3047515	-	-0,1931583329	-0,2509029382	-0,4712634115	-0,3368495079	-0,4822838775	0,5636681265	0,1934665158	0,0922317678	0,1942097973	0,3078090311	0,1682382492	0,1290598839	0,1406033381	-0,3858391877	41,0446121063	42,5225585307	25,7986726562	30,7211226613	14,0664943386	13,2990346447	36,6583105859	38,5958013933	38,1535298023	39,1701961947	40,400394922	38,3233625222	11,3479753862	9,6938859993	9,5337784271	11,3518385072	7,5883117565	8,8573521521	23,8045231233	23,6712759462	19,3043900947	19,2800930269	12,3852902392	17,0639562352	8,9011772008	6,1125707594	4,9472632116	7,3424172873	7,8923776548	8,2593835522	6,8681205448	7,997451733
NC_004663.1	BT_2434	BT_2434	3047643	3050123	+	0,5253119075	-0,0377068854	1,7062509843	0,7831737778	0,6431516919	-2,6733148561	-0,6489835562	-0,2655757781	-2,4573795103	-2,4113100522	-2,0807402838	-0,1180487652	-0,6081677887	2,1276008889	46,5761056971	45,12219093	47,8798282456	47,1274105576	59,0792762222	55,3296735484	61,014843091	63,3052827086	61,2498137294	56,5657807611	35,1104844188	37,0871250215	42,5549076981	42,2222590191	49,4453725877	40,7004941598	41,2212528469	40,570389228	30,0492952255	30,1375757169	35,3913818404	34,6511637562	38,2328524776	36,0476075469	39,2786260596	38,5027274555	40,3749803041	41,9566702129	59,4042353836	57,6125852701	38,565400559	42,4643454851
NC_004663.1	BT_2435	BT_2435	3050154	3050522	+	0,3237386607	-0,0136588782	1,3873943597	0,9082433176	0,545126269	-2,7884428589	-0,488331354	-0,25363638	-2,4362739047	-2,8528823674	-2,3139087725	-0,019129039	-0,4827931832	1,893532894	0,2788988365	0,0618960095	0,358314898	0,2323836813	5,6265977355	3,8403629455	0,8892851625	0,7657897102	0,978295636	0,6829675234	0,2074474707	0,1030197917	0,0131342308	0,1077098444	0,4145121055	0,3460926374	0,2250770436	0,2477581022	0,0978804405	0,0230939278	0,1354694042	0,1987638456	0,2991616	0	0,1570795977	0,3638434976	0,0664062176	0,163893243	3,1710445934	3,5880928547	0,4744425376	0,2830956366
NC_004663.1	BT_2436	BT_2436	3050620	3051984	-	0,4014415804	1,0570051216	0,9887295847	0,3124089143	0,752719072	0,4748953908	0,6750340289	0,0014690169	-0,2909272746	-0,1281023403	0,0305956083	-0,1507692918	-0,2003068702	2,4672303563	1,0691122066	0,6808561046	1,3884702298	1,3943020875	13,6716453747	11,8055601659	2,5196412936	2,3484217779	3,5729058009	2,5309972926	0,5186186768	0,9786880214	0,2101476923	0,6462590666	2,7732833727	1,3843705497	1,3504622618	1,2387905108	0,3915217619	0,7120627724	0,1354694042	0,4637823065	0,71798784	1,2797967176	0,8377578542	2,1830609855	2,1249989634	1,4422605386	5,2146066648	5,957588136	1,8977701505	1,486252092
NC_004663.1	BT_2437	BT_2437	3052058	3052690	+	1,1033573925	-0,3228722564	2,6478729045	2,2185728778	1,3841878054	-4,1067391348	-0,1895440537	-0,4541945597	-3,3784269581	-4,1400677653	-4,0889830635	0,0088819637	0,1455852044	3,4693122453	0,6972470913	0,7427521141	0,4031042603	0,8365812525	7,0579252296	7,6096080587	1,1857135499	1,2763161836	1,8715220862	2,4908227324	0,3630330738	0,2575494793	0,1050738462	0,2154196889	0,769808196	1,0382779122	0,7073849943	0,4335766788	0,5016372574	0,461878555	0,1354694042	0,0662546152	0,41882624	0	0,5890484912	1,0915304928	1,2838535404	0,5900156749	1,9730944137	3,2495935287	1,4911051183	0,990834728
NC_004663.1	BT_2438	BT_2438	3052706	3053332	+	1,0566179786	-0,2652498182	2,4466579871	2,1733868931	1,4482731116	-3,8434633205	0,0127401304	-0,4195376008	-2,8840431015	-3,7211383271	-3,1885134682	0,1165516777	0,2069366049	3,234421479	0,8366965095	0,5570640856	0,716629796	0,6041975713	4,7381875667	5,262719592	1,4821419374	1,4294741257	1,914056679	2,00872801	0,4148949414	0,4635890628	0,3152215385	0,1077098444	2,1317765427	1,5920261321	1,4147699885	1,4246090874	0,3425815417	0,3464089163	0,2032041063	0,1325092304	0,9274009599	0,2132994529	2,4609136967	1,8919861874	1,9257803106	1,3767032414	4,2985271155	5,0774898887	1,8977701505	1,6277999103
NC_004663.1	BT_2439	BT_2439	3053404	3056409	-	-0,2843685876	-0,1128182891	-0,5815716618	-0,0575232064	-0,4542028057	0,6103114449	0,1269098718	0,2977257077	-0,5759843698	0,1091781817	0,1904929367	0,0902483057	0,4831004661	-0,2001256704	18,6397389067	20,2399951085	13,8399129353	15,1049392813	7,8476231573	9,8142608608	18,1809410992	16,2857945033	16,5459566255	19,6855344978	19,0333054382	19,0071515735	11,4005123092	9,6938859993	11,014178804	12,1132423095	10,28923628	12,0162679546	9,7880440474	12,12431207	15,1048385654	15,5035799597	9,8125004794	18,9836513117	9,5818554573	5,3121150647	5,5781222789	9,3746935007	9,0198601769	9,9518801818	5,9644204731	6,1573300953
NC_004663.1	BT_2440	BT_2440	3056406	3057293	-	-0,2178803838	0,100114395	-0,4621191162	-0,0023530395	-0,4078021304	0,1344655632	-0,0082901874	0,0998460176	-1,0600093311	-0,4810148169	-0,1873632045	-0,1086715947	0,3985320705	0,5757972812	10,6446389268	13,5552260818	8,5547681898	9,2488705138	6,8111446271	6,1161335799	9,6833273246	9,0873712275	9,9105601382	11,3292259763	12,8098813167	10,4565088602	11,2954384631	9,6400310771	5,2110093266	5,3990451436	6,8809267623	6,0700735028	6,3622286308	4,387846273	9,7537971005	8,1493176711	9,2740095994	7,6787803058	5,0265471252	6,1853394589	5,9101533669	4,9167972906	5,7783479258	4,8743902931	5,0155353978	4,1048867302
NC_004663.1	BT_2441	BT_2441	3057329	3058165	-	-0,2316786509	0,2032604285	-0,2128627002	0,2333886779	-0,2971347987	0,0819593529	0,0304773736	0,3583012803	-0,4406992861	-0,2799735377	0,085248696	-0,0980554649	0,4446963969	0,7057432199	2,2021387299	2,2669413482	1,7635811386	1,7138296492	1,1351907712	1,1289955882	1,5809513999	1,6847373624	2,1373632916	2,3753208718	2,7097825862	2,2213642591	5,1223500007	4,5776683886	2,0429525201	2,0419465607	2,0658857219	1,7497915965	3,0465287098	3,2860734698	3,6238065616	3,619158356	3,2832985598	2,2663066875	1,610065876	1,7434167593	1,8427725385	1,7044897274	0,5549328039	0,7616234833	1,7791595161	1,7941185967
NC_004663.1	BT_2442	BT_2442	3058607	3059701	-	1,1742396821	0,0696286814	2,0413452362	1,5161823154	1,2890909623	-3,8446801512	0,2041618105	-0,2522977158	-2,1901741897	-4,1760283465	-2,9329902329	0,1535956768	-0,445161457	1,8151787379	5,5837871226	5,7718028864	3,9694572294	4,4036707597	2,6590609912	2,3468884667	3,8844469944	3,6438827043	4,8648940592	4,8611217842	5,4519788398	5,5051201204	17,1139026946	16,2709183752	4,8557132362	5,4423067233	4,4533100775	4,5215853643	8,7970045876	9,0354992331	10,8290854961	10,9817024715	7,5987046395	8,1053792117	4,2869640195	4,138719785	4,1669901547	4,6349009126	1,2684178374	1,4555471014	4,2022053333	4,0341128211
NC_004663.1	BT_2443	BT_2443	3059820	3061067	-	0,7623534763	-0,6493615817	2,2813942639	0,7865872204	0,6981148388	-1,1747694619	0,7965291292	-0,2403339869	-0,0222358989	-1,6621029056	-0,4073618594	0,0359200524	-0,7012917586	1,4242961011	182,8181873319	176,0322510355	267,0789670986	241,5395982918	28,2317009182	25,4601839721	135,1219399627	139,6289904904	160,3979497039	137,236297642	226,9993948315	220,2563147108	94,0936292435	89,9377201045	26,7064227989	23,6035178716	36,0123269802	37,6592315277	60,6858730938	56,6955926322	82,2299283334	84,4746343961	88,6116659145	77,4277014172	35,4476292056	37,8397237488	41,3710735681	43,2022588598	53,3440168273	51,4518975385	41,0053907526	35,1038589344
NC_004663.1	BT_2444	BT_2444	3061364	3062686	-	0,1676520224	0,1598709457	3,0179192885	1,031150697	0,3306580105	-3,9217695273	0,1325531304	-0,0957486269	-2,2779727982	-2,2653749792	-1,4588251852	0,2408569698	-0,3154215665	1,6545431985	301,536125406	307,7469592646	469,4820951078	445,5259936935	52,662980559	49,8536004594	244,8992527953	262,0021861779	259,5460856783	239,6814261511	397,2100445544	365,5142210449	140,2210477113	150,9014920556	50,2151807837	57,7282519205	69,9668067043	61,6298279112	88,0923964266	82,3298524374	136,3499553008	142,3811680919	131,7806847917	110,062517717	62,0988009421	82,5924739517	93,3007357355	83,3233247509	98,6547206845	98,9772028964	92,5840723438	81,5315433314
NC_004663.1	BT_2446	BT_2446	3063566	3064795	+	-0,5992277373	-0,6024087183	-2,2340944679	-1,4401597402	-0,3402045465	0,9191646749	1,5220593974	0,0734988706	3,0718661379	2,2666486906	1,8970108673	0,001889781	0,3016761392	-0,3795739507	354,108556088	368,4050485807	527,7530553955	500,8797865674	61,5470822466	60,8057466374	306,6551668551	309,8385167408	299,8688797168	273,4280567188	452,1836242943	428,5623335814	180,5168677167	191,8850878638	89,2089267107	109,1576178401	108,8729813882	104,3681005331	110,0176150927	120,7812421452	167,0337753461	178,4236787675	214,0800409466	172,5592574284	106,185808019	129,3099790416	137,5936828783	124,6244219917	138,6098825617	137,1599268592	139,3505510534	132,1348883678
NC_004663.1	BT_2447	BT_2447	3064815	3066026	+	-1,0283797034	-0,0366387217	-1,5547795833	-0,5898639471	-0,1722092151	-0,2624561776	0,3162646727	0,1623278465	0,4814131361	0,676389324	0,2795252179	-0,2477044132	-0,1716419779	0,3847407191	1159,9402610423	1211,5524900736	1509,8941908204	1413,5434563108	191,0081862825	152,4055146712	931,6250171397	956,9308218471	1141,07552286	946,7135111048	1375,0136977767	1339,0512528584	492,8488754513	507,4749320629	247,3452949687	275,9742690733	264,2404492169	287,213579924	364,310999444	368,1172083738	477,4619150101	529,7056486247	676,4043775576	600,0113611202	296,5139205187	299,9525794088	294,5115750798	295,4667385147	493,3440710802	442,4863188312	291,1721630959	287,5543928434
NC_004663.1	BT_2448	BT_2448	3066111	3066404	-	-0,7734136053	0,2508313215	-0,2245333449	-0,4868911478	-0,4149753357	-0,7076387635	0,1557284505	0,7392380453	0,4541377068	-0,0978417799	0,5803046066	-0,0386876466	0,100868309	0,6673075056	1,3944941825	2,1044643232	3,3144128065	3,2533715375	51,9719948722	34,421030845	1,1857135499	1,6336847151	1,5737799361	1,2855859264	2,6968171193	3,3481432311	12,8715461556	14,5946839212	43,9974992008	49,1451545127	49,8384882315	56,0552706127	43,9483177728	44,5712805622	49,5818019276	41,8729168144	59,5929907163	50,5519703468	22,6194620632	22,9949090473	21,1171771985	20,3227621344	10,5701486448	10,4257792381	23,1121293333	25,3370594728
NC_004663.1	BT_2449	BT_2449	3066484	3066828	-	-0,3401277991	0,2373150645	-0,3278860304	-0,270257862	-0,585881828	-0,8882608998	0,3290168275	0,2385923908	0,1467075103	-0,1374637471	0,6858034906	-0,1130989349	-0,0325621381	0,3422267587	28,2152656269	31,1336927816	37,6678536525	35,5547032313	48,8132031611	46,0132375139	34,6327166047	30,4784304654	31,0502527934	28,3029776607	32,1543579611	32,8633135607	26,0583138497	22,5113574872	34,2860727285	34,5400452138	25,7230907001	27,8727864925	39,2500566301	40,6453128443	38,8345625298	39,8190237428	58,8750028763	57,5908522938	26,5464520048	27,9431806145	33,6015461083	30,3530286071	32,0627842225	29,3817414891	30,7709874408	27,8849202019
NC_004663.1	BT_2450	BT_2450	3068095	3068934	+	-1,2771456689	0,5214432571	5,3863828127	-0,9568316331	-0,6904436685	-1,3191976458	-0,1690540129	-0,4908311459	-0,7582644005	-1,6578150532	-0,4396792042	-0,0246695885	-0,5595222786	3,1066416887	42,4855894283	41,2227423311	46,8496729138	45,5472015251	65,6436402469	54,1206703989	39,6225944607	45,487908785	44,023303618	39,5920290768	45,8458910283	45,3802182554	32,8881138506	35,9212331196	44,8857394269	49,5604656776	40,1280214922	40,771692686	37,6350293622	48,7281875576	40,4376171458	49,2934337182	76,1067110352	60,363745182	37,6467435728	44,3161380058	51,9296621674	43,1367015626	34,3177492667	32,5636351527	43,24204843	41,3319629388
NC_004663.1	BT_2451	BT_2451	3068967	3070247	+	-0,9227408571	1,2546870231	7,4784775348	-0,6243985998	0,415796842	-1,2158005352	0,0074476845	-0,0070440514	0,9910231563	0,2445776992	0,4289632425	-0,454538315	-0,2022101367	5,4658270278	57,4996434603	59,6677531639	56,6585432466	53,6806303689	81,8324477665	81,9277428377	54,7898469538	52,7884373554	56,8262160712	56,1640351591	63,5307879069	62,4299937861	43,9208676983	44,9688600523	33,930776638	35,3014490162	45,0154087252	39,4554777683	39,8373392729	43,5320538133	53,781353457	59,3641352305	67,1318630358	54,1780610468	34,3480720219	45,5532058976	51,664037297	37,2365448139	31,0762370156	33,9853323215	46,9020337203	40,6242238474
NC_004663.1	BT_2452	BT_2452	3070253	3070648	+	-1,0636586622	0,8178254543	6,6716714774	-0,8109265462	0,0351366726	-0,3736770064	1,3331998139	0,3992142921	0,317375765	-0,0482471577	0,8877832919	0,7304983132	-0,3514874336	4,6582788894	9,2966278836	9,7176734925	6,7631936998	8,1334288438	17,0278615678	12,2322671598	8,0529711934	6,8410547443	10,4635098454	10,4052110917	8,8165175055	10,0959395892	8,6160553858	6,9472849662	4,737281206	5,6067007261	6,8809267623	5,512617773	6,7537503927	5,8889515769	8,9409806755	10,4682292036	7,6585369595	8,5319781176	3,9269899415	6,8402577546	9,0312455943	6,621287018	4,0871241426	6,6345867879	5,8458098387	6,5111996411
NC_004663.1	BT_2453	BT_2453	3070657	3070863	+	-0,0862055473	1,0422626873	6,3858270526	-1,8164885536	0,1202009302	-4,2859012706	0,0528933343	-0,1268314665	-1,2734411026	-0,9709798791	0,1401247046	-0,1656454345	-4,2859012706	3,6705367464	75,023787021	75,1417555405	77,5303860553	85,1686191783	258,2805785055	277,8573708915	132,8987270566	117,1147730109	68,6508328884	75,7290459763	93,6106711608	90,9664760943	1048,426837065	1031,8064547801	419,6342908298	461,8260153642	562,178147251	484,9245454443	54,0300031416	59,235924685	479,6294254769	567,1527571429	408,5949132544	332,1072482275	447,3626941394	574,1450391886	470,7536766045	392,0654159501	53,8372904307	66,2781680134	470,0369997836	437,2412106784
NC_004663.1	BT_2454	BT_2454	3070999	3071256	+	0,9301441839	-0,1560826286	6,2257437869	0,4853292651	-0,2792156311	-2,2288438546	0,3345661677	0,1842593457	-1,3209673932	-5,2474988114	-0,5166932302	0,2360096837	-1,0273347579	3,1510570018	33,1889615446	34,847453352	26,6048811767	26,0734490363	14,5600555435	12,3033849921	26,0856980988	21,7994804166	29,9018187859	29,0863815845	38,4296439502	32,3482146021	18,3353861563	17,6105595654	4,0266890251	3,876237539	4,7587717795	4,9551620431	23,0019035114	23,32486703	35,9671268081	31,5371968412	16,274391039	17,0639562352	5,7595852476	4,8755028676	6,6406217605	4,5234535073	4,4394624308	3,6557927198	3,2533202581	5,2372692765
NC_004663.1	BT_2455	BT_2455	3071356	3072045	-	0,6008145979	-0,4184686682	1,8587422119	1,2401094473	1,4470706765	-3,4293053941	-0,0564179632	-0,4889491942	-1,3187684636	-1,6071808002	-0,8616884383	-0,2880455444	-1,6282160268	0,6138264378	56,6164638114	60,2248172495	51,4629772256	52,3792817539	26,8003734241	22,8288241761	37,1029531671	39,9231702243	48,9573163906	47,1247591142	59,7448715664	59,854498993	56,1094338538	53,2625180739	19,0675568542	19,6580618051	12,2827758093	12,5117841589	52,8554378559	52,1922767205	69,6990084474	69,8323644341	43,0314045413	33,4880141116	14,0324440577	16,4457260908	16,0038984429	17,2415691656	4,6508654037	4,9420901583	16,0632687741	14,8625209198
NC_004663.1	BT_2456	BT_2456	3072048	3072536	-	1,4417019955	1,2203443954	1,6726637442	2,2013708318	1,7750738728	-2,4723562514	-0,1319445181	-0,1327183687	-1,4403947945	-1,1969043242	-2,6587281599	-0,4533576782	-0,1515233601	2,5051382748	165,5729426077	181,8504759291	148,342367773	151,4212067029	78,3775193324	59,4545078232	121,1404010196	132,1242513306	153,592414845	152,5428050781	188,5178890136	171,1158740574	175,053027716	183,5375749199	120,9783187984	134,6992544812	81,8637361531	86,2817590757	155,923541675	155,4798685932	184,2383896762	191,4095833492	156,5213491102	131,1791635581	108,7514414475	123,0518708831	115,8124435038	116,8886609212	13,38885495	15,8417684526	113,2562114835	117,6970109029
NC_004663.1	BT_2457	BT_2457	3073421	3074590	-	1,0013277894	0,9718136325	3,6983336517	1,4784004048	1,3053856948	-1,4968661482	0,8203792719	-0,0942882368	-0,3461319951	-0,049469121	-0,3811613238	0,4802084153	0,4117722322	4,2613415415	195,6475338113	207,4135278551	150,8505720591	163,8769720179	97,8731869246	69,6243578456	153,1546668682	153,0047840949	171,8397551852	171,9872922147	201,1721847273	205,1639152229	216,5046600293	229,7450981832	185,8790713208	217,0693021856	114,9179077028	123,0738372459	352,2717052658	391,6730146812	246,2833767878	269,3250108392	231,6707430255	198,3684912342	164,0958196902	172,6073552542	149,5468020473	167,1055505822	15,0800787332	15,3678693964	174,2559663221	182,3135899494
NC_004663.1	BT_2458	BT_2458	3074682	3076562	-	0,7372393308	0,2620961144	2,8954155745	1,209624806	1,256309234	-2,8108840658	-0,2398624155	0,3830455897	-1,0843023582	-1,9363200021	-2,6993894833	0,0892870065	-0,116238527	3,217504236	512,4766120859	505,0714375703	561,9721281547	525,6054102525	235,9222559251	965,3534559718	600,2180799295	502,5112078233	444,8267722097	493,7453448537	556,5815639324	671,9981014306	882,6728447349	836,2592322055	760,4520655946	913,7537812984	646,0997306601	764,2718056249	869,5698331706	1220,6295513548	869,6458400929	654,0655613788	801,6932556298	2122,3295567528	1068,6125028899	428,7531775537	310,7810983931	896,168252828	429,9936468692	325,9071509873	452,4148483858	583,1770113289
NC_004663.1	BT_2459	BT_2459	3076578	3078440	-	0,0570380515	0,4161747781	3,5527812752	0,8131290387	0,7976522707	-2,1841256642	0,3196337024	-0,4315597283	-1,6155347002	-0,9084869147	-1,2078451791	-0,4238443574	-0,6391941488	5,4666512173	553,3352916345	607,509333303	531,3362043755	598,6203629014	246,1389728658	210,0820766864	481,1032728911	478,8738321023	425,4309978621	452,1245004869	689,9702876031	667,3107009071	929,4832432028	971,1119574401	259,9583061797	268,1525754678	354,4106000753	319,050496051	326,920671183	341,0973129034	489,9928348962	543,4866085889	471,7180108505	412,9477408918	365,4195040261	409,2147817334	463,7810237559	400,096184858	176,45101471	238,845124363	412,3583427085	390,0350132808
NC_004663.1	BT_2460	BT_2460	3078618	3080336	-	-0,2870144031	0,5259288568	3,7711281495	0,9972745237	0,2886397896	-1,1224813597	0,959849632	0,5366638459	-0,3024619765	0,2567801624	0,0696873053	0,3744326461	-0,0288801001	5,5731109758	343,7428159977	337,8903158941	385,233304715	366,7944024859	292,3856577616	250,6903589436	331,8515797915	342,6653689841	307,1422950972	291,8280052903	373,5610328928	368,1927356298	515,4922893006	521,4233569174	335,4587254005	313,213836859	410,8620662076	357,8865785639	288,2578971958	284,6326595487	403,0666338848	467,6250741705	419,6040601337	333,8136438511	347,3029904291	438,2858771905	437,2185367138	358,0739573479	96,8225615861	115,8344693268	450,652633246	398,3863345595
NC_004663.1	BT_2461	BT_2461	3080348	3083752	-	0,0860973608	0,6037018007	3,9717981251	1,2151921446	0,5845795949	-1,9399459739	0,5521032544	0,2214146661	-0,6386750557	-0,4845266394	-0,5409422446	0,2132482974	0,2056937208	5,8128676164	223,2120354863	229,9436753154	237,5627773757	229,7809840205	213,2677966218	182,5594755768	204,0909447847	205,0784843875	231,1755122356	217,9068145229	239,6018286776	236,6364615953	223,2293861841	197,9706940744	257,4120175315	248,2176395528	208,8071887582	199,8169093886	304,7996916359	292,6000646233	255,2243574632	255,1465231837	245,8210867046	236,3357938575	224,2049457286	226,1651180986	188,5936579993	204,4076526933	176,0986764218	171,8899576977	211,6013717843	218,6913792483
NC_004663.1	BT_2462	BT_2462	3083913	3084848	-	-0,3649682189	0,1152509275	1,3223802473	0,6774364613	-0,2818243477	-2,1670334919	0,4596302124	0,433776382	-1,2889181358	-1,0972725473	-1,040425599	-0,0192972618	-0,1334375366	2,9106885316	337,5605584551	328,1726424017	387,4727728275	329,3341530683	525,198478096	388,232246659	371,2765553272	336,6411565973	393,5300532114	345,5815668374	237,4754921027	263,3185876524	166,1217507917	157,4717925663	627,2160316756	512,2171033716	666,8711264004	662,3812861133	295,7946911123	272,0464689236	222,3730269511	235,9326847721	277,5023001426	240,6017829163	582,5558678599	596,3394925412	439,0115045891	511,0191317333	1076,2525350104	945,9702161916	610,471990923	605,0461492537
NC_004663.1	BT_2463	BT_2463	3084951	3085520	-	-0,0951318996	0,0272509792	0,2127766464	0,180350086	-0,1205026771	-0,1135567609	0,0293714837	-0,1338423632	-0,0212152236	0,2081807158	0,1334141966	-0,2000411168	0,0085494199	-0,799815658	0,3718651153	0,371376057	0,1343680868	0,3253371538	0,1480683615	1,5645923111	0,0988094625	0,153157942	0,1276037786	0,6427929632	0,155585603	0,4120791669	0,5253692308	0,6462590666	0,1776480452	0,3460926374	0,1929231803	0,1858185766	0,6851630833	0,3464089163	0,2709388083	0,5300369217	0,65815552	6,1856841353	0,5235986589	0,145537399	0,0664062176	0,1966718916	0,7046765763	0	0,4744425376	0,2123217274
NC_004663.1	BT_2464	BT_2464	3085658	3085924	+	-0,7840804304	-0,4686079459	-1,4409494303	-0,5685298775	0,136190264	1,3347162323	-0,1053163389	1,3579765103	2,6574723449	2,9111283199	2,8981463322	1,0650176909	0,4728636195	-1,5321309877	382,5097542725	367,8479844951	384,6062536435	406,6249654522	275,5058645552	239,0270344424	271,7754265941	285,3332460149	305,3133076039	306,250672402	425,2673149688	421,6600075357	456,1255662156	484,8558647312	321,4837458428	331,6951836969	340,3164899625	337,5704141872	274,3588746485	272,1619385624	370,2378816067	415,0189096917	445,5712870121	374,3405399097	338,8730520213	373,1578911228	346,3748310296	347,0603314171	282,1525011577	315,3459720189	364,7107564291	364,0609886257
NC_004663.1	BT_2465	BT_2465	3086873	3087787	+	-0,1857461275	-0,0272594788	-0,5300800439	0,0587667955	-0,3315949007	-0,2335399593	0,0595747297	0,2032372298	-0,3334887363	-1,0357790077	-0,4261395995	0,0429559606	0,172801825	1,6010358322	34,4904894483	35,1569333995	66,377834855	58,3747807301	40,7187994013	35,2744448329	50,639849529	49,2658046886	33,6448629583	33,5859323269	49,9948404427	49,6040297162	33,6236307738	33,9824559197	66,5588009444	67,0035346032	61,028032686	71,1685148442	24,7637514399	22,9784581137	27,5002890473	23,0897334016	58,2766796764	46,9258796468	71,7853761312	71,0586350783	71,5859025786	68,5073755819	101,8962329356	93,8997130078	66,6252877848	69,0045614133
NC_004663.1	BT_2466	BT_2466	3087902	3088378	+	-0,1709117908	0,2884452361	-0,7571609449	-0,3669766418	-0,3458348345	-0,1232173134	0,5337149412	0,2920375979	0,0912639493	-0,7767623462	-0,2092300117	0,0853893466	-0,0902735246	0,7773365026	12,5039645035	10,6461136351	13,7951235731	13,2923465675	11,6480444348	8,8897290406	14,4755862556	13,8352674307	10,4635098454	9,8829418091	14,3138754794	14,9378698003	9,1414246166	9,370756466	43,7606351405	45,1996984462	20,2569339263	18,3340995595	14,3884247497	12,8556197822	6,9766743149	8,4585058755	16,334223359	17,0639562352	25,1850954917	32,1637651865	16,4023357485	18,0938140293	14,6572727874	14,9616702053	26,6365596128	27,8849202019
NC_004663.1	BT_2472	BT_2472	3091319	3091642	-	0,175479366	0,2970635536	0,3934024615	-0,1384380032	0,4037970762	0,1080323599	0,5001401628	0,4582068381	1,5000368899	0,9934823644	0,7077189956	0,1436784532	-0,3803492025	1,4755476636	3,6256848746	3,6518645609	2,2842574748	1,673162505	4,9849681691	3,9825986102	4,4958305435	4,9521067925	3,9131825438	3,2541393762	2,4375077809	2,627004689	1,7862553849	2,0464870443	38,9641379194	35,1630119612	20,0640107461	18,7057367128	5,4813046665	4,0414373567	1,557898148	1,7888746107	3,8292684798	6,3989835882	29,7404038239	28,3979849865	15,9374922253	16,5204388963	4,9327360342	3,3172933939	27,4498896773	28,8757549299
NC_004663.1	BT_2473	BT_2473	3092096	3094216	-	-0,242905544	0,5196619288	0,8637526751	1,2824461539	0,6634448933	-0,2406223472	-0,2106032629	-0,8282127903	-1,4114127259	-1,5177030212	-0,9382987044	0,306917631	0,1091626537	1,0272895674	0,6972470913	1,1760241806	1,79157449	1,4407788238	0,9871224097	0,4267069939	1,0374993562	1,0210529469	1,1484340074	1,1650622458	1,1928229566	1,7513364593	0,5779061539	0,6462590666	8,7639702311	9,2752826827	1,9292318025	3,0969762769	2,8385327737	3,3486195241	1,0160205313	0,8613099978	3,7694361598	4,0526896059	3,996803096	5,0938089662	2,191405181	2,4911772939	2,114029729	1,5570968992	4,0666503226	4,0341128211
