Sequence name	locus tag	Name	Start	End	Strand	28°C	42°C	Aerobic shaking	bile salts	deoxycholic acid	Gentamicin	peroxide	pH 6	Starvation
NC_004663.1	BT_2493	BT_2493	3115362	3116342	-	0,9128656573	0,2377694734	-0,3347977076	-0,0571905811	0,5882788629	0,4247845331	-0,0180827701	-0,1464014162	0,8727177384
NC_004663.1	BT_2494	BT_2494	3116521	3117237	+	-0,2581486934	-0,1190513962	0,0838668695	0,7229339338	-1,4259776971	-1,0535046896	-0,0782609568	0,5389642164	-0,4906284349
NC_004663.1	BT_2495	BT_2495	3117358	3118617	+	0,8416511925	-0,4876920571	-0,6689334818	0,3175279292	-0,3509411069	-0,301831203	-0,3262681176	0,2510075941	-2,5558434858
NC_004663.1	BT_2496	BT_2496	3118623	3119864	+	1,2344428643	-0,7409420461	-0,426076956	-0,1143240301	-0,1240519132	-0,4217927427	-0,0385630979	0,4164532525	-2,7849385063
NC_004663.1	BT_2497	BT_2497	3119920	3121020	+	1,2487126584	-1,5621070796	-0,4509202344	-0,5492515504	-0,1394977736	-0,3248519226	-0,1642350207	0,3595854325	-2,4497040325
NC_004663.1	BT_2498	BT_2498	3121031	3122368	+	1,1283829985	-1,7974750155	-0,3749762425	-0,5323297797	-0,3781723154	-0,5490992207	-0,1779162043	0,2714381644	-2,4728903066
NC_004663.1	BT_2499	BT_2499	3122545	3123573	+	-3,1536506558	-0,7808313345	0,9838337537	-3,2346908798	-3,8716298884	-3,0767885145	-0,0792211131	-0,187667182	2,4326536815
NC_004663.1	BT_2500	BT_2500	3123705	3124223	-	-2,5072538674	-0,9681902212	-0,5918216609	-1,2010461066	-3,2791638972	-2,8311613846	0,0051931431	0,4553452844	-0,2112032242
NC_004663.1	BT_2501	BT_2501	3124539	3126488	+	1,1110472162	-0,0552985598	-0,2717166722	-0,5444915785	-0,3370912465	-0,1852981365	-0,2972824995	-0,0154181227	-2,095163239
NC_004663.1	BT_2502	BT_2502	3126511	3127710	-	-2,1989878051	-0,5891742056	0,2059886051	1,2988307336	-0,5737075007	-1,675351372	-0,0962154099	-0,4018114037	0,7846331504
NC_004663.1	BT_2503	BT_2503	3127725	3128741	-	-1,4793020442	-0,816336223	0,6909934555	2,412647782	0,4854065195	-0,8041782288	-0,2034034745	-0,2863105743	-0,0413062832
NC_004663.1	BT_2504	BT_2504	3128774	3129454	-	-1,3157181248	-1,010809454	1,0144933073	2,870072964	0,741888791	-0,631839475	0,0234080887	-0,3573471818	-0,0696229166
NC_004663.1	BT_2505	BT_2505	3129568	3130407	-	0,2678478717	0,2984072196	0,2057881007	1,1477103559	0,5891779643	0,5317044408	0,0692863041	0,1553243481	0,2524906114
NC_004663.1	BT_2506	BT_2506	3131263	3131781	+	0,0419314414	0,9416616715	0,3068327354	1,9095443667	1,4759113354	1,0332606717	-0,3068824487	-0,4388299471	1,3782539569
NC_004663.1	BT_2507	BT_2507	3131786	3132496	+	0,2029077229	0,8295759788	0,3427963669	0,4924831938	0,2138279232	0,1547664826	0,0416240556	-0,3089037771	1,2477153065
NC_004663.1	BT_2508	BT_2508	3132478	3133086	+	0,7138669487	0,8147089858	0,5209279356	1,6013523867	1,2999396166	1,0679155939	-0,0696732886	-0,0969219612	0,3157948496
NC_004663.1	BT_2509	BT_2509	3133120	3134022	+	1,0723672951	0,2441424539	0,2455550419	1,5941862172	1,8492486308	1,6512132316	-0,1167970018	0,1937365082	-1,2197788754
NC_004663.1	BT_2510	BT_2510	3134337	3135338	+	-0,9282434885	-0,1694575792	0,1574903694	-2,2989226074	-2,2763000889	-1,6414208187	0,0390599063	0,1221843389	2,5349485992
NC_004663.1	BT_2511	BT_2511	3135438	3135857	-	-0,4836446981	0,4001727803	0,4474259136	-0,420608797	-1,0091699918	0,3526253807	-0,0217564028	-0,0090094311	3,4244228926
NC_004663.1	BT_2512	BT_2512	3135864	3137822	-	-0,7199472097	0,4480820817	0,5912010939	1,7753063377	0,9004245089	1,5128468178	0,0288687149	0,1422212935	3,1645570276
NC_004663.1	BT_2513	BT_2513	3137994	3139433	+	-0,6473104636	0,0096254674	0,235035818	-0,6261389099	-0,5981086351	-0,1408957462	0,0096091322	0,1571694935	0,3218290625
NC_004663.1	BT_2516	BT_2516	3140032	3140724	+	-0,267435241	0,4331178645	-0,466406926	1,9146383926	0,2931411527	0,0631154389	0,0076436186	-0,0855293817	-0,3273555961
NC_004663.1	BT_2517	BT_2517	3141356	3143197	-	0,4424120163	-0,8710839406	-0,1985789233	-1,4808315075	-0,4600617492	-0,6186039521	0,0133246418	-0,3233951197	0,2420305792
NC_004663.1	BT_2518	BT_2518	3143198	3143713	-	0,5000395289	-0,3907643636	-0,0029407458	-1,2412788802	-0,6003930066	-0,5522607678	0,068414637	-0,2958162845	1,1402473057
NC_004663.1	BT_2519	BT_2519	3143795	3144175	-	-0,2750334893	-0,5181114435	-0,0154492582	-1,9959973787	-1,2117285489	-1,0622915138	0,0545261477	-0,1577084177	1,7981150918
NC_004663.1	BT_2520	BT_2520	3144206	3144877	-	-0,2110281672	-0,3912178998	0,1938637651	-1,4589537291	-0,9919484894	-0,9861679515	-0,000525245	-0,0448060367	0,5301498669
NC_004663.1	BT_2521	BT_2521	3144919	3146403	-	-0,5401686601	-0,2751896686	0,2713698912	-1,5209965048	-1,3269866979	-1,1510628164	-0,0712553718	-0,0106782583	1,0042619227
NC_004663.1	BT_2522	BT_2522	3146542	3147915	+	-0,6700745831	0,0978282315	0,2843110492	-1,1473486215	-0,993861009	-0,6004792399	-0,0230619153	0,1020457193	1,3834844618
NC_004663.1	BT_2523	BT_2523	3148116	3151574	+	-0,5326277766	-0,3366143027	-0,2767703071	-1,3421346116	-0,8411590187	-1,0068181052	-0,1950596472	-0,2593103902	1,575901163
NC_004663.1	BT_2524	BT_2524	3151580	3154225	+	-0,3687905397	-0,5976129005	0,0507097519	-1,9959300496	-0,927059179	-1,3398280991	0,0188392291	-0,1352282418	0,953219984
NC_004663.1	BT_2525	BT_2525	3154308	3155666	+	-0,4841484626	-0,112286726	-0,0264718281	-2,089304689	-1,4724149552	-1,6883976918	-0,0486712501	-0,3848086562	0,6450049474
NC_004663.1	BT_2526	BT_2526	3155836	3156234	-	-0,5407780684	0,1308641333	-0,0768253727	-0,6488311145	-0,9667278568	-0,8034461731	0,0160922093	-0,3339939168	0,6345926968
NC_004663.1	BT_2527	BT_2527	3156436	3158109	-	-2,6130914292	-0,2900329418	-0,2131170988	-3,1199978655	-3,3363495661	-2,6774231407	0,0921678753	-0,1252340811	0,8836257476
NC_004663.1	BT_2528	BT_2528	3158197	3159894	+	1,8739240823	-0,24838473	-0,1556002912	1,1048312866	1,4948992695	0,8556441938	-0,2601475039	0,2282078013	0,5115428253
NC_004663.1	BT_2529	BT_2529	3160255	3161325	+	0,2320553735	-0,7093139851	-0,0197490104	-2,7635769218	-2,2420899123	0,0603664614	0,0907619254	-0,60335491	-1,5999827941
NC_004663.1	BT_2530	BT_2530	3161409	3162734	+	-0,522332986	-1,5299221804	-0,1311236317	-1,7291312899	-2,5947768413	-1,3552236989	-0,3191259397	-0,8544677592	-1,2316196928
NC_004663.1	BT_2531	BT_2531	3162750	3165878	+	-0,2777768818	-0,9670033355	-0,3039753725	-1,9642327652	-1,4314336322	-0,7001177168	-0,4136158049	-0,4359466916	-3,1566669472
NC_004663.1	BT_2532	BT_2532	3165906	3167933	+	-0,3802965162	-1,0820501927	-0,5717597067	-2,1881615359	-1,0512067167	-0,7193399667	-0,2261878352	-0,613998471	-2,37920554
NC_004663.1	BT_2533	BT_2533	3167954	3168856	+	0,0641222069	-1,3801252878	-0,4999613434	-2,2127126881	-1,3193752386	-3,8356540384	-0,1019724233	-1,0570715485	-2,4602848439
NC_004663.1	BT_2534	BT_2534	3169083	3169691	+	-0,091472305	0,2248283722	-0,3719381444	-0,4108851162	-1,4385466281	-1,1454307144	0,0783892134	0,2385082077	0,096156058
NC_004663.1	BT_2535	BT_2535	3169871	3170206	+	0,0555557714	-0,2601380236	-0,6754467858	-0,9595863751	-1,5075581331	-1,7161328894	-0,3759745445	0,218913855	0,0112175998
NC_004663.1	BT_2536	BT_2536	3170262	3170750	+	1,3087359856	0,1213299479	-0,5737514243	-0,6640860519	-1,2410375969	-1,4833418526	-0,2979620237	0,0811073039	-0,5576571396
NC_004663.1	BT_2537	BT_2537	3170856	3171239	-	0,2510201079	0,3962244929	-0,0812503256	-0,1440892929	-0,2510357051	0,0497983437	-0,0363091093	-0,1465728848	-0,8671451142
NC_004663.1	BT_2538	BT_2538	3171579	3172061	+	0,7709717917	0,8624649429	0,2848980534	0,6344692516	0,5410225039	0,5999402873	-0,0493356452	-0,1865112995	0,8647663545
NC_004663.1	BT_2539	BT_2539	3172165	3172329	-	-2,148836038	-0,3855905998	0,232703049	-2,3702458732	-2,3892683573	-2,1885523023	0,1074178444	-0,214651103	2,4170562304
NC_004663.1	BT_2540	BT_2540	3172551	3173726	+	1,4058033869	1,0009189079	-0,9346164857	2,1608697089	0,7884515516	1,0756410933	-0,0519903767	0,8228952646	-0,431165124
NC_004663.1	BT_2541	BT_2541	3173813	3176503	+	0,5470247539	-0,3770454274	0,3246785805	0,0348699588	0,645779939	0,3509962813	-0,0388250735	0,1476391667	-0,1945661274
NC_004663.1	BT_2542	BT_2542	3176511	3177134	+	0,7048612804	-0,4093221492	0,4141965328	0,2128368677	0,8906092335	0,7234231996	0,0837467425	0,3841201383	-0,4055704112
NC_004663.1	BT_2543	BT_2543	3177145	3178107	+	1,0672693254	-0,2358129892	0,1264474656	0,5094473285	1,2293146082	0,832926046	-0,1032496033	0,379622669	-1,0943479692
NC_004663.1	BT_2544	BT_2544	3178471	3179274	+	0,2452515646	-0,0068091889	-0,1069810037	-0,3706385938	-0,3800498105	0,4048823516	-0,2995045773	0,512446453	0,7186302098
NC_004663.1	BT_2545	BT_2545	3179287	3179943	+	-0,2151457679	-0,0856672023	0,0318055526	-1,2374321572	-1,048565762	-0,4240632239	-0,07189759	0,5186143146	1,1809668484
NC_004663.1	BT_2546	BT_2546	3179966	3180181	+	-0,2953677788	0,2453764355	0,2119011725	-2,2089273793	-1,5446170692	-0,7959772905	0,0792057316	0,6783835649	1,6058664133
NC_004663.1	BT_2547	BT_2547	3180300	3180725	-	0,6425285934	-0,1371838734	0,3003431273	-0,8340089053	-0,3865983467	-0,2467047511	0,0837725865	0,1455218931	-1,2587536892
NC_004663.1	BT_2548	BT_2548	3180756	3181751	-	0,2332850121	0,0247178296	-0,2066641258	-0,4914093644	-0,3868817454	-0,2805305768	-0,0700565005	0,1036524945	-1,2184049877
NC_004663.1	BT_2549	BT_2549	3181823	3182731	-	0,4139653081	-0,0736920643	-0,0351057548	-0,9144498452	-0,7476363675	-0,5156727172	-0,0702548615	0,0219042983	-0,0176213974
NC_004663.1	BT_2550	BT_2550	3182742	3183548	-	0,2433131473	0,4371322903	0,1496924799	0,3103965802	-0,119741419	-0,157509192	0,0371236371	0,1157088216	0,1279676357
NC_004663.1	BT_2551	BT_2551	3183728	3184672	+	-0,863480627	0,574155866	0,5503221288	0,7687010504	0,199152104	0,7200767851	-0,2905501334	-0,3527324258	3,2903195337
NC_004663.1	BT_2552	BT_2552	3184703	3185764	+	-1,1767734307	0,3379848959	0,5702639855	-0,3834749541	-0,1361243337	0,2432707871	-0,1478913881	-0,2021453558	2,8279677808
NC_004663.1	BT_2553	BT_2553	3186074	3187825	-	-2,854178694	-0,4170234269	0,0524895701	-2,7376352116	-3,0719669995	-2,6204748575	0,065147595	-0,2960194571	1,367703431
NC_004663.1	BT_2554	BT_2554	3187855	3188298	-	-2,8764677336	-0,5532936148	0,0232116185	-2,3725676894	-2,8585991998	-2,4046573211	0,0015101494	-0,2259211554	1,4445991851
NC_004663.1	BT_2556	BT_2556	3189062	3189445	+	0,5692843489	0,5887570383	0,5406748727	1,3791092537	1,038177129	0,8992025221	0,0739357491	0,5376481135	-1,3810719308
NC_004663.1	BT_2557	BT_2557	3189619	3190338	+	1,4709700576	0,4956198475	0,2820938892	2,083670968	1,7480749609	1,8622172232	-0,0271964684	0,6039617121	-1,9899250921
NC_004663.1	BT_2558	BT_2558	3191097	3192419	+	-0,4435403722	0,0586321503	0,2016206513	0,2321754108	0,0956414422	0,5227865942	-0,0472605165	-0,0338038776	0,622583154
NC_004663.1	BT_2559	BT_2559	3192720	3194363	-	-1,4212417178	0,2073844108	0,0794255244	-0,7821015869	-1,2149198844	-1,4117821087	-0,0393520546	-0,0720163018	6,3063369857
NC_004663.1	BT_2560	BT_2560	3194382	3197684	-	-0,7506363765	0,0872478413	-0,3486468514	0,3918133214	0,3944739279	-0,8204023994	-0,1951466969	-0,6522926895	6,7759276321
NC_004663.1	BT_2561	BT_2561	3197963	3198901	-	-0,6392549744	0,0609127148	0,5549168075	-0,5175855996	-0,831088718	-1,0996716768	0,2305336323	0,1646499918	4,4557061483
NC_004663.1	BT_2562	BT_2562	3199007	3199432	-	0,7009479963	0,2247595423	0,453371934	1,5706379441	1,1656200937	0,6653374926	0,0051446623	0,0240062155	0,9816012367
NC_004663.1	BT_2563	BT_2563	3199710	3201836	-	1,0513238318	-0,4853791788	-0,2170349868	0,6243039903	1,0351140608	0,33398919	-0,1111086158	0,1038604164	-3,0715349751
NC_004663.1	BT_2564	BT_2564	3202032	3203183	+	0,7865134099	0,3090048138	-0,008900879	0,0664958979	0,4474666008	0,6372078926	-0,0600830065	0,0451483882	-0,5822268538
NC_004663.1	BT_2565	BT_2565	3203364	3203828	+	-0,7870071505	0,6587800469	-0,5579736863	1,1679738995	0,1281071802	0,2335717414	0,0742312185	-0,0246983363	1,3986251756
NC_004663.1	BT_2566	BT_2566	3203881	3204273	+	-0,5723092778	0,0089552452	-0,4301882735	-2,2602444414	-1,7912154839	-1,7199952365	0,1040996548	-0,0417811197	0,7991124449
NC_004663.1	BT_2567	BT_2567	3204350	3205270	-	-3,9341617937	-0,369926665	-0,436519325	-3,6830110527	-4,7926348116	-3,9593151246	0,1518657037	-0,3822551335	1,9562363162
NC_004663.1	BT_2568	BT_2568	3205277	3206509	-	-3,9667969359	-0,4054514464	-0,2813184041	-3,9202903771	-4,9193788072	-4,1465884556	0,0606496253	-0,5075667793	2,016344298
NC_004663.1	BT_2569	BT_2569	3206763	3207266	+	-2,8505906543	0,0680104973	-0,3485728633	0,0928075592	-0,938485184	-1,0817600412	-0,0515823176	-0,4847752878	3,2374566691
NC_004663.1	BT_2570	BT_2570	3207526	3208971	+	-4,0005686092	-0,2466687923	-0,5641170995	-3,7635607057	-4,8387596353	-4,572793586	-0,0242003414	0,2917845979	0,268878233
NC_004663.1	BT_2571	BT_2571	3208980	3209945	+	-4,173659574	-0,0325767584	-0,7056741022	-3,6530029201	-4,5982775208	-4,4893720033	-0,0795208243	0,3153232646	0,8228059912
NC_004663.1	BT_2572	BT_2572	3210215	3210946	-	-3,1813591902	0,1345267581	-0,2955086253	-2,6781368412	-3,6631278727	-2,9456654641	0,1733866971	-0,3217387555	1,8532863185
NC_004663.1	BT_2573	BT_2573	3211163	3212875	+	-3,5053023298	-0,4767343487	-1,4262014693	-3,0157517385	-4,1587664145	-3,8699601211	-0,2718929754	-0,2942010819	1,6605463895
NC_004663.1	BT_2574	BT_2574	3212942	3214201	-	0,5608674881	0,4307556938	0,1126779059	-0,3768725616	-0,2700317123	-0,0803289217	0,0058362732	0,0816757521	0,4509439039
NC_004663.1	BT_2575	BT_2575	3214717	3214938	+	1,8011535771	1,0438358295	-0,7841591895	3,9763976972	2,5190816082	1,3092058378	0,6914308861	-0,7227259915	-1,3623743306
NC_004663.1	BT_2576	BT_2576	3214935	3216170	+	0,6474996739	0,3749437784	-1,2550489929	2,4533636294	1,1679910759	0,4552665054	-0,5555134436	-0,3621079138	-1,2659505138
NC_004663.1	BT_2577	BT_2577	3216518	3220741	-	-0,2585329889	-0,7075276337	0,2490782748	0,3446434266	0,3555029178	0,3999551086	-0,0279563609	-0,2227330614	-2,9735116792
NC_004663.1	BT_2578	BT_2578	3220722	3221915	-	-0,0923180624	-0,1443707621	0,2869531448	0,7207804395	0,6579790476	0,6591727294	0,0167820568	-0,0389563965	-1,7855918324
NC_004663.1	BT_2579	BT_2579	3222805	3223650	-	1,4793238582	0,4530223603	0,2843702868	1,0091604687	1,3966272562	1,4645400566	-0,0479984463	0,2050361653	-1,7276918518
NC_004663.1	BT_2590	BT_2590	3232093	3233250	+	-2,513416328	0,7974222334	0,2975462799	-1,8725182347	-1,5409308778	-1,4859213051	0,2420410521	-0,5819725063	1,6907136099
NC_004663.1	BT_2591	BT_2591	3233613	3233975	+	-0,6809166163	0,4571340942	0,2999701253	-0,1746450662	-0,6108609714	-0,2104574585	-0,0069547849	-0,0793436185	0,0961305957
NC_004663.1	BT_2592	BT_2592	3234077	3234811	+	-1,5019846319	1,0426140995	0,4363148938	0,9605751517	-0,4746470968	0,1484561233	-0,2047445873	0,4080546301	0,4074442768
NC_004663.1	BT_2594	BT_2594	3235241	3235828	-	-2,2285791473	0,9485680761	0,6591452921	-1,3261050784	-1,0084669883	-0,0188325884	0,7182435085	-0,04613143	0,2872038413
NC_004663.1	BT_2595	BT_2595	3235825	3236754	-	-2,5937942331	0,0691567277	0,0551073863	-1,2284937451	-1,5593467261	-0,5413563434	0,3332875703	-0,5273285209	0,1434810435
NC_004663.1	BT_2596	BT_2596	3236802	3238100	-	-1,5570280778	-0,1845215373	-0,1342796037	-1,2975601822	-0,7244936856	-0,1365169434	-0,1582931654	-0,7276577275	-0,0837180697
NC_004663.1	BT_2599	BT_2599	3238992	3240005	-	-1,583881966	-0,2242273688	-0,1402789648	-0,7252820863	-1,5151028252	-1,7999084576	-0,223298539	-1,4016355069	-0,6377848886
NC_004663.1	BT_2602	BT_2602	3241259	3243082	-	-1,3236920136	-0,1401776802	0,1157586417	-1,0203251351	-0,967253858	-0,7702912192	-0,1495205092	-0,1370555809	1,4578352034
NC_004663.1	BT_2603	BT_2603	3243651	3246050	-	-1,2177574895	0,2369793722	0,1207611623	-1,3704276984	-1,2351137469	-0,580809999	0,2005630419	-0,1916692778	-0,3530103398
NC_004663.1	BT_2606	BT_2606	3247085	3248092	+	-0,4319076937	0,0139142837	0,4554797707	-0,5403614041	-0,800192056	-0,3084704522	0,0561739554	0,1236485841	0,7609146713
NC_004663.1	BT_2607	BT_2607	3248177	3248851	-	-3,0991333431	1,1209529144	0,307978391	-1,734298452	-1,3993922237	-1,8774813532	0,2022328139	-0,1856397276	1,991444143
NC_004663.1	BT_2615	BT_2615	3254829	3256121	-	-0,4105560739	-0,5231165297	-0,986411488	-0,3815925315	-0,366616965	0,112763381	-0,1236195313	-0,7394170977	-0,2787900632
NC_004663.1	BT_2617	BT_2617	3256696	3258102	-	-0,3074589336	-0,7230551023	0,235783414	-1,0525283878	-0,1208749308	-0,4543416312	0,0844186659	-0,4885688734	-0,8521916391
NC_004663.1	BT_2618	BT_2618	3258569	3259849	-	-0,5250309397	0,1822373728	-0,5824861042	-0,4199065578	0,4354448786	0,4252247714	0,53216243	-0,2964375186	-0,4468579981
NC_004663.1	BT_2619	BT_2619	3259854	3262226	-	-0,0025327094	0,1896315933	-0,4770143224	0,3257776842	0,2206683467	0,1809613552	-0,0144407898	-1,0343168421	-1,185465165
NC_004663.1	BT_2620	BT_2620	3262908	3264857	-	-0,3666762404	-0,3427954125	-0,0568921475	-0,4184940348	-0,2070676994	-0,1447948409	-0,0419913326	-0,3227086272	-0,2344888524
NC_004663.1	BT_2621	BT_2621	3264883	3266193	-	-0,037754019	-0,0082357542	0,5433744676	0,2035015806	0,3690384359	0,3857185251	0,3414560021	0,0514953826	0,1390225628
NC_004663.1	BT_2622	BT_2622	3266202	3268370	-	-0,6195671176	0,0789948861	-0,1052671156	-0,2991196311	-0,1963883542	0,0642067371	0,139086643	-0,5480723902	1,1679195327
NC_004663.1	BT_2623	BT_2623	3268467	3270020	-	-1,1202753395	0,4046727218	0,1555364781	-1,1257669014	-0,8921777642	-0,4835457838	0,2049706749	-0,4786772515	1,9045186244
NC_004663.1	BT_2624	BT_2624	3270036	3271001	-	-1,2839344749	0,132637921	-0,0720077779	-1,4246181625	-1,1008939372	-1,0631800849	-0,0221223618	-0,375176039	2,3209906301
NC_004663.1	BT_2625	BT_2625	3271013	3272995	-	-1,0511833249	0,237271854	0,0070305372	-1,3751354764	-0,960108155	-0,7987900752	0,0524654178	-0,5441918741	2,4452738046
NC_004663.1	BT_2626	BT_2626	3273006	3276110	-	-1,0293551104	0,1434661711	-0,2199403293	-1,4638214021	-0,9032658864	-0,6968094483	-0,0508166319	-0,4335927579	2,8831507399
NC_004663.1	BT_2627	BT_2627	3276144	3277448	-	-0,688020662	0,0918936679	-0,2078617269	-0,9745180865	-0,434702434	-0,0334341149	0,1402415286	-0,6629299974	3,2776345904
NC_004663.1	BT_2628	BT_2628	3277939	3281976	-	0,338646886	0,6578649687	0,6980767958	0,5322737614	0,8977322602	0,4186599422	0,1862771137	-0,0755610573	4,3701823728
NC_004663.1	BT_2629	BT_2629	3282187	3284469	+	0,8547161556	0,0881021704	-0,763671734	-0,9657027281	0,981673401	0,4826934408	-0,1236852169	-0,5929834342	3,4289409932
NC_004663.1	BT_2630	BT_2630	3284523	3285473	+	-0,011836456	0,0864763319	0,1600714683	-0,3408021616	-0,2953631681	0,0631725047	-0,0765558261	-0,0068276545	2,350088726
NC_004663.1	BT_2631	BT_2631	3285526	3286683	+	-0,2854783718	-0,1140101526	-0,1508667427	-1,5813030894	-0,6682407795	-0,2772486217	-0,3344601082	-0,3658488909	3,0568243041
NC_004663.1	BT_2632	BT_2632	3286743	3288188	+	0,4317257182	0,0299323853	-0,1513443462	-0,7643702922	0,3446554426	0,1931252403	0,247001475	-0,070181802	2,3872118682
NC_004663.1	BT_2633	BT_2633	3288297	3288563	+	0,145287827	-0,6774962338	0,492956149	-1,4963842886	0,767065635	0,2367144102	-0,517325485	-2,9792942908	1,6756137713
NC_004663.1	BT_2634	BT_2634	3288975	3289967	-	-0,3654121872	1,0620995713	-0,1292818899	-0,9246751831	-0,9965987191	0,6208267696	0,4031460261	1,3994226164	-0,5479750302
NC_004663.1	BT_2642	BT_2642	3293837	3295642	+	-1,4030172369	0,3049170524	0,3154587893	-0,8675360618	-1,0749847186	-1,2456569265	0,3837997894	0,4266730007	-0,7655722277
NC_004663.1	BT_2644	BT_2644	3296059	3297819	+	-1,9184764654	0,5158236243	0,2776550687	-0,3834458276	0,0630687163	-0,6945091128	0,5468963572	-0,5325868485	-0,5726475554
NC_004663.1	BT_2646	BT_2646	3299669	3299890	+	-4,8411097141	-0,9124400162	-0,9305807648	-7,0278588482	-7,0278588482	-2,7440934952	-1,2787693895	-0,6603491936	0,4022639507
NC_004663.1	BT_2647	BT_2647	3299935	3301041	+	-4,277345875	-0,7131228981	-0,44887962	-5,3514020649	-4,123153805	-2,125972597	-0,6175584311	0,0006064603	1,5189796209
NC_004663.1	BT_2648	BT_2648	3301054	3301755	+	-3,1378667186	-0,25070726	-0,3433657343	-3,6689846229	-1,8818980437	-6,6812330373	-0,3509740887	-0,2017585246	2,2606564977
NC_004663.1	BT_2649	BT_2649	3301752	3302549	+	-2,434429812	-0,6893868821	-0,9464993518	-2,246530014	-1,9264869532	-1,8446223085	-0,1718924686	-0,4505206111	2,9477628585
NC_004663.1	BT_2650	BT_2650	3302647	3303348	-	-1,0402544039	0,5031647462	0,5100850995	-0,2717598142	-0,4457708503	0,2039804804	0,1460075083	0,3604098759	0,7463986637
NC_004663.1	BT_2654	BT_2654	3305330	3306541	+	-1,3078031373	0,0522586557	-0,0643907878	-1,4334294412	-1,5866981865	-1,865071325	0,1023848523	-0,1105984159	-0,0819318121
NC_004663.1	BT_2655	BT_2655	3306623	3309850	-	-0,3115716787	0,0978928201	0,1591579855	0,7727208272	1,0125542434	0,7563904579	0,0228912471	-0,1525495723	0,7433890781
NC_004663.1	BT_2656	BT_2656	3309896	3310984	-	-0,0787134373	-0,0788871728	0,1343857744	1,3438276679	1,1416574044	1,0158195287	-0,1204026595	-0,0737801752	0,3957611156
NC_004663.1	BT_2657	BT_2657	3310981	3311997	-	-0,0726270672	-0,2014759132	-0,1912803978	0,7976026479	1,1069474734	0,7142825217	-0,1590217451	-0,1907939791	0,0004771696
NC_004663.1	BT_2658	BT_2658	3312008	3314026	-	-0,0287346079	0,2839417476	0,0457100995	1,1077564673	1,0038696418	0,8068809815	-0,116468251	0,1609180989	0,4109608024
NC_004663.1	BT_2659	BT_2659	3314081	3315421	-	0,736555883	0,5853450144	0,1081843752	2,9560029109	2,0564738354	1,7840651627	0,1521731395	0,1242426077	0,9462890154
NC_004663.1	BT_2660	BT_2660	3315518	3316108	-	0,9957729525	0,7340344734	0,2206481577	3,7847584451	2,3431205126	2,0050655602	-0,0139314842	0,0816670492	0,4527848241
NC_004663.1	BT_2662	BT_2662	3317305	3318828	+	0,8487363768	0,2976314818	-0,1763792105	0,820795082	1,2760252377	0,9273988763	-0,1895296585	-0,157642284	0,8123064298
NC_004663.1	BT_2663	BT_2663	3318924	3320375	-	-1,151405727	-0,72396082	-0,8542256275	-4,0808906923	-3,6502844753	-0,9853351658	0,0220166848	-0,4087424566	1,0967207808
NC_004663.1	BT_2664	BT_2664	3320412	3321356	-	-0,7706767295	-0,4948198458	-0,9367520885	-2,947299173	-2,943809851	-0,417005029	0,1596525957	-0,3585704161	1,0454704258
NC_004663.1	BT_2665	BT_2665	3321358	3322170	-	-0,9204741017	-0,5629675823	-1,1065378277	-3,3177371939	-3,2265956169	-0,6081262414	0,0869402713	-0,5117369828	0,6772423648
NC_004663.1	BT_2666	BT_2666	3322197	3322850	-	-0,8872568933	-0,4411428702	-1,1469518032	-3,5406967728	-3,308774685	-0,6807119031	0,0436204216	-0,4336379927	1,1843399897
NC_004663.1	BT_2667	BT_2667	3322866	3323471	-	-0,8616653963	-0,2855938287	-1,0859707265	-3,6929248081	-3,3337228726	-0,5805937952	0,0663226406	-0,4958723539	1,2299597427
NC_004663.1	BT_2668	BT_2668	3323501	3324298	-	-0,6708433967	-0,1870705551	-1,1460781307	-3,0629887105	-3,0016912554	-0,4940667427	-0,0011646999	-0,4199158937	1,2991891477
NC_004663.1	BT_2669	BT_2669	3324451	3324894	-	0,3861440451	0,6055481199	-0,2857982718	-0,0152233149	0,011971472	0,1069845908	-0,0432165385	-0,170351687	0,1530205366
NC_004663.1	BT_2673	BT_2673	3331584	3331946	+	1,3995853237	0,16778895	0,0306630828	0,7706137339	0,9893384873	0,6962401536	-0,080964267	-0,0512467947	-1,8667498119
NC_004663.1	BT_2674	BT_2674	3331979	3332872	+	2,0169607586	0,3196277185	0,1235150694	1,1123357112	1,4031283815	0,9197770837	0,0338924191	0,0955807177	-2,0009068022
NC_004663.1	BT_2675	BT_2675	3334148	3334873	-	-0,0745661257	-0,5645173717	-0,729758886	-1,1564872007	-0,5451540972	-0,088210214	0,0434694979	-0,7541021182	-0,2798408323
NC_004663.1	BT_2676	BT_2676	3334970	3335602	-	0,1375666157	-0,4295603777	-0,1406492714	-1,8216547182	-0,8065095136	0,0349587535	0,0900736492	-0,1956098194	0,2827243724
NC_004663.1	BT_2678	BT_2678	3336270	3336674	-	-0,1198424194	0,9035640001	0,2830842626	0,6869604266	-0,0667902625	0,9574082217	0,4385760587	-0,0502171261	0,8615323287
NC_004663.1	BT_2679	BT_2679	3336916	3337923	-	0,0553805947	-0,078733921	0,3463514657	-0,4761986864	-0,0212890578	0,060661066	-0,0206680866	0,1863970668	-0,0802132533
NC_004663.1	BT_2680	BT_2680	3338137	3341142	-	-1,4709739887	0,9939954878	-0,1653038118	-1,1733260983	-0,9711248187	-1,3837150356	0,2298921033	-0,5388469129	1,7950227453
